# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 4 maxBytes 33554432 step: 2(factor) warmup iters: 5 iters: 20 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1014345 on h200-bar-202-129 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid 1014346 on h200-bar-202-129 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid 1014347 on h200-bar-202-129 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid 1014348 on h200-bar-202-129 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid 1014349 on h200-bar-202-129 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid 1014350 on h200-bar-202-129 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid 1014351 on h200-bar-202-129 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid 1014352 on h200-bar-202-129 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 2397852 on h200-bar-202-131 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 2397853 on h200-bar-202-131 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 2397854 on h200-bar-202-131 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 2397855 on h200-bar-202-131 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 2397856 on h200-bar-202-131 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 2397857 on h200-bar-202-131 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 2397858 on h200-bar-202-131 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 2397859 on h200-bar-202-131 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           4             1     float     sum      -1    27.75    0.00    0.00       0    24.51    0.00    0.00       0
           8             2     float     sum      -1    24.27    0.00    0.00       0    24.43    0.00    0.00       0
          16             4     float     sum      -1    24.46    0.00    0.00       0    24.49    0.00    0.00       0
          32             8     float     sum      -1    24.59    0.00    0.00       0    24.62    0.00    0.00       0
          64            16     float     sum      -1    25.01    0.00    0.00       0    24.85    0.00    0.00       0
         128            32     float     sum      -1    25.15    0.01    0.01       0    25.15    0.01    0.01       0
         256            64     float     sum      -1    25.61    0.01    0.02       0    25.51    0.01    0.02       0
         512           128     float     sum      -1    25.99    0.02    0.04       0    26.00    0.02    0.04       0
        1024           256     float     sum      -1    26.47    0.04    0.07       0    26.29    0.04    0.07       0
        2048           512     float     sum      -1    28.11    0.07    0.14       0    27.98    0.07    0.14       0
        4096          1024     float     sum      -1    35.37    0.12    0.22       0    29.55    0.14    0.26       0
        8192          2048     float     sum      -1    30.99    0.26    0.50       0    30.22    0.27    0.51       0
       16384          4096     float     sum      -1    32.39    0.51    0.95       0    31.11    0.53    0.99       0
       32768          8192     float     sum      -1    32.41    1.01    1.90       0    31.15    1.05    1.97       0
       65536         16384     float     sum      -1    32.57    2.01    3.77       0    31.18    2.10    3.94       0
      131072         32768     float     sum      -1    37.26    3.52    6.60       0    36.35    3.61    6.76       0
      262144         65536     float     sum      -1    45.68    5.74   10.76       0    45.08    5.82   10.90       0
      524288        131072     float     sum      -1    53.00    9.89   18.55       0    53.22    9.85   18.47       0
     1048576        262144     float     sum      -1    62.88   16.68   31.27       0    62.69   16.73   31.36       0
     2097152        524288     float     sum      -1    82.42   25.44   47.71       0    82.39   25.45   47.73       0
     4194304       1048576     float     sum      -1    95.89   43.74   82.02       0    95.07   44.12   82.72       0
     8388608       2097152     float     sum      -1   129.36   64.85  121.59       0   128.30   65.38  122.59       0
    16777216       4194304     float     sum      -1   256.60   65.38  122.59       0   254.37   65.96  123.67       0
    33554432       8388608     float     sum      -1   324.01  103.56  194.18       0   326.80  102.68  192.52       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 26.8239 
#
# Collective test concluded: all_reduce_perf
#

