# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: broadcast_perf
# nThread 1 nGpus 1 minBytes 4 maxBytes 33554432 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1410300 on h200-bar-200-075 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid 1410301 on h200-bar-200-075 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid 1410302 on h200-bar-200-075 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid 1410303 on h200-bar-200-075 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid 1410304 on h200-bar-200-075 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid 1410305 on h200-bar-200-075 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid 1410306 on h200-bar-200-075 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid 1410307 on h200-bar-200-075 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 1434779 on h200-bar-201-247 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 1434780 on h200-bar-201-247 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 1434781 on h200-bar-201-247 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 1434782 on h200-bar-201-247 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 1434783 on h200-bar-201-247 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 1434784 on h200-bar-201-247 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 1434785 on h200-bar-201-247 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 1434786 on h200-bar-201-247 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           4             1     float    none       0     9.74    0.00    0.00       0     9.58    0.00    0.00       0
           8             2     float    none       0     9.68    0.00    0.00       0     9.69    0.00    0.00       0
          16             4     float    none       0     9.71    0.00    0.00       0     9.66    0.00    0.00       0
          32             8     float    none       0     9.60    0.00    0.00       0     9.66    0.00    0.00       0
          64            16     float    none       0     9.74    0.01    0.01       0     9.72    0.01    0.01       0
         128            32     float    none       0     9.67    0.01    0.01       0     9.64    0.01    0.01       0
         256            64     float    none       0     9.56    0.03    0.03       0     9.62    0.03    0.03       0
         512           128     float    none       0     9.60    0.05    0.05       0     9.64    0.05    0.05       0
        1024           256     float    none       0     9.95    0.10    0.10       0     9.91    0.10    0.10       0
        2048           512     float    none       0    10.29    0.20    0.20       0    10.26    0.20    0.20       0
        4096          1024     float    none       0    11.03    0.37    0.37       0    10.94    0.37    0.37       0
        8192          2048     float    none       0    15.97    0.51    0.51       0    15.74    0.52    0.52       0
       16384          4096     float    none       0    17.32    0.95    0.95       0    17.06    0.96    0.96       0
       32768          8192     float    none       0    18.27    1.79    1.79       0    18.19    1.80    1.80       0
       65536         16384     float    none       0    35.89    1.83    1.83       0    35.88    1.83    1.83       0
      131072         32768     float    none       0    53.77    2.44    2.44       0    56.18    2.33    2.33       0
      262144         65536     float    none       0    63.75    4.11    4.11       0    68.68    3.82    3.82       0
      524288        131072     float    none       0    70.18    7.47    7.47       0    71.10    7.37    7.37       0
     1048576        262144     float    none       0    77.83   13.47   13.47       0    78.25   13.40   13.40       0
     2097152        524288     float    none       0    71.34   29.40   29.40       0    71.29   29.42   29.42       0
     4194304       1048576     float    none       0    93.37   44.92   44.92       0    93.28   44.96   44.96       0
     8388608       2097152     float    none       0   134.13   62.54   62.54       0   134.38   62.42   62.42       0
    16777216       4194304     float    none       0   173.12   96.91   96.91       0   173.03   96.96   96.96       0
    33554432       8388608     float    none       0   241.54  138.92  138.92       0   241.78  138.78  138.78       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 16.9041 
#
# Collective test concluded: broadcast_perf
#

