Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
16          4         int32     or        t         12.195200         0.001         0.002       
32          8         int32     or        t         12.943999         0.002         0.004       
64          16        int32     or        t         15.347201         0.004         0.007       
128         32        int32     or        t         18.710400         0.007         0.012       
256         64        int32     or        t         26.860800         0.010         0.017       
512         128       int32     or        t         43.347201         0.012         0.021       
1024        256       int32     or        t         76.844800         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       t         12.326400         0.000         0.001       
8           2         int32     xor       t         12.067200         0.001         0.001       
16          4         int32     xor       t         12.300800         0.001         0.002       
32          8         int32     xor       t         13.500801         0.002         0.004       
64          16        int32     xor       t         14.608000         0.004         0.008       
128         32        int32     xor       t         18.681601         0.007         0.012       
256         64        int32     xor       t         26.972800         0.009         0.017       
512         128       int32     xor       t         43.315199         0.012         0.021       
1024        256       int32     xor       t         76.051199         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       t         12.102400         0.000         0.001       
8           2         int32     min       t         12.134400         0.001         0.001       
16          4         int32     min       t         12.176000         0.001         0.002       
32          8         int32     min       t         13.049600         0.002         0.004       
64          16        int32     min       t         14.569600         0.004         0.008       
128         32        int32     min       t         18.630400         0.007         0.012       
256         64        int32     min       t         26.854399         0.010         0.017       
512         128       int32     min       t         43.334401         0.012         0.021       
1024        256       int32     min       t         76.908797         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       t         12.182400         0.000         0.001       
8           2         int32     max       t         12.054400         0.001         0.001       
16          4         int32     max       t         12.208000         0.001         0.002       
32          8         int32     max       t         12.988800         0.002         0.004       
64          16        int32     max       t         14.691199         0.004         0.008       
128         32        int32     max       t         18.617600         0.007         0.012       
256         64        int32     max       t         26.921600         0.010         0.017       
512         128       int32     max       t         43.228799         0.012         0.021       
1024        256       int32     max       t         76.115203         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       t         12.166400         0.001         0.001       
16          2         int64     sum       t         12.128000         0.001         0.002       
32          4         int64     sum       t         12.848000         0.002         0.004       
64          8         int64     sum       t         13.840000         0.005         0.008       
128         16        int64     sum       t         17.104000         0.007         0.013       
256         32        int64     sum       t         22.838400         0.011         0.020       
512         64        int64     sum       t         34.208000         0.015         0.026       
1024        128       int64     sum       t         58.870399         0.017         0.030       
2048        256       int64     sum       t         108.710396        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      t         13.574401         0.001         0.001       
16          2         int64     prod      t         16.156800         0.001         0.002       
32          4         int64     prod      t         13.622400         0.002         0.004       
64          8         int64     prod      t         15.084800         0.004         0.007       
128         16        int64     prod      t         17.692800         0.007         0.013       
256         32        int64     prod      t         24.547200         0.010         0.018       
512         64        int64     prod      t         35.238400         0.015         0.025       
1024        128       int64     prod      t         59.657598         0.017         0.030       
2048        256       int64     prod      t         109.622395        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       t         12.089600         0.001         0.001       
16          2         int64     and       t         12.345600         0.001         0.002       
32          4         int64     and       t         12.160000         0.003         0.005       
64          8         int64     and       t         13.776000         0.005         0.008       
128         16        int64     and       t         16.265599         0.008         0.014       
256         32        int64     and       t         21.932800         0.012         0.020       
512         64        int64     and       t         33.478400         0.015         0.027       
1024        128       int64     and       t         57.206398         0.018         0.031       
2048        256       int64     and       t         105.673599        0.019         0.034       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        t         12.278400         0.001         0.001       
16          2         int64     or        t         12.288000         0.001         0.002       
32          4         int64     or        t         12.252800         0.003         0.005       
64          8         int64     or        t         13.728000         0.005         0.008       
128         16        int64     or        t         16.364799         0.008         0.014       
256         32        int64     or        t         21.977600         0.012         0.020       
512         64        int64     or        t         34.310400         0.015         0.026       
1024        128       int64     or        t         57.168001         0.018         0.031       
2048        256       int64     or        t         105.523205        0.019         0.034       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       t         12.128000         0.001         0.001       
16          2         int64     xor       t         12.112000         0.001         0.002       
32          4         int64     xor       t         12.204800         0.003         0.005       
64          8         int64     xor       t         13.459200         0.005         0.008       
128         16        int64     xor       t         16.217600         0.008         0.014       
256         32        int64     xor       t         22.819200         0.011         0.020       
512         64        int64     xor       t         34.140801         0.015         0.026       
1024        128       int64     xor       t         57.305598         0.018         0.031       
2048        256       int64     xor       t         105.603194        0.019         0.034       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       t         12.070400         0.001         0.001       
16          2         int64     min       t         12.124800         0.001         0.002       
32          4         int64     min       t         12.751999         0.003         0.004       
64          8         int64     min       t         13.766401         0.005         0.008       
128         16        int64     min       t         16.729601         0.008         0.013       
256         32        int64     min       t         22.726400         0.011         0.020       
512         64        int64     min       t         35.008001         0.015         0.026       
1024        128       int64     min       t         59.699202         0.017         0.030       
2048        256       int64     min       t         109.638405        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       t         12.080000         0.001         0.001       
16          2         int64     max       t         12.134400         0.001         0.002       
32          4         int64     max       t         12.092800         0.003         0.005       
64          8         int64     max       t         13.881600         0.005         0.008       
128         16        int64     max       t         17.033599         0.008         0.013       
256         32        int64     max       t         22.720000         0.011         0.020       
512         64        int64     max       t         35.052800         0.015         0.026       
1024        128       int64     max       t         59.615999         0.017         0.030       
2048        256       int64     max       t         109.679997        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         12.220800         0.000         0.001       
8           2         int32     sum       w         12.115200         0.001         0.001       
16          4         int32     sum       w         12.131200         0.001         0.002       
32          8         int32     sum       w         12.064000         0.003         0.005       
64          16        int32     sum       w         12.249600         0.005         0.009       
128         32        int32     sum       w         12.153600         0.011         0.018       
256         64        int32     sum       w         12.943999         0.020         0.035       
512         128       int32     sum       w         14.608000         0.035         0.061       
1024        256       int32     sum       w         18.729600         0.055         0.096       
2048        512       int32     sum       w         26.947200         0.076         0.133       
4096        1024      int32     sum       w         41.705599         0.098         0.172       
8192        2048      int32     sum       w         72.662401         0.113         0.197       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         12.924799         0.000         0.001       
8           2         int32     prod      w         12.124800         0.001         0.001       
16          4         int32     prod      w         12.150400         0.001         0.002       
32          8         int32     prod      w         12.166400         0.003         0.005       
64          16        int32     prod      w         12.169600         0.005         0.009       
128         32        int32     prod      w         12.144000         0.011         0.018       
256         64        int32     prod      w         12.976000         0.020         0.035       
512         128       int32     prod      w         14.601600         0.035         0.061       
1024        256       int32     prod      w         18.688001         0.055         0.096       
2048        512       int32     prod      w         26.889601         0.076         0.133       
4096        1024      int32     prod      w         41.619200         0.098         0.172       
8192        2048      int32     prod      w         72.457600         0.113         0.198       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         13.600001         0.000         0.001       
8           2         int32     and       w         12.204800         0.001         0.001       
16          4         int32     and       w         12.144000         0.001         0.002       
32          8         int32     and       w         12.089600         0.003         0.005       
64          16        int32     and       w         12.188800         0.005         0.009       
128         32        int32     and       w         12.217600         0.010         0.018       
256         64        int32     and       w         12.972800         0.020         0.035       
512         128       int32     and       w         14.534400         0.035         0.062       
1024        256       int32     and       w         18.719999         0.055         0.096       
2048        512       int32     and       w         26.879999         0.076         0.133       
4096        1024      int32     and       w         41.648000         0.098         0.172       
8192        2048      int32     and       w         72.736001         0.113         0.197       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         12.224000         0.000         0.001       
8           2         int32     or        w         12.076800         0.001         0.001       
16          4         int32     or        w         12.284800         0.001         0.002       
32          8         int32     or        w         12.150400         0.003         0.005       
64          16        int32     or        w         12.163200         0.005         0.009       
128         32        int32     or        w         12.131200         0.011         0.018       
256         64        int32     or        w         13.686401         0.019         0.033       
512         128       int32     or        w         14.656000         0.035         0.061       
1024        256       int32     or        w         18.704000         0.055         0.096       
2048        512       int32     or        w         26.857600         0.076         0.133       
4096        1024      int32     or        w         41.718400         0.098         0.172       
8192        2048      int32     or        w         72.009599         0.114         0.199       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         12.230400         0.000         0.001       
8           2         int32     xor       w         12.473600         0.001         0.001       
16          4         int32     xor       w         12.166400         0.001         0.002       
32          8         int32     xor       w         12.118400         0.003         0.005       
64          16        int32     xor       w         12.051200         0.005         0.009       
128         32        int32     xor       w         11.728000         0.011         0.019       
256         64        int32     xor       w         12.979200         0.020         0.035       
512         128       int32     xor       w         14.563200         0.035         0.062       
1024        256       int32     xor       w         18.694399         0.055         0.096       
2048        512       int32     xor       w         26.790401         0.076         0.134       
4096        1024      int32     xor       w         42.601600         0.096         0.168       
8192        2048      int32     xor       w         72.703999         0.113         0.197       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         12.121600         0.000         0.001       
8           2         int32     min       w         12.700801         0.001         0.001       
16          4         int32     min       w         12.147200         0.001         0.002       
32          8         int32     min       w         12.198400         0.003         0.005       
64          16        int32     min       w         12.179200         0.005         0.009       
128         32        int32     min       w         12.092800         0.011         0.019       
256         64        int32     min       w         13.801600         0.019         0.032       
512         128       int32     min       w         14.560001         0.035         0.062       
1024        256       int32     min       w         18.710400         0.055         0.096       
2048        512       int32     min       w         26.918399         0.076         0.133       
4096        1024      int32     min       w         41.596800         0.098         0.172       
8192        2048      int32     min       w         72.870398         0.112         0.197       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         12.150400         0.000         0.001       
8           2         int32     max       w         12.294400         0.001         0.001       
16          4         int32     max       w         12.163200         0.001         0.002       
32          8         int32     max       w         12.048000         0.003         0.005       
64          16        int32     max       w         12.128000         0.005         0.009       
128         32        int32     max       w         12.147200         0.011         0.018       
256         64        int32     max       w         13.008000         0.020         0.034       
512         128       int32     max       w         14.646401         0.035         0.061       
1024        256       int32     max       w         18.678400         0.055         0.096       
2048        512       int32     max       w         26.886401         0.076         0.133       
4096        1024      int32     max       w         41.724801         0.098         0.172       
8192        2048      int32     max       w         72.736001         0.113         0.197       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         12.089600         0.001         0.001       
16          2         int64     sum       w         12.128000         0.001         0.002       
32          4         int64     sum       w         12.211200         0.003         0.005       
64          8         int64     sum       w         12.140800         0.005         0.009       
128         16        int64     sum       w         12.224000         0.010         0.018       
256         32        int64     sum       w         12.102400         0.021         0.037       
512         64        int64     sum       w         12.963200         0.039         0.069       
1024        128       int64     sum       w         15.296000         0.067         0.117       
2048        256       int64     sum       w         19.555201         0.105         0.183       
4096        512       int64     sum       w         26.950401         0.152         0.266       
8192        1024      int64     sum       w         43.248001         0.189         0.331       
16384       2048      int64     sum       w         75.270402         0.218         0.381       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         13.043199         0.001         0.001       
16          2         int64     prod      w         12.204800         0.001         0.002       
32          4         int64     prod      w         12.144000         0.003         0.005       
64          8         int64     prod      w         12.086400         0.005         0.009       
128         16        int64     prod      w         12.086400         0.011         0.019       
256         32        int64     prod      w         12.054400         0.021         0.037       
512         64        int64     prod      w         24.432001         0.021         0.037       
1024        128       int64     prod      w         14.691199         0.070         0.122       
2048        256       int64     prod      w         19.475199         0.105         0.184       
4096        512       int64     prod      w         26.857600         0.153         0.267       
8192        1024      int64     prod      w         42.495999         0.193         0.337       
16384       2048      int64     prod      w         74.463999         0.220         0.385       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         12.931199         0.001         0.001       
16          2         int64     and       w         12.313600         0.001         0.002       
32          4         int64     and       w         12.089600         0.003         0.005       
64          8         int64     and       w         12.185600         0.005         0.009       
128         16        int64     and       w         12.124800         0.011         0.018       
256         32        int64     and       w         12.153600         0.021         0.037       
512         64        int64     and       w         13.001600         0.039         0.069       
1024        128       int64     and       w         14.739200         0.069         0.122       
2048        256       int64     and       w         19.542401         0.105         0.183       
4096        512       int64     and       w         27.030399         0.152         0.265       
8192        1024      int64     and       w         42.416000         0.193         0.338       
16384       2048      int64     and       w         73.600000         0.223         0.390       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         12.096000         0.001         0.001       
16          2         int64     or        w         12.128000         0.001         0.002       
32          4         int64     or        w         12.604800         0.003         0.004       
64          8         int64     or        w         12.067200         0.005         0.009       
128         16        int64     or        w         12.099200         0.011         0.019       
256         32        int64     or        w         12.080000         0.021         0.037       
512         64        int64     or        w         13.020800         0.039         0.069       
1024        128       int64     or        w         14.668800         0.070         0.122       
2048        256       int64     or        w         19.548801         0.105         0.183       
4096        512       int64     or        w         26.899201         0.152         0.266       
8192        1024      int64     or        w         42.486399         0.193         0.337       
16384       2048      int64     or        w         73.593599         0.223         0.390       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         12.195200         0.001         0.001       
16          2         int64     xor       w         12.144000         0.001         0.002       
32          4         int64     xor       w         12.172800         0.003         0.005       
64          8         int64     xor       w         12.137600         0.005         0.009       
128         16        int64     xor       w         12.156800         0.011         0.018       
256         32        int64     xor       w         12.179200         0.021         0.037       
512         64        int64     xor       w         12.953600         0.040         0.069       
1024        128       int64     xor       w         15.302400         0.067         0.117       
2048        256       int64     xor       w         19.430400         0.105         0.184       
4096        512       int64     xor       w         26.924801         0.152         0.266       
8192        1024      int64     xor       w         42.486399         0.193         0.337       
16384       2048      int64     xor       w         73.555201         0.223         0.390       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         12.003200         0.001         0.001       
16          2         int64     min       w         12.179200         0.001         0.002       
32          4         int64     min       w         12.204800         0.003         0.005       
64          8         int64     min       w         12.067200         0.005         0.009       
128         16        int64     min       w         12.163200         0.011         0.018       
256         32        int64     min       w         12.115200         0.021         0.037       
512         64        int64     min       w         13.020800         0.039         0.069       
1024        128       int64     min       w         15.465599         0.066         0.116       
2048        256       int64     min       w         19.507200         0.105         0.184       
4096        512       int64     min       w         27.651200         0.148         0.259       
8192        1024      int64     min       w         43.257600         0.189         0.331       
16384       2048      int64     min       w         75.190401         0.218         0.381       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         12.147200         0.001         0.001       
16          2         int64     max       w         12.201600         0.001         0.002       
32          4         int64     max       w         12.070400         0.003         0.005       
64          8         int64     max       w         12.185600         0.005         0.009       
128         16        int64     max       w         12.217600         0.010         0.018       
256         32        int64     max       w         12.214400         0.021         0.037       
512         64        int64     max       w         12.972800         0.039         0.069       
1024        128       int64     max       w         15.331200         0.067         0.117       
2048        256       int64     max       w         19.478400         0.105         0.184       
4096        512       int64     max       w         26.940799         0.152         0.266       
8192        1024      int64     max       w         43.312001         0.189         0.331       
16384       2048      int64     max       w         75.203198         0.218         0.381       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         13.811199         0.000         0.001       
8           2         int32     sum       b         6.576000          0.001         0.002       
16          4         int32     sum       b         6.441600          0.002         0.004       
32          8         int32     sum       b         6.339200          0.005         0.009       
64          16        int32     sum       b         6.384000          0.010         0.018       
128         32        int32     sum       b         6.384000          0.020         0.035       
256         64        int32     sum       b         6.425600          0.040         0.070       
512         128       int32     sum       b         6.387200          0.080         0.140       
1024        256       int32     sum       b         8.118400          0.126         0.221       
2048        512       int32     sum       b         11.296000         0.181         0.317       
4096        1024      int32     sum       b         17.081600         0.240         0.420       
8192        2048      int32     sum       b         21.200000         0.386         0.676       
16384       4096      int32     sum       b         55.615997         0.295         0.516       
32768       8192      int32     sum       b         103.910398        0.315         0.552       
65536       16384     int32     sum       b         205.491209        0.319         0.558       
131072      32768     int32     sum       b         407.001591        0.322         0.564       
262144      65536     int32     sum       b         810.086441        0.324         0.566       
524288      131072    int32     sum       b         1615.404892       0.325         0.568       
1048576     262144    int32     sum       b         3224.483109       0.325         0.569       
2097152     524288    int32     sum       b         6443.011475       0.325         0.570       
4194304     1048576   int32     sum       b         12886.851501      0.325         0.570       
8388608     2097152   int32     sum       b         25777.227783      0.325         0.569       
16777216    4194304   int32     sum       b         53498.248291      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         13.852800         0.000         0.001       
8           2         int32     prod      b         5.721600          0.001         0.002       
16          4         int32     prod      b         6.403200          0.002         0.004       
32          8         int32     prod      b         6.460800          0.005         0.009       
64          16        int32     prod      b         7.187200          0.009         0.016       
128         32        int32     prod      b         6.428800          0.020         0.035       
256         64        int32     prod      b         6.937600          0.037         0.065       
512         128       int32     prod      b         6.393600          0.080         0.140       
1024        256       int32     prod      b         8.067200          0.127         0.222       
2048        512       int32     prod      b         11.443200         0.179         0.313       
4096        1024      int32     prod      b         17.056000         0.240         0.420       
8192        2048      int32     prod      b         21.155199         0.387         0.678       
16384       4096      int32     prod      b         56.265599         0.291         0.510       
32768       8192      int32     prod      b         104.022396        0.315         0.551       
65536       16384     int32     prod      b         205.599999        0.319         0.558       
131072      32768     int32     prod      b         407.808018        0.321         0.562       
262144      65536     int32     prod      b         810.038376        0.324         0.566       
524288      131072    int32     prod      b         1618.521690       0.324         0.567       
1048576     262144    int32     prod      b         3227.529526       0.325         0.569       
2097152     524288    int32     prod      b         6448.870087       0.325         0.569       
4194304     1048576   int32     prod      b         12895.730591      0.325         0.569       
8388608     2097152   int32     prod      b         25788.616943      0.325         0.569       
16777216    4194304   int32     prod      b         53532.128906      0.313         0.548       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         13.913600         0.000         0.001       
8           2         int32     and       b         6.422400          0.001         0.002       
16          4         int32     and       b         6.377600          0.003         0.004       
32          8         int32     and       b         6.406400          0.005         0.009       
64          16        int32     and       b         6.390400          0.010         0.018       
128         32        int32     and       b         6.563200          0.020         0.034       
256         64        int32     and       b         5.651200          0.045         0.079       
512         128       int32     and       b         6.390400          0.080         0.140       
1024        256       int32     and       b         7.984000          0.128         0.224       
2048        512       int32     and       b         11.276800         0.182         0.318       
4096        1024      int32     and       b         17.222400         0.238         0.416       
8192        2048      int32     and       b         21.126400         0.388         0.679       
16384       4096      int32     and       b         55.545598         0.295         0.516       
32768       8192      int32     and       b         103.820801        0.316         0.552       
65536       16384     int32     and       b         205.500793        0.319         0.558       
131072      32768     int32     and       b         407.840014        0.321         0.562       
262144      65536     int32     and       b         808.387184        0.324         0.567       
524288      131072    int32     and       b         1616.073608       0.324         0.568       
1048576     262144    int32     and       b         3223.491287       0.325         0.569       
2097152     524288    int32     and       b         6444.649506       0.325         0.569       
4194304     1048576   int32     and       b         12887.731934      0.325         0.570       
8388608     2097152   int32     and       b         25769.180298      0.326         0.570       
16777216    4194304   int32     and       b         53501.452637      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         14.128000         0.000         0.000       
8           2         int32     or        b         6.473600          0.001         0.002       
16          4         int32     or        b         6.505600          0.002         0.004       
32          8         int32     or        b         6.416000          0.005         0.009       
64          16        int32     or        b         6.355200          0.010         0.018       
128         32        int32     or        b         6.563200          0.020         0.034       
256         64        int32     or        b         6.409600          0.040         0.070       
512         128       int32     or        b         6.496000          0.079         0.138       
1024        256       int32     or        b         8.016000          0.128         0.224       
2048        512       int32     or        b         11.328000         0.181         0.316       
4096        1024      int32     or        b         16.995201         0.241         0.422       
8192        2048      int32     or        b         21.206400         0.386         0.676       
16384       4096      int32     or        b         56.428802         0.290         0.508       
32768       8192      int32     or        b         103.840005        0.316         0.552       
65536       16384     int32     or        b         204.595208        0.320         0.561       
131072      32768     int32     or        b         406.960011        0.322         0.564       
262144      65536     int32     or        b         809.241581        0.324         0.567       
524288      131072    int32     or        b         1612.937546       0.325         0.569       
1048576     262144    int32     or        b         3223.334503       0.325         0.569       
2097152     524288    int32     or        b         6439.609528       0.326         0.570       
4194304     1048576   int32     or        b         12877.673340      0.326         0.570       
8388608     2097152   int32     or        b         25755.541992      0.326         0.570       
16777216    4194304   int32     or        b         53456.402588      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         13.859200         0.000         0.001       
8           2         int32     xor       b         6.451200          0.001         0.002       
16          4         int32     xor       b         6.505600          0.002         0.004       
32          8         int32     xor       b         6.380800          0.005         0.009       
64          16        int32     xor       b         6.355200          0.010         0.018       
128         32        int32     xor       b         6.342400          0.020         0.035       
256         64        int32     xor       b         6.476800          0.040         0.069       
512         128       int32     xor       b         6.387200          0.080         0.140       
1024        256       int32     xor       b         9.168000          0.112         0.195       
2048        512       int32     xor       b         11.299200         0.181         0.317       
4096        1024      int32     xor       b         17.065600         0.240         0.420       
8192        2048      int32     xor       b         21.907200         0.374         0.654       
16384       4096      int32     xor       b         56.432003         0.290         0.508       
32768       8192      int32     xor       b         104.710400        0.313         0.548       
65536       16384     int32     xor       b         204.636788        0.320         0.560       
131072      32768     int32     xor       b         406.924820        0.322         0.564       
262144      65536     int32     xor       b         808.348846        0.324         0.568       
524288      131072    int32     xor       b         1616.972733       0.324         0.567       
1048576     262144    int32     xor       b         3224.291229       0.325         0.569       
2097152     524288    int32     xor       b         6442.899323       0.325         0.570       
4194304     1048576   int32     xor       b         12881.805420      0.326         0.570       
8388608     2097152   int32     xor       b         25763.198853      0.326         0.570       
16777216    4194304   int32     xor       b         53480.633545      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         13.865601         0.000         0.001       
8           2         int32     min       b         6.384000          0.001         0.002       
16          4         int32     min       b         6.371200          0.003         0.004       
32          8         int32     min       b         6.451200          0.005         0.009       
64          16        int32     min       b         6.419200          0.010         0.017       
128         32        int32     min       b         6.457600          0.020         0.035       
256         64        int32     min       b         6.416000          0.040         0.070       
512         128       int32     min       b         6.390400          0.080         0.140       
1024        256       int32     min       b         8.016000          0.128         0.224       
2048        512       int32     min       b         11.388800         0.180         0.315       
4096        1024      int32     min       b         17.088000         0.240         0.419       
8192        2048      int32     min       b         21.078400         0.389         0.680       
16384       4096      int32     min       b         56.339198         0.291         0.509       
32768       8192      int32     min       b         104.057598        0.315         0.551       
65536       16384     int32     min       b         204.649591        0.320         0.560       
131072      32768     int32     min       b         407.855988        0.321         0.562       
262144      65536     int32     min       b         809.932804        0.324         0.566       
524288      131072    int32     min       b         1615.334320       0.325         0.568       
1048576     262144    int32     min       b         3225.110245       0.325         0.569       
2097152     524288    int32     min       b         6443.881226       0.325         0.570       
4194304     1048576   int32     min       b         12888.359070      0.325         0.570       
8388608     2097152   int32     min       b         25767.105103      0.326         0.570       
16777216    4194304   int32     min       b         53497.210693      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       b         13.974400         0.000         0.001       
8           2         int32     max       b         7.251200          0.001         0.002       
16          4         int32     max       b         6.438400          0.002         0.004       
32          8         int32     max       b         6.406400          0.005         0.009       
64          16        int32     max       b         6.345600          0.010         0.018       
128         32        int32     max       b         6.425600          0.020         0.035       
256         64        int32     max       b         5.705600          0.045         0.079       
512         128       int32     max       b         6.432000          0.080         0.139       
1024        256       int32     max       b         7.984000          0.128         0.224       
2048        512       int32     max       b         11.286400         0.181         0.318       
4096        1024      int32     max       b         17.116800         0.239         0.419       
8192        2048      int32     max       b         21.187200         0.387         0.677       
16384       4096      int32     max       b         55.574399         0.295         0.516       
