Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     sum       w         43.673599         0.001         0.003       
128         16        int64     sum       w         43.609601         0.003         0.006       
256         32        int64     sum       w         41.971201         0.006         0.011       
512         64        int64     sum       w         43.641600         0.012         0.022       
1024        128       int64     sum       w         46.771199         0.022         0.041       
2048        256       int64     sum       w         53.516799         0.038         0.072       
4096        512       int64     sum       w         61.740798         0.066         0.124       
8192        1024      int64     sum       w         81.247997         0.101         0.189       
16384       2048      int64     sum       w         120.627201        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         43.616000         0.000         0.000       
16          2         int64     prod      w         42.035201         0.000         0.001       
32          4         int64     prod      w         42.214400         0.001         0.001       
64          8         int64     prod      w         42.009601         0.002         0.003       
128         16        int64     prod      w         42.003199         0.003         0.006       
256         32        int64     prod      w         43.609601         0.006         0.011       
512         64        int64     prod      w         43.795201         0.012         0.022       
1024        128       int64     prod      w         46.963200         0.022         0.041       
2048        256       int64     prod      w         51.763201         0.040         0.074       
4096        512       int64     prod      w         61.612803         0.066         0.125       
8192        1024      int64     prod      w         81.312001         0.101         0.189       
16384       2048      int64     prod      w         120.678401        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         43.532801         0.000         0.000       
16          2         int64     and       w         41.926399         0.000         0.001       
32          4         int64     and       w         43.507200         0.001         0.001       
64          8         int64     and       w         42.048001         0.002         0.003       
128         16        int64     and       w         42.009601         0.003         0.006       
256         32        int64     and       w         41.849601         0.006         0.011       
512         64        int64     and       w         43.487999         0.012         0.022       
1024        128       int64     and       w         47.449601         0.022         0.040       
2048        256       int64     and       w         50.432003         0.041         0.076       
4096        512       int64     and       w         62.873602         0.065         0.122       
8192        1024      int64     and       w         81.318402         0.101         0.189       
16384       2048      int64     and       w         119.071996        0.138         0.258       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         41.657600         0.000         0.000       
16          2         int64     or        w         42.233601         0.000         0.001       
32          4         int64     or        w         42.111999         0.001         0.001       
64          8         int64     or        w         43.430400         0.001         0.003       
128         16        int64     or        w         41.945601         0.003         0.006       
256         32        int64     or        w         43.532801         0.006         0.011       
512         64        int64     or        w         43.750399         0.012         0.022       
1024        128       int64     or        w         45.420799         0.023         0.042       
2048        256       int64     or        w         50.412798         0.041         0.076       
4096        512       int64     or        w         61.747199         0.066         0.124       
8192        1024      int64     or        w         79.673600         0.103         0.193       
16384       2048      int64     or        w         120.928001        0.135         0.254       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         41.971201         0.000         0.000       
16          2         int64     xor       w         43.212801         0.000         0.001       
32          4         int64     xor       w         42.003199         0.001         0.001       
64          8         int64     xor       w         45.190400         0.001         0.003       
128         16        int64     xor       w         43.769601         0.003         0.005       
256         32        int64     xor       w         42.073601         0.006         0.011       
512         64        int64     xor       w         43.500799         0.012         0.022       
1024        128       int64     xor       w         45.184001         0.023         0.042       
2048        256       int64     xor       w         50.150400         0.041         0.077       
4096        512       int64     xor       w         61.811203         0.066         0.124       
8192        1024      int64     xor       w         81.344002         0.101         0.189       
16384       2048      int64     xor       w         122.233605        0.134         0.251       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         43.449599         0.000         0.000       
16          2         int64     min       w         43.545601         0.000         0.001       
32          4         int64     min       w         43.635201         0.001         0.001       
64          8         int64     min       w         43.609601         0.001         0.003       
128         16        int64     min       w         43.564799         0.003         0.006       
256         32        int64     min       w         41.881600         0.006         0.011       
512         64        int64     min       w         45.311999         0.011         0.021       
1024        128       int64     min       w         47.027200         0.022         0.041       
2048        256       int64     min       w         51.865602         0.039         0.074       
4096        512       int64     min       w         61.683202         0.066         0.125       
8192        1024      int64     min       w         81.164801         0.101         0.189       
16384       2048      int64     min       w         122.323203        0.134         0.251       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         41.766399         0.000         0.000       
16          2         int64     max       w         43.584001         0.000         0.001       
32          4         int64     max       w         41.907200         0.001         0.001       
64          8         int64     max       w         43.654400         0.001         0.003       
128         16        int64     max       w         42.156801         0.003         0.006       
256         32        int64     max       w         43.660799         0.006         0.011       
512         64        int64     max       w         41.926399         0.012         0.023       
1024        128       int64     max       w         46.828800         0.022         0.041       
2048        256       int64     max       w         53.478402         0.038         0.072       
4096        512       int64     max       w         61.625600         0.066         0.125       
8192        1024      int64     max       w         81.484801         0.101         0.189       
16384       2048      int64     max       w         123.852801        0.132         0.248       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         43.916801         0.000         0.000       
8           2         int32     sum       b         17.446400         0.000         0.001       
16          4         int32     sum       b         20.876800         0.001         0.001       
32          8         int32     sum       b         20.780800         0.002         0.003       
64          16        int32     sum       b         20.774400         0.003         0.006       
128         32        int32     sum       b         23.993599         0.005         0.010       
256         64        int32     sum       b         27.161601         0.009         0.018       
512         128       int32     sum       b         35.590401         0.014         0.027       
1024        256       int32     sum       b         53.529602         0.019         0.036       
2048        512       int32     sum       b         89.548802         0.023         0.043       
4096        1024      int32     sum       b         46.886399         0.087         0.164       
8192        2048      int32     sum       b         53.497601         0.153         0.287       
16384       4096      int32     sum       b         625.459194        0.026         0.049       
32768       8192      int32     sum       b         1154.559994       0.028         0.053       
65536       16384     int32     sum       b         2284.927940       0.029         0.054       
131072      32768     int32     sum       b         4572.185516       0.029         0.054       
262144      65536     int32     sum       b         9135.155487       0.029         0.054       
524288      131072    int32     sum       b         18266.528320      0.029         0.054       
1048576     262144    int32     sum       b         36537.747192      0.029         0.054       
2097152     524288    int32     sum       b         73126.446533      0.029         0.054       
4194304     1048576   int32     sum       b         146070.153809     0.029         0.054       
8388608     2097152   int32     sum       b         291574.340820     0.029         0.054       
16777216    4194304   int32     sum       b         584322.412109     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         45.619199         0.000         0.000       
8           2         int32     prod      b         17.606400         0.000         0.001       
16          4         int32     prod      b         19.052801         0.001         0.002       
32          8         int32     prod      b         20.985600         0.002         0.003       
64          16        int32     prod      b         19.059201         0.003         0.006       
128         32        int32     prod      b         18.963200         0.007         0.013       
256         64        int32     prod      b         18.982400         0.013         0.025       
512         128       int32     prod      b         20.761600         0.025         0.046       
1024        256       int32     prod      b         22.252800         0.046         0.086       
2048        512       int32     prod      b         25.715199         0.080         0.149       
4096        1024      int32     prod      b         46.828800         0.087         0.164       
8192        2048      int32     prod      b         53.504002         0.153         0.287       
16384       4096      int32     prod      b         623.532820        0.026         0.049       
32768       8192      int32     prod      b         1138.214397       0.029         0.054       
65536       16384     int32     prod      b         2281.740761       0.029         0.054       
131072      32768     int32     prod      b         4560.671997       0.029         0.054       
262144      65536     int32     prod      b         9092.441559       0.029         0.054       
524288      131072    int32     prod      b         18203.654480      0.029         0.054       
1048576     262144    int32     prod      b         36349.234009      0.029         0.054       
2097152     524288    int32     prod      b         72726.794434      0.029         0.054       
4194304     1048576   int32     prod      b         145397.753906     0.029         0.054       
8388608     2097152   int32     prod      b         291165.625000     0.029         0.054       
16777216    4194304   int32     prod      b         583750.488281     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         44.147199         0.000         0.000       
8           2         int32     and       b         19.270401         0.000         0.001       
16          4         int32     and       b         19.103999         0.001         0.002       
32          8         int32     and       b         17.280000         0.002         0.003       
64          16        int32     and       b         19.033600         0.003         0.006       
128         32        int32     and       b         19.123200         0.007         0.013       
256         64        int32     and       b         19.238400         0.013         0.025       
512         128       int32     and       b         18.944000         0.027         0.051       
1024        256       int32     and       b         20.697600         0.049         0.093       
2048        512       int32     and       b         25.612801         0.080         0.150       
4096        1024      int32     and       b         47.052801         0.087         0.163       
8192        2048      int32     and       b         53.459197         0.153         0.287       
16384       4096      int32     and       b         625.190401        0.026         0.049       
32768       8192      int32     and       b         1143.052769       0.029         0.054       
65536       16384     int32     and       b         2335.782433       0.028         0.053       
131072      32768     int32     and       b         4556.038284       0.029         0.054       
262144      65536     int32     and       b         9105.753326       0.029         0.054       
524288      131072    int32     and       b         18171.040344      0.029         0.054       
1048576     262144    int32     and       b         36386.868286      0.029         0.054       
2097152     524288    int32     and       b         72783.154297      0.029         0.054       
4194304     1048576   int32     and       b         145528.417969     0.029         0.054       
8388608     2097152   int32     and       b         292126.269531     0.029         0.054       
16777216    4194304   int32     and       b         584356.103516     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         45.766401         0.000         0.000       
8           2         int32     or        b         17.740799         0.000         0.001       
16          4         int32     or        b         19.174400         0.001         0.002       
32          8         int32     or        b         19.097599         0.002         0.003       
64          16        int32     or        b         19.347200         0.003         0.006       
128         32        int32     or        b         19.078401         0.007         0.013       
256         64        int32     or        b         17.516799         0.015         0.027       
512         128       int32     or        b         19.148800         0.027         0.050       
1024        256       int32     or        b         20.646399         0.050         0.093       
2048        512       int32     or        b         25.619200         0.080         0.150       
4096        1024      int32     or        b         46.841601         0.087         0.164       
8192        2048      int32     or        b         51.871997         0.158         0.296       
16384       4096      int32     or        b         625.286388        0.026         0.049       
32768       8192      int32     or        b         1139.673615       0.029         0.054       
65536       16384     int32     or        b         2273.465538       0.029         0.054       
131072      32768     int32     or        b         4547.596741       0.029         0.054       
262144      65536     int32     or        b         9097.363281       0.029         0.054       
524288      131072    int32     or        b         18985.369873      0.028         0.052       
1048576     262144    int32     or        b         36352.474976      0.029         0.054       
2097152     524288    int32     or        b         72665.832520      0.029         0.054       
4194304     1048576   int32     or        b         145429.577637     0.029         0.054       
8388608     2097152   int32     or        b         290812.597656     0.029         0.054       
16777216    4194304   int32     or        b         583262.011719     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         43.968001         0.000         0.000       
8           2         int32     xor       b         19.763200         0.000         0.001       
16          4         int32     xor       b         19.225600         0.001         0.002       
32          8         int32     xor       b         19.264001         0.002         0.003       
64          16        int32     xor       b         17.395200         0.004         0.007       
128         32        int32     xor       b         18.937600         0.007         0.013       
256         64        int32     xor       b         17.350399         0.015         0.028       
512         128       int32     xor       b         20.857599         0.025         0.046       
1024        256       int32     xor       b         22.431999         0.046         0.086       
2048        512       int32     xor       b         24.032000         0.085         0.160       
4096        1024      int32     xor       b         51.692802         0.079         0.149       
8192        2048      int32     xor       b         53.408003         0.153         0.288       
16384       4096      int32     xor       b         624.390411        0.026         0.049       
32768       8192      int32     xor       b         1138.086414       0.029         0.054       
65536       16384     int32     xor       b         2280.147171       0.029         0.054       
131072      32768     int32     xor       b         4568.934250       0.029         0.054       
262144      65536     int32     xor       b         9087.935638       0.029         0.054       
524288      131072    int32     xor       b         18176.173401      0.029         0.054       
1048576     262144    int32     xor       b         36393.438721      0.029         0.054       
2097152     524288    int32     xor       b         72812.603760      0.029         0.054       
4194304     1048576   int32     xor       b         145397.241211     0.029         0.054       
8388608     2097152   int32     xor       b         290727.441406     0.029         0.054       
16777216    4194304   int32     xor       b         583322.509766     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         43.955201         0.000         0.000       
8           2         int32     min       b         17.600000         0.000         0.001       
16          4         int32     min       b         19.091199         0.001         0.002       
32          8         int32     min       b         19.001600         0.002         0.003       
64          16        int32     min       b         19.155200         0.003         0.006       
128         32        int32     min       b         19.155200         0.007         0.013       
256         64        int32     min       b         19.059201         0.013         0.025       
512         128       int32     min       b         18.944000         0.027         0.051       
1024        256       int32     min       b         20.723200         0.049         0.093       
srun: forcing job termination
srun: forcing job termination
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
srun: got SIGCONT
slurmstepd: error: *** STEP 1427577.144 ON h200-bar-200-075 CANCELLED AT 2026-05-05T16:07:12 ***
2048        512       int32   srun: error: h200-bar-200-075: tasks 0-7: Killed
srun: error: h200-bar-201-239: tasks 8-15: Killed
srun: Force Terminated StepId=1427577.144
