Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 0 device name: NVIDIA H200 bus id: 25 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#shmem_atomic_inc
size(B)     scope     BW (GB/sec)     
4           None      0.001638        
8           None      0.002473        
16          None      0.004195        
32          None      0.005456        
64          None      0.006437        
128         None      0.007134        
256         None      0.007505        
512         None      0.007790        
1024        None      0.007450        
2048        None      0.007319        
4096        None      0.007260        
8192        None      0.007243        
16384       None      0.007557        
32768       None      0.007474        
65536       None      0.007545        
131072      None      0.007526        
262144      None      0.007545        
524288      None      0.007534        
1048576     None      0.007536        
2097152     None      0.007539        
4194304     None      0.007541        
8388608     None      0.007535        
16777216    None      0.007534        
33554432    None      0.007545        
