Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
2048        256       int64     max       t         110.976005        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         14.118400         0.000         0.000       
8           2         int32     sum       w         12.505600         0.001         0.001       
16          4         int32     sum       w         12.556800         0.001         0.002       
32          8         int32     sum       w         12.435200         0.003         0.005       
64          16        int32     sum       w         12.486400         0.005         0.009       
128         32        int32     sum       w         12.595201         0.010         0.018       
256         64        int32     sum       w         14.105600         0.018         0.032       
512         128       int32     sum       w         15.673600         0.033         0.057       
1024        256       int32     sum       w         18.963200         0.054         0.094       
2048        512       int32     sum       w         28.896001         0.071         0.124       
4096        1024      int32     sum       w         43.776000         0.094         0.164       
8192        2048      int32     sum       w         73.043197         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         12.454400         0.000         0.001       
8           2         int32     prod      w         12.524800         0.001         0.001       
16          4         int32     prod      w         12.825599         0.001         0.002       
32          8         int32     prod      w         14.240000         0.002         0.004       
64          16        int32     prod      w         12.480000         0.005         0.009       
128         32        int32     prod      w         12.358400         0.010         0.018       
256         64        int32     prod      w         14.035200         0.018         0.032       
512         128       int32     prod      w         15.904000         0.032         0.056       
1024        256       int32     prod      w         19.219200         0.053         0.093       
2048        512       int32     prod      w         28.774399         0.071         0.125       
4096        1024      int32     prod      w         43.526399         0.094         0.165       
8192        2048      int32     prod      w         73.119998         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         14.176001         0.000         0.000       
8           2         int32     and       w         14.214399         0.001         0.001       
16          4         int32     and       w         12.384000         0.001         0.002       
32          8         int32     and       w         12.364800         0.003         0.005       
64          16        int32     and       w         12.467200         0.005         0.009       
128         32        int32     and       w         12.550400         0.010         0.018       
256         64        int32     and       w         14.291200         0.018         0.031       
512         128       int32     and       w         15.840000         0.032         0.057       
1024        256       int32     and       w         19.020800         0.054         0.094       
2048        512       int32     and       w         28.812799         0.071         0.124       
4096        1024      int32     and       w         43.750399         0.094         0.164       
8192        2048      int32     and       w         72.998399         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         13.984001         0.000         0.001       
8           2         int32     or        w         12.569600         0.001         0.001       
16          4         int32     or        w         12.595201         0.001         0.002       
32          8         int32     or        w         14.112000         0.002         0.004       
64          16        int32     or        w         12.550400         0.005         0.009       
128         32        int32     or        w         12.416000         0.010         0.018       
256         64        int32     or        w         14.176001         0.018         0.032       
512         128       int32     or        w         15.916800         0.032         0.056       
1024        256       int32     or        w         21.529600         0.048         0.083       
2048        512       int32     or        w         28.870401         0.071         0.124       
4096        1024      int32     or        w         43.513599         0.094         0.165       
8192        2048      int32     or        w         73.177600         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         14.118400         0.000         0.000       
8           2         int32     xor       w         14.182401         0.001         0.001       
16          4         int32     xor       w         12.422400         0.001         0.002       
32          8         int32     xor       w         12.396800         0.003         0.005       
64          16        int32     xor       w         14.035200         0.005         0.008       
128         32        int32     xor       w         12.486400         0.010         0.018       
256         64        int32     xor       w         14.150400         0.018         0.032       
512         128       int32     xor       w         15.654400         0.033         0.057       
1024        256       int32     xor       w         19.084799         0.054         0.094       
2048        512       int32     xor       w         28.819200         0.071         0.124       
4096        1024      int32     xor       w         43.776000         0.094         0.164       
8192        2048      int32     xor       w         73.094398         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         13.823999         0.000         0.001       
8           2         int32     min       w         14.310400         0.001         0.001       
16          4         int32     min       w         13.996799         0.001         0.002       
32          8         int32     min       w         12.556800         0.003         0.004       
64          16        int32     min       w         12.639999         0.005         0.009       
128         32        int32     min       w         12.409600         0.010         0.018       
256         64        int32     min       w         13.990401         0.018         0.032       
512         128       int32     min       w         15.609600         0.033         0.057       
1024        256       int32     min       w         19.116800         0.054         0.094       
2048        512       int32     min       w         28.832000         0.071         0.124       
4096        1024      int32     min       w         43.526399         0.094         0.165       
8192        2048      int32     min       w         72.940803         0.112         0.197       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         12.473600         0.000         0.001       
8           2         int32     max       w         12.678400         0.001         0.001       
16          4         int32     max       w         12.537600         0.001         0.002       
32          8         int32     max       w         13.913600         0.002         0.004       
64          16        int32     max       w         12.448000         0.005         0.009       
128         32        int32     max       w         12.646399         0.010         0.018       
256         64        int32     max       w         14.399999         0.018         0.031       
512         128       int32     max       w         15.846400         0.032         0.057       
1024        256       int32     max       w         20.671999         0.050         0.087       
2048        512       int32     max       w         28.787199         0.071         0.124       
4096        1024      int32     max       w         43.616000         0.094         0.164       
8192        2048      int32     max       w         73.247999         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         13.939200         0.001         0.001       
16          2         int64     sum       w         12.512000         0.001         0.002       
32          4         int64     sum       w         12.422400         0.003         0.005       
64          8         int64     sum       w         12.582400         0.005         0.009       
128         16        int64     sum       w         14.182401         0.009         0.016       
256         32        int64     sum       w         12.544000         0.020         0.036       
512         64        int64     sum       w         14.035200         0.036         0.064       
1024        128       int64     sum       w         17.324799         0.059         0.103       
2048        256       int64     sum       w         20.627201         0.099         0.174       
4096        512       int64     sum       w         29.011199         0.141         0.247       
8192        1024      int64     sum       w         43.680000         0.188         0.328       
16384       2048      int64     sum       w         76.371199         0.215         0.375       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         12.518400         0.001         0.001       
16          2         int64     prod      w         12.761600         0.001         0.002       
32          4         int64     prod      w         12.582400         0.003         0.004       
64          8         int64     prod      w         14.022399         0.005         0.008       
128         16        int64     prod      w         12.556800         0.010         0.018       
256         32        int64     prod      w         12.480000         0.021         0.036       
512         64        int64     prod      w         14.240000         0.036         0.063       
1024        128       int64     prod      w         15.852800         0.065         0.113       
2048        256       int64     prod      w         20.582400         0.100         0.174       
4096        512       int64     prod      w         28.960001         0.141         0.248       
8192        1024      int64     prod      w         43.609601         0.188         0.329       
16384       2048      int64     prod      w         74.937600         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         12.550400         0.001         0.001       
16          2         int64     and       w         12.441600         0.001         0.002       
32          4         int64     and       w         12.524800         0.003         0.004       
64          8         int64     and       w         12.505600         0.005         0.009       
128         16        int64     and       w         12.646399         0.010         0.018       
256         32        int64     and       w         14.163201         0.018         0.032       
512         64        int64     and       w         14.163201         0.036         0.063       
1024        128       int64     and       w         15.763199         0.065         0.114       
2048        256       int64     and       w         20.710400         0.099         0.173       
4096        512       int64     and       w         28.985599         0.141         0.247       
8192        1024      int64     and       w         43.577600         0.188         0.329       
16384       2048      int64     and       w         74.790400         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         14.015999         0.001         0.001       
16          2         int64     or        w         12.601601         0.001         0.002       
32          4         int64     or        w         14.227200         0.002         0.004       
64          8         int64     or        w         12.492800         0.005         0.009       
128         16        int64     or        w         12.729600         0.010         0.018       
256         32        int64     or        w         13.996799         0.018         0.032       
512         64        int64     or        w         14.156801         0.036         0.063       
1024        128       int64     or        w         15.782399         0.065         0.114       
2048        256       int64     or        w         20.646399         0.099         0.174       
4096        512       int64     or        w         28.870401         0.142         0.248       
8192        1024      int64     or        w         43.468800         0.188         0.330       
16384       2048      int64     or        w         74.783999         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         14.150400         0.001         0.001       
16          2         int64     xor       w         12.531200         0.001         0.002       
32          4         int64     xor       w         12.787201         0.003         0.004       
64          8         int64     xor       w         12.441600         0.005         0.009       
128         16        int64     xor       w         14.220800         0.009         0.016       
256         32        int64     xor       w         12.537600         0.020         0.036       
512         64        int64     xor       w         14.163201         0.036         0.063       
1024        128       int64     xor       w         15.622400         0.066         0.115       
2048        256       int64     xor       w         20.716800         0.099         0.173       
4096        512       int64     xor       w         28.998399         0.141         0.247       
8192        1024      int64     xor       w         43.628800         0.188         0.329       
16384       2048      int64     xor       w         74.662399         0.219         0.384       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         14.099200         0.001         0.001       
16          2         int64     min       w         12.505600         0.001         0.002       
32          4         int64     min       w         14.131200         0.002         0.004       
64          8         int64     min       w         12.627199         0.005         0.009       
128         16        int64     min       w         12.473600         0.010         0.018       
256         32        int64     min       w         14.028800         0.018         0.032       
512         64        int64     min       w         14.137600         0.036         0.063       
1024        128       int64     min       w         15.788800         0.065         0.113       
2048        256       int64     min       w         20.582400         0.100         0.174       
4096        512       int64     min       w         28.787199         0.142         0.249       
8192        1024      int64     min       w         43.641600         0.188         0.328       
16384       2048      int64     min       w         76.563197         0.214         0.374       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         12.595201         0.001         0.001       
16          2         int64     max       w         12.595201         0.001         0.002       
32          4         int64     max       w         12.544000         0.003         0.004       
64          8         int64     max       w         12.524800         0.005         0.009       
128         16        int64     max       w         14.150400         0.009         0.016       
256         32        int64     max       w         14.169601         0.018         0.032       
512         64        int64     max       w         14.227200         0.036         0.063       
1024        128       int64     max       w         15.628800         0.066         0.115       
2048        256       int64     max       w         20.652799         0.099         0.174       
4096        512       int64     max       w         28.902400         0.142         0.248       
8192        1024      int64     max       w         43.820801         0.187         0.327       
16384       2048      int64     max       w         76.313603         0.215         0.376       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         14.297600         0.000         0.000       
8           2         int32     sum       b         7.564800          0.001         0.002       
16          4         int32     sum       b         7.750400          0.002         0.004       
32          8         int32     sum       b         7.699200          0.004         0.007       
64          16        int32     sum       b         7.609600          0.008         0.015       
128         32        int32     sum       b         7.571200          0.017         0.030       
256         64        int32     sum       b         7.577600          0.034         0.059       
512         128       int32     sum       b         7.667200          0.067         0.117       
1024        256       int32     sum       b         9.382400          0.109         0.191       
2048        512       int32     sum       b         12.422400         0.165         0.289       
4096        1024      int32     sum       b         17.312001         0.237         0.414       
8192        2048      int32     sum       b         22.368000         0.366         0.641       
16384       4096      int32     sum       b         56.748801         0.289         0.505       
32768       8192      int32     sum       b         105.964804        0.309         0.541       
65536       16384     int32     sum       b         207.398391        0.316         0.553       
131072      32768     int32     sum       b         408.953619        0.321         0.561       
262144      65536     int32     sum       b         815.270424        0.322         0.563       
524288      131072    int32     sum       b         1621.504021       0.323         0.566       
1048576     262144    int32     sum       b         3235.263824       0.324         0.567       
2097152     524288    int32     sum       b         6474.246216       0.324         0.567       
4194304     1048576   int32     sum       b         12932.838440      0.324         0.568       
8388608     2097152   int32     sum       b         25853.414917      0.324         0.568       
16777216    4194304   int32     sum       b         53490.093994      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         15.724801         0.000         0.000       
8           2         int32     prod      b         7.769600          0.001         0.002       
16          4         int32     prod      b         7.628800          0.002         0.004       
32          8         int32     prod      b         7.628800          0.004         0.007       
64          16        int32     prod      b         7.660800          0.008         0.015       
128         32        int32     prod      b         7.596800          0.017         0.029       
256         64        int32     prod      b         7.712000          0.033         0.058       
512         128       int32     prod      b         7.584000          0.068         0.118       
1024        256       int32     prod      b         9.171200          0.112         0.195       
2048        512       int32     prod      b         12.524800         0.164         0.286       
4096        1024      int32     prod      b         18.956800         0.216         0.378       
8192        2048      int32     prod      b         22.246400         0.368         0.644       
16384       4096      int32     prod      b         56.569600         0.290         0.507       
32768       8192      int32     prod      b         105.811203        0.310         0.542       
65536       16384     int32     prod      b         207.520008        0.316         0.553       
131072      32768     int32     prod      b         410.604811        0.319         0.559       
262144      65536     int32     prod      b         815.308762        0.322         0.563       
524288      131072    int32     prod      b         1624.691200       0.323         0.565       
1048576     262144    int32     prod      b         3236.902237       0.324         0.567       
2097152     524288    int32     prod      b         6472.959900       0.324         0.567       
4194304     1048576   int32     prod      b         12934.553528      0.324         0.567       
8388608     2097152   int32     prod      b         25879.647827      0.324         0.567       
16777216    4194304   int32     prod      b         53489.459229      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         16.025600         0.000         0.000       
8           2         int32     and       b         7.635200          0.001         0.002       
16          4         int32     and       b         7.571200          0.002         0.004       
32          8         int32     and       b         7.596800          0.004         0.007       
64          16        int32     and       b         7.539200          0.008         0.015       
128         32        int32     and       b         7.584000          0.017         0.030       
256         64        int32     and       b         7.724800          0.033         0.058       
512         128       int32     and       b         7.481600          0.068         0.120       
1024        256       int32     and       b         9.113600          0.112         0.197       
2048        512       int32     and       b         12.601601         0.163         0.284       
4096        1024      int32     and       b         17.465600         0.235         0.410       
8192        2048      int32     and       b         22.457600         0.365         0.638       
16384       4096      int32     and       b         56.691200         0.289         0.506       
32768       8192      int32     and       b         105.900800        0.309         0.541       
65536       16384     int32     and       b         205.811191        0.318         0.557       
131072      32768     int32     and       b         410.649586        0.319         0.559       
262144      65536     int32     and       b         815.308762        0.322         0.563       
524288      131072    int32     and       b         1621.388817       0.323         0.566       
1048576     262144    int32     and       b         3236.883163       0.324         0.567       
2097152     524288    int32     and       b         6468.000031       0.324         0.567       
4194304     1048576   int32     and       b         12934.854126      0.324         0.567       
8388608     2097152   int32     and       b         25851.757812      0.324         0.568       
16777216    4194304   int32     and       b         53461.938477      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         14.515200         0.000         0.000       
8           2         int32     or        b         7.916800          0.001         0.002       
16          4         int32     or        b         7.616000          0.002         0.004       
32          8         int32     or        b         7.564800          0.004         0.007       
64          16        int32     or        b         7.641600          0.008         0.015       
128         32        int32     or        b         7.609600          0.017         0.029       
256         64        int32     or        b         7.667200          0.033         0.058       
512         128       int32     or        b         8.076800          0.063         0.111       
1024        256       int32     or        b         9.088000          0.113         0.197       
2048        512       int32     or        b         12.569600         0.163         0.285       
4096        1024      int32     or        b         18.924800         0.216         0.379       
8192        2048      int32     or        b         22.361600         0.366         0.641       
16384       4096      int32     or        b         56.876802         0.288         0.504       
32768       8192      int32     or        b         105.817604        0.310         0.542       
65536       16384     int32     or        b         207.340789        0.316         0.553       
131072      32768     int32     or        b         409.011221        0.320         0.561       
262144      65536     int32     or        b         813.779163        0.322         0.564       
524288      131072    int32     or        b         1621.414375       0.323         0.566       
1048576     262144    int32     or        b         3233.529663       0.324         0.567       
2097152     524288    int32     or        b         6466.214752       0.324         0.568       
4194304     1048576   int32     or        b         12918.054199      0.325         0.568       
8388608     2097152   int32     or        b         25843.698120      0.325         0.568       
16777216    4194304   int32     or        b         53423.181152      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         15.859200         0.000         0.000       
8           2         int32     xor       b         7.526400          0.001         0.002       
16          4         int32     xor       b         9.248000          0.002         0.003       
32          8         int32     xor       b         7.558400          0.004         0.007       
64          16        int32     xor       b         7.692800          0.008         0.015       
128         32        int32     xor       b         7.628800          0.017         0.029       
256         64        int32     xor       b         7.520000          0.034         0.060       
512         128       int32     xor       b         7.443200          0.069         0.120       
1024        256       int32     xor       b         9.292800          0.110         0.193       
2048        512       int32     xor       b         12.486400         0.164         0.287       
4096        1024      int32     xor       b         17.516799         0.234         0.409       
8192        2048      int32     xor       b         23.859200         0.343         0.601       
16384       4096      int32     xor       b         58.380800         0.281         0.491       
32768       8192      int32     xor       b         105.849600        0.310         0.542       
65536       16384     int32     xor       b         205.721593        0.319         0.557       
131072      32768     int32     xor       b         408.889580        0.321         0.561       
262144      65536     int32     xor       b         813.734436        0.322         0.564       
524288      131072    int32     xor       b         1621.376038       0.323         0.566       
1048576     262144    int32     xor       b         3235.180664       0.324         0.567       
2097152     524288    int32     xor       b         6464.582062       0.324         0.568       
4194304     1048576   int32     xor       b         12927.923584      0.324         0.568       
8388608     2097152   int32     xor       b         25838.757324      0.325         0.568       
16777216    4194304   int32     xor       b         53477.423096      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         14.112000         0.000         0.000       
8           2         int32     min       b         7.680000          0.001         0.002       
16          4         int32     min       b         7.500800          0.002         0.004       
32          8         int32     min       b         7.558400          0.004         0.007       
64          16        int32     min       b         7.539200          0.008         0.015       
128         32        int32     min       b         7.712000          0.017         0.029       
256         64        int32     min       b         7.590400          0.034         0.059       
512         128       int32     min       b         7.564800          0.068         0.118       
1024        256       int32     min       b         9.094400          0.113         0.197       
2048        512       int32     min       b         12.633599         0.162         0.284       
4096        1024      int32     min       b         17.516799         0.234         0.409       
8192        2048      int32     min       b         22.393601         0.366         0.640       
16384       4096      int32     min       b         56.780797         0.289         0.505       
32768       8192      int32     min       b         105.830395        0.310         0.542       
65536       16384     int32     min       b         205.823994        0.318         0.557       
131072      32768     int32     min       b         410.630417        0.319         0.559       
262144      65536     int32     min       b         815.251160        0.322         0.563       
524288      131072    int32     min       b         1623.027229       0.323         0.565       
1048576     262144    int32     min       b         3233.599854       0.324         0.567       
2097152     524288    int32     min       b         6469.753265       0.324         0.567       
4194304     1048576   int32     min       b         12928.288269      0.324         0.568       
8388608     2097152   int32     min       b         25877.145386      0.324         0.567       
16777216    4194304   int32     min       b         53492.718506      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       b         14.291200         0.000         0.000       
8           2         int32     max       b         7.564800          0.001         0.002       
16          4         int32     max       b         7.539200          0.002         0.004       
32          8         int32     max       b         7.616000          0.004         0.007       
64          16        int32     max       b         7.654400          0.008         0.015       
128         32        int32     max       b         7.635200          0.017         0.029       
256         64        int32     max       b         7.628800          0.034         0.059       
512         128       int32     max       b         7.584000          0.068         0.118       
1024        256       int32     max       b         9.164800          0.112         0.196       
2048        512       int32     max       b         12.371200         0.166         0.290       
4096        1024      int32     max       b         17.606400         0.233         0.407       
8192        2048      int32     max       b         22.700800         0.361         0.632       
16384       4096      int32     max       b         56.665599         0.289         0.506       
