Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
32768       8192      int32     max       b         104.512000        0.314         0.549       
65536       16384     int32     max       b         205.798411        0.318         0.557       
131072      32768     int32     max       b         407.270384        0.322         0.563       
262144      65536     int32     max       b         808.659172        0.324         0.567       
524288      131072    int32     max       b         1613.017654       0.325         0.569       
1048576     262144    int32     max       b         3220.467377       0.326         0.570       
2097152     524288    int32     max       b         6431.718445       0.326         0.571       
4194304     1048576   int32     max       b         12869.081116      0.326         0.570       
8388608     2097152   int32     max       b         25714.367676      0.326         0.571       
16777216    4194304   int32     max       b         53428.289795      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       b         15.980799         0.001         0.001       
16          2         int64     sum       b         7.667200          0.002         0.004       
32          4         int64     sum       b         7.596800          0.004         0.007       
64          8         int64     sum       b         7.660800          0.008         0.015       
128         16        int64     sum       b         7.558400          0.017         0.030       
256         32        int64     sum       b         7.667200          0.033         0.058       
512         64        int64     sum       b         7.552000          0.068         0.119       
1024        128       int64     sum       b         9.254400          0.111         0.194       
2048        256       int64     sum       b         12.454400         0.164         0.288       
4096        512       int64     sum       b         15.788800         0.259         0.454       
8192        1024      int64     sum       b         18.918400         0.433         0.758       
16384       2048      int64     sum       b         22.316800         0.734         1.285       
32768       4096      int64     sum       b         81.484801         0.402         0.704       
65536       8192      int64     sum       b         156.755197        0.418         0.732       
131072      16384     int64     sum       b         308.998394        0.424         0.742       
262144      32768     int64     sum       b         613.785601        0.427         0.747       
524288      65536     int64     sum       b         1224.876785       0.428         0.749       
1048576     131072    int64     sum       b         2445.683289       0.429         0.750       
2097152     262144    int64     sum       b         4883.456039       0.429         0.752       
4194304     524288    int64     sum       b         9762.886047       0.430         0.752       
8388608     1048576   int64     sum       b         19504.826355      0.430         0.753       
16777216    2097152   int64     sum       b         40457.406616      0.415         0.726       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      b         14.118400         0.001         0.001       
16          2         int64     prod      b         7.654400          0.002         0.004       
32          4         int64     prod      b         7.532800          0.004         0.007       
64          8         int64     prod      b         7.449600          0.009         0.015       
128         16        int64     prod      b         7.564800          0.017         0.030       
256         32        int64     prod      b         7.692800          0.033         0.058       
512         64        int64     prod      b         7.628800          0.067         0.117       
1024        128       int64     prod      b         9.049600          0.113         0.198       
2048        256       int64     prod      b         12.371200         0.166         0.290       
4096        512       int64     prod      b         15.891200         0.258         0.451       
8192        1024      int64     prod      b         19.232000         0.426         0.745       
16384       2048      int64     prod      b         22.297600         0.735         1.286       
32768       4096      int64     prod      b         81.632000         0.401         0.702       
65536       8192      int64     prod      b         158.265603        0.414         0.725       
131072      16384     int64     prod      b         312.307191        0.420         0.734       
262144      32768     int64     prod      b         617.145586        0.425         0.743       
524288      65536     int64     prod      b         1229.657555       0.426         0.746       
1048576     131072    int64     prod      b         2455.564880       0.427         0.747       
2097152     262144    int64     prod      b         4901.363373       0.428         0.749       
4194304     524288    int64     prod      b         9810.438538       0.428         0.748       
8388608     1048576   int64     prod      b         19596.543884      0.428         0.749       
16777216    2097152   int64     prod      b         40650.585938      0.413         0.722       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       b         14.579201         0.001         0.001       
16          2         int64     and       b         7.833600          0.002         0.004       
32          4         int64     and       b         7.564800          0.004         0.007       
64          8         int64     and       b         7.628800          0.008         0.015       
128         16        int64     and       b         7.596800          0.017         0.029       
256         32        int64     and       b         7.552000          0.034         0.059       
512         64        int64     and       b         7.539200          0.068         0.119       
1024        128       int64     and       b         9.363200          0.109         0.191       
2048        256       int64     and       b         11.008000         0.186         0.326       
4096        512       int64     and       b         15.692800         0.261         0.457       
8192        1024      int64     and       b         22.374400         0.366         0.641       
16384       2048      int64     and       b         22.176000         0.739         1.293       
32768       4096      int64     and       b         79.615998         0.412         0.720       
65536       8192      int64     and       b         154.918396        0.423         0.740       
131072      16384     int64     and       b         307.302403        0.427         0.746       
262144      32768     int64     and       b         610.412788        0.429         0.752       
524288      65536     int64     and       b         1215.065575       0.431         0.755       
1048576     131072    int64     and       b         2427.392006       0.432         0.756       
2097152     262144    int64     and       b         4841.030502       0.433         0.758       
4194304     524288    int64     and       b         9689.030457       0.433         0.758       
8388608     1048576   int64     and       b         19352.102661      0.433         0.759       
16777216    2097152   int64     and       b         40163.635254      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        b         14.399999         0.001         0.001       
16          2         int64     or        b         7.744000          0.002         0.004       
32          4         int64     or        b         7.558400          0.004         0.007       
64          8         int64     or        b         7.488000          0.009         0.015       
128         16        int64     or        b         7.462400          0.017         0.030       
256         32        int64     or        b         7.507200          0.034         0.060       
512         64        int64     or        b         7.603200          0.067         0.118       
1024        128       int64     or        b         9.120000          0.112         0.196       
2048        256       int64     or        b         12.524800         0.164         0.286       
4096        512       int64     or        b         15.667200         0.261         0.458       
8192        1024      int64     or        b         18.854401         0.434         0.760       
16384       2048      int64     or        b         22.214399         0.738         1.291       
32768       4096      int64     or        b         79.577601         0.412         0.721       
65536       8192      int64     or        b         154.950404        0.423         0.740       
131072      16384     int64     or        b         307.251191        0.427         0.747       
262144      32768     int64     or        b         610.495996        0.429         0.751       
524288      65536     int64     or        b         1215.456009       0.431         0.755       
1048576     131072    int64     or        b         2427.584076       0.432         0.756       
2097152     262144    int64     or        b         4840.780640       0.433         0.758       
4194304     524288    int64     or        b         9687.404633       0.433         0.758       
8388608     1048576   int64     or        b         19355.609131      0.433         0.758       
16777216    2097152   int64     or        b         40182.785034      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       b         14.067200         0.001         0.001       
16          2         int64     xor       b         7.744000          0.002         0.004       
32          4         int64     xor       b         7.564800          0.004         0.007       
64          8         int64     xor       b         7.513600          0.009         0.015       
128         16        int64     xor       b         7.385600          0.017         0.030       
256         32        int64     xor       b         7.648000          0.033         0.059       
512         64        int64     xor       b         7.616000          0.067         0.118       
1024        128       int64     xor       b         9.126400          0.112         0.196       
2048        256       int64     xor       b         12.409600         0.165         0.289       
4096        512       int64     xor       b         15.744001         0.260         0.455       
8192        1024      int64     xor       b         19.046400         0.430         0.753       
16384       2048      int64     xor       b         22.316800         0.734         1.285       
32768       4096      int64     xor       b         80.089599         0.409         0.716       
65536       8192      int64     xor       b         156.614399        0.418         0.732       
131072      16384     int64     xor       b         307.289600        0.427         0.746       
262144      32768     int64     xor       b         608.902407        0.431         0.753       
524288      65536     int64     xor       b         1213.407993       0.432         0.756       
1048576     131072    int64     xor       b         2425.843239       0.432         0.756       
2097152     262144    int64     xor       b         4836.115265       0.434         0.759       
4194304     524288    int64     xor       b         9681.343842       0.433         0.758       
8388608     1048576   int64     xor       b         19337.452698      0.434         0.759       
16777216    2097152   int64     xor       b         40138.778687      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       b         14.227200         0.001         0.001       
16          2         int64     min       b         7.782400          0.002         0.004       
32          4         int64     min       b         7.520000          0.004         0.007       
64          8         int64     min       b         7.667200          0.008         0.015       
128         16        int64     min       b         7.680000          0.017         0.029       
256         32        int64     min       b         7.545600          0.034         0.059       
512         64        int64     min       b         7.411200          0.069         0.121       
1024        128       int64     min       b         9.280000          0.110         0.193       
2048        256       int64     min       b         12.339200         0.166         0.290       
4096        512       int64     min       b         15.846400         0.258         0.452       
8192        1024      int64     min       b         19.040000         0.430         0.753       
16384       2048      int64     min       b         22.380801         0.732         1.281       
32768       4096      int64     min       b         81.241602         0.403         0.706       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
65536       8192      int64     min       b         158.393598        0.414         0.724       
131072      16384     int64     min       b         310.540795        0.422         0.739       
262144      32768     int64     min       b         616.947222        0.425         0.744       
524288      65536     int64     min       b         1229.740810       0.426         0.746       
1048576     131072    int64     min       b         2455.327988       0.427         0.747       
2097152     262144    int64     min       b         4899.840164       0.428         0.749       
4194304     524288    int64     min       b         9803.769684       0.428         0.749       
8388608     1048576   int64     min       b         19583.270264      0.428         0.750       
16777216    2097152   int64     min       b         40618.240356      0.413         0.723       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       b         13.977601         0.001         0.001       
16          2         int64     max       b         7.667200          0.002         0.004       
32          4         int64     max       b         7.641600          0.004         0.007       
64          8         int64     max       b         7.481600          0.009         0.015       
128         16        int64     max       b         7.481600          0.017         0.030       
256         32        int64     max       b         7.513600          0.034         0.060       
512         64        int64     max       b         7.481600          0.068         0.120       
1024        128       int64     max       b         9.158400          0.112         0.196       
2048        256       int64     max       b         12.396800         0.165         0.289       
4096        512       int64     max       b         15.795200         0.259         0.454       
8192        1024      int64     max       b         19.059201         0.430         0.752       
16384       2048      int64     max       b         22.374400         0.732         1.281       
32768       4096      int64     max       b         81.324798         0.403         0.705       
65536       8192      int64     max       b         158.188796        0.414         0.725       
131072      16384     int64     max       b         310.572791        0.422         0.739       
262144      32768     int64     max       b         618.668795        0.424         0.742       
524288      65536     int64     max       b         1229.766369       0.426         0.746       
1048576     131072    int64     max       b         2455.225563       0.427         0.747       
2097152     262144    int64     max       b         4901.350403       0.428         0.749       
4194304     524288    int64     max       b         9805.158234       0.428         0.749       
8388608     1048576   int64     max       b         19596.166992      0.428         0.749       
16777216    2097152   int64     max       b         40623.602295      0.413         0.723       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
