Runtime options after parsing command line arguments 
min_size: 128, max_size: 268435456, step_factor: 2, iterations: 10, warmup iterations: 3, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 1, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     sum       t         18.998399         0.007         0.012       
256         64        int32     sum       t         26.828799         0.010         0.017       
512         128       int32     sum       t         43.366399         0.012         0.021       
1024        256       int32     sum       t         76.899201         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     prod      t         18.675201         0.007         0.012       
256         64        int32     prod      t         26.851201         0.010         0.017       
512         128       int32     prod      t         43.228799         0.012         0.021       
1024        256       int32     prod      t         76.038402         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     and       t         18.700799         0.007         0.012       
256         64        int32     and       t         26.905599         0.010         0.017       
512         128       int32     and       t         43.151999         0.012         0.021       
1024        256       int32     and       t         75.996798         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     or        t         18.614399         0.007         0.012       
256         64        int32     or        t         26.915199         0.010         0.017       
512         128       int32     or        t         43.273601         0.012         0.021       
1024        256       int32     or        t         75.951999         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     xor       t         18.633600         0.007         0.012       
256         64        int32     xor       t         26.819199         0.010         0.017       
512         128       int32     xor       t         43.312001         0.012         0.021       
1024        256       int32     xor       t         76.028800         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     min       t         19.427200         0.007         0.012       
256         64        int32     min       t         26.812801         0.010         0.017       
512         128       int32     min       t         43.228799         0.012         0.021       
1024        256       int32     min       t         76.054400         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     max       t         18.617600         0.007         0.012       
256         64        int32     max       t         26.748800         0.010         0.017       
512         128       int32     max       t         43.267199         0.012         0.021       
1024        256       int32     max       t         76.009601         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     sum       t         16.348800         0.008         0.014       
256         32        int64     sum       t         23.232000         0.011         0.019       
512         64        int64     sum       t         34.208000         0.015         0.026       
1024        128       int64     sum       t         57.999998         0.018         0.031       
2048        256       int64     sum       t         107.990396        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     prod      t         17.001601         0.008         0.013       
256         32        int64     prod      t         22.803199         0.011         0.020       
512         64        int64     prod      t         34.195200         0.015         0.026       
1024        128       int64     prod      t         58.825600         0.017         0.030       
2048        256       int64     prod      t         109.580803        0.019         0.033       
#device_reduction
