Runtime options after parsing command line arguments 
min_size: 128, max_size: 268435456, step_factor: 2, iterations: 10, warmup iterations: 3, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 1, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     sum       t         19.024000         0.007         0.012       
256         64        int32     sum       t         26.876801         0.010         0.017       
512         128       int32     sum       t         43.331200         0.012         0.021       
1024        256       int32     sum       t         76.064003         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     prod      t         18.700799         0.007         0.012       
256         64        int32     prod      t         26.819199         0.010         0.017       
512         128       int32     prod      t         43.228799         0.012         0.021       
1024        256       int32     prod      t         76.022398         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     and       t         18.675201         0.007         0.012       
256         64        int32     and       t         26.835200         0.010         0.017       
512         128       int32     and       t         43.254399         0.012         0.021       
1024        256       int32     and       t         75.993598         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     or        t         19.468801         0.007         0.012       
256         64        int32     or        t         26.889601         0.010         0.017       
512         128       int32     or        t         43.318400         0.012         0.021       
1024        256       int32     or        t         75.987202         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     xor       t         19.417600         0.007         0.012       
256         64        int32     xor       t         26.844800         0.010         0.017       
512         128       int32     xor       t         43.228799         0.012         0.021       
1024        256       int32     xor       t         76.064003         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     min       t         18.627200         0.007         0.012       
256         64        int32     min       t         26.815999         0.010         0.017       
512         128       int32     min       t         43.222401         0.012         0.021       
1024        256       int32     min       t         76.006401         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     max       t         18.649600         0.007         0.012       
256         64        int32     max       t         26.796800         0.010         0.017       
512         128       int32     max       t         43.267199         0.012         0.021       
1024        256       int32     max       t         76.006401         0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     sum       t         17.052799         0.008         0.013       
256         32        int64     sum       t         22.793600         0.011         0.020       
512         64        int64     sum       t         34.262401         0.015         0.026       
1024        128       int64     sum       t         59.244800         0.017         0.030       
2048        256       int64     sum       t         107.939196        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     prod      t         17.039999         0.008         0.013       
256         32        int64     prod      t         22.876801         0.011         0.020       
512         64        int64     prod      t         35.023999         0.015         0.026       
1024        128       int64     prod      t         59.369600         0.017         0.030       
2048        256       int64     prod      t         109.545600        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     and       t         16.262400         0.008         0.014       
256         32        int64     and       t         21.929599         0.012         0.020       
512         64        int64     and       t         33.379200         0.015         0.027       
1024        128       int64     and       t         57.657599         0.018         0.031       
2048        256       int64     and       t         105.535996        0.019         0.034       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     or        t         16.259199         0.008         0.014       
256         32        int64     or        t         22.697601         0.011         0.020       
512         64        int64     or        t         33.366400         0.015         0.027       
1024        128       int64     or        t         57.187200         0.018         0.031       
2048        256       int64     or        t         105.558395        0.019         0.034       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     xor       t         16.284800         0.008         0.014       
256         32        int64     xor       t         21.865600         0.012         0.020       
512         64        int64     xor       t         33.356801         0.015         0.027       
1024        128       int64     xor       t         57.123202         0.018         0.031       
2048        256       int64     xor       t         105.542397        0.019         0.034       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     min       t         17.004800         0.008         0.013       
256         32        int64     min       t         22.752000         0.011         0.020       
