# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: alltoall_perf
# nThread 1 nGpus 1 minBytes 4 maxBytes 33554432 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1378116 on h200-bar-200-075 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid 1378117 on h200-bar-200-075 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid 1378118 on h200-bar-200-075 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid 1378119 on h200-bar-200-075 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid 1378120 on h200-bar-200-075 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid 1378121 on h200-bar-200-075 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid 1378122 on h200-bar-200-075 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid 1378123 on h200-bar-200-075 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 1402972 on h200-bar-201-247 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 1402973 on h200-bar-201-247 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 1402974 on h200-bar-201-247 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 1402975 on h200-bar-201-247 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 1402976 on h200-bar-201-247 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 1402977 on h200-bar-201-247 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 1402978 on h200-bar-201-247 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 1402979 on h200-bar-201-247 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float    none      -1     0.14    0.00    0.00       0     0.14    0.00    0.00    N/A
           0             0     float    none      -1     0.13    0.00    0.00       0     0.13    0.00    0.00    N/A
           0             0     float    none      -1     0.13    0.00    0.00       0     0.14    0.00    0.00    N/A
           0             0     float    none      -1     0.13    0.00    0.00       0     0.13    0.00    0.00    N/A
           0             0     float    none      -1     0.13    0.00    0.00       0     0.13    0.00    0.00    N/A
           0             0     float    none      -1     0.13    0.00    0.00       0     0.14    0.00    0.00    N/A
         256             4     float    none      -1    39.88    0.01    0.01       0    39.64    0.01    0.01    N/A
         512             8     float    none      -1    39.34    0.01    0.01       0    40.38    0.01    0.01    N/A
        1024            16     float    none      -1    39.46    0.03    0.02       0    39.20    0.03    0.02    N/A
        2048            32     float    none      -1    39.65    0.05    0.05       0    39.08    0.05    0.05    N/A
        4096            64     float    none      -1    39.27    0.10    0.10       0    39.48    0.10    0.10    N/A
        8192           128     float    none      -1    39.43    0.21    0.19       0    39.37    0.21    0.20    N/A
       16384           256     float    none      -1    40.19    0.41    0.38       0    39.62    0.41    0.39    N/A
       32768           512     float    none      -1    41.39    0.79    0.74       0    41.48    0.79    0.74    N/A
       65536          1024     float    none      -1    41.14    1.59    1.49       0    41.01    1.60    1.50    N/A
      131072          2048     float    none      -1    43.94    2.98    2.80       0    43.56    3.01    2.82    N/A
      262144          4096     float    none      -1    49.48    5.30    4.97       0    49.20    5.33    5.00    N/A
      524288          8192     float    none      -1    58.42    8.97    8.41       0    58.43    8.97    8.41    N/A
     1048576         16384     float    none      -1    88.19   11.89   11.15       0   133.12    7.88    7.38    N/A
     2097152         32768     float    none      -1   107.13   19.58   18.35       0   105.76   19.83   18.59    N/A
     4194304         65536     float    none      -1   126.36   33.19   31.12       0   126.79   33.08   31.01    N/A
     8388608        131072     float    none      -1   173.23   48.42   45.40       0   170.07   49.33   46.24    N/A
    16777216        262144     float    none      -1   281.19   59.67   55.94       0   277.20   60.52   56.74    N/A
    33554432        524288     float    none      -1   466.78   71.88   67.39       0   464.36   72.26   67.74    N/A
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 10.3224 
#
# Collective test concluded: alltoall_perf
#

