# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: all_gather_perf
# nThread 1 nGpus 1 minBytes 4 maxBytes 33554432 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1423963 on h200-bar-200-075 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid 1423964 on h200-bar-200-075 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid 1423965 on h200-bar-200-075 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid 1423966 on h200-bar-200-075 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid 1423967 on h200-bar-200-075 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid 1423968 on h200-bar-200-075 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid 1423969 on h200-bar-200-075 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid 1423970 on h200-bar-200-075 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 1448268 on h200-bar-201-247 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 1448269 on h200-bar-201-247 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 1448270 on h200-bar-201-247 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 1448271 on h200-bar-201-247 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 1448272 on h200-bar-201-247 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 1448273 on h200-bar-201-247 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 1448274 on h200-bar-201-247 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 1448275 on h200-bar-201-247 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float    none      -1     0.15    0.00    0.00       0     0.14    0.00    0.00       0
           0             0     float    none      -1     0.14    0.00    0.00       0     0.14    0.00    0.00       0
           0             0     float    none      -1     0.14    0.00    0.00       0     0.14    0.00    0.00       0
           0             0     float    none      -1     0.14    0.00    0.00       0     0.14    0.00    0.00       0
           0             0     float    none      -1     0.14    0.00    0.00       0     0.14    0.00    0.00       0
           0             0     float    none      -1     0.14    0.00    0.00       0     0.14    0.00    0.00       0
         256             4     float    none      -1    50.70    0.01    0.00       0    50.47    0.01    0.00       0
         512             8     float    none      -1    50.51    0.01    0.01       0    50.45    0.01    0.01       0
        1024            16     float    none      -1    50.53    0.02    0.02       0    50.41    0.02    0.02       0
        2048            32     float    none      -1    50.65    0.04    0.04       0    50.45    0.04    0.04       0
        4096            64     float    none      -1    50.57    0.08    0.08       0    50.47    0.08    0.08       0
        8192           128     float    none      -1    50.58    0.16    0.15       0    50.51    0.16    0.15       0
       16384           256     float    none      -1    50.70    0.32    0.30       0    50.55    0.32    0.30       0
       32768           512     float    none      -1    50.83    0.64    0.60       0    50.60    0.65    0.61       0
       65536          1024     float    none      -1    50.93    1.29    1.21       0    50.77    1.29    1.21       0
      131072          2048     float    none      -1    51.29    2.56    2.40       0    51.14    2.56    2.40       0
      262144          4096     float    none      -1    51.81    5.06    4.74       0    51.54    5.09    4.77       0
      524288          8192     float    none      -1    52.93    9.90    9.29       0    52.62    9.96    9.34       0
     1048576         16384     float    none      -1    54.26   19.32   18.12       0    53.96   19.43   18.22       0
     2097152         32768     float    none      -1    57.42   36.52   34.24       0    56.81   36.91   34.61       0
     4194304         65536     float    none      -1    64.90   64.63   60.59       0    63.59   65.96   61.84       0
     8388608        131072     float    none      -1    78.15  107.34  100.63       0    77.09  108.82  102.02       0
    16777216        262144     float    none      -1   101.08  165.97  155.60       0    99.62  168.41  157.89       0
    33554432        524288     float    none      -1   141.18  237.67  222.82       0   142.52  235.44  220.72       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 25.5219 
#
# Collective test concluded: all_gather_perf
#

