Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        t         667.808008        0.000         0.000       
16          2         int64     or        t         43.673599         0.000         0.001       
32          4         int64     or        t         42.131200         0.001         0.001       
64          8         int64     or        t         43.641600         0.001         0.003       
128         16        int64     or        t         48.595199         0.003         0.005       
256         32        int64     or        t         53.350401         0.005         0.009       
512         64        int64     or        t         71.475202         0.007         0.013       
1024        128       int64     or        t         97.759998         0.010         0.020       
2048        256       int64     or        t         158.227205        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       t         43.392000         0.000         0.000       
16          2         int64     xor       t         40.415999         0.000         0.001       
32          4         int64     xor       t         41.977599         0.001         0.001       
64          8         int64     xor       t         45.280001         0.001         0.003       
128         16        int64     xor       t         47.238401         0.003         0.005       
256         32        int64     xor       t         55.052799         0.005         0.009       
512         64        int64     xor       t         71.392000         0.007         0.013       
1024        128       int64     xor       t         97.689599         0.010         0.020       
2048        256       int64     xor       t         154.969597        0.013         0.025       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       t         41.862401         0.000         0.000       
16          2         int64     min       t         41.958401         0.000         0.001       
32          4         int64     min       t         42.092800         0.001         0.001       
64          8         int64     min       t         127.283204        0.001         0.001       
128         16        int64     min       t         66.560000         0.002         0.004       
256         32        int64     min       t         55.103999         0.005         0.009       
512         64        int64     min       t         69.843203         0.007         0.014       
1024        128       int64     min       t         100.876796        0.010         0.019       
2048        256       int64     min       t         163.225603        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       t         43.635201         0.000         0.000       
16          2         int64     max       t         40.275201         0.000         0.001       
32          4         int64     max       t         42.003199         0.001         0.001       
64          8         int64     max       t         43.520001         0.001         0.003       
128         16        int64     max       t         46.880001         0.003         0.005       
256         32        int64     max       t         56.729603         0.005         0.008       
512         64        int64     max       t         69.740802         0.007         0.014       
1024        128       int64     max       t         100.960004        0.010         0.019       
2048        256       int64     max       t         163.295996        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         45.331201         0.000         0.000       
8           2         int32     sum       w         41.913599         0.000         0.000       
16          4         int32     sum       w         43.571201         0.000         0.001       
32          8         int32     sum       w         41.900799         0.001         0.001       
64          16        int32     sum       w         43.532801         0.001         0.003       
128         32        int32     sum       w         42.003199         0.003         0.006       
256         64        int32     sum       w         45.260799         0.006         0.011       
512         128       int32     sum       w         45.139199         0.011         0.021       
1024        256       int32     sum       w         51.750398         0.020         0.037       
2048        512       int32     sum       w         61.567998         0.033         0.062       
4096        1024      int32     sum       w         81.427199         0.050         0.094       
8192        2048      int32     sum       w         118.982399        0.069         0.129       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         45.190400         0.000         0.000       
8           2         int32     prod      w         43.577600         0.000         0.000       
16          4         int32     prod      w         45.369601         0.000         0.001       
32          8         int32     prod      w         42.016000         0.001         0.001       
64          16        int32     prod      w         45.120001         0.001         0.003       
128         32        int32     prod      w         42.009601         0.003         0.006       
256         64        int32     prod      w         43.577600         0.006         0.011       
512         128       int32     prod      w         45.145601         0.011         0.021       
1024        256       int32     prod      w         51.808000         0.020         0.037       
2048        512       int32     prod      w         60.684800         0.034         0.063       
4096        1024      int32     prod      w         79.667199         0.051         0.096       
8192        2048      int32     prod      w         119.014394        0.069         0.129       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         44.012800         0.000         0.000       
8           2         int32     and       w         42.092800         0.000         0.000       
16          4         int32     and       w         43.692800         0.000         0.001       
32          8         int32     and       w         43.571201         0.001         0.001       
64          16        int32     and       w         43.571201         0.001         0.003       
128         32        int32     and       w         42.016000         0.003         0.006       
256         64        int32     and       w         45.254400         0.006         0.011       
512         128       int32     and       w         45.132801         0.011         0.021       
1024        256       int32     and       w         51.756799         0.020         0.037       
2048        512       int32     and       w         59.833598         0.034         0.064       
4096        1024      int32     and       w         83.174402         0.049         0.092       
8192        2048      int32     and       w         118.905604        0.069         0.129       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         43.577600         0.000         0.000       
8           2         int32     or        w         41.894400         0.000         0.000       
16          4         int32     or        w         43.782401         0.000         0.001       
32          8         int32     or        w         43.609601         0.001         0.001       
64          16        int32     or        w         43.462399         0.001         0.003       
128         32        int32     or        w         45.120001         0.003         0.005       
256         64        int32     or        w         43.545601         0.006         0.011       
512         128       int32     or        w         46.931201         0.011         0.020       
1024        256       int32     or        w         51.961601         0.020         0.037       
2048        512       int32     or        w         60.076803         0.034         0.064       
4096        1024      int32     or        w         77.939200         0.053         0.099       
8192        2048      int32     or        w         120.607996        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         45.113599         0.000         0.000       
8           2         int32     xor       w         42.092800         0.000         0.000       
16          4         int32     xor       w         43.769601         0.000         0.001       
32          8         int32     xor       w         43.456000         0.001         0.001       
64          16        int32     xor       w         43.558401         0.001         0.003       
128         32        int32     xor       w         43.699199         0.003         0.005       
256         64        int32     xor       w         43.820801         0.006         0.011       
512         128       int32     xor       w         46.841601         0.011         0.020       
1024        256       int32     xor       w         51.801598         0.020         0.037       
2048        512       int32     xor       w         59.865600         0.034         0.064       
4096        1024      int32     xor       w         81.299198         0.050         0.094       
8192        2048      int32     xor       w         120.531201        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         45.145601         0.000         0.000       
8           2         int32     min       w         41.971201         0.000         0.000       
16          4         int32     min       w         41.964799         0.000         0.001       
32          8         int32     min       w         43.705601         0.001         0.001       
64          16        int32     min       w         43.647999         0.001         0.003       
128         32        int32     min       w         42.067200         0.003         0.006       
256         64        int32     min       w         45.158401         0.006         0.011       
512         128       int32     min       w         46.758401         0.011         0.021       
1024        256       int32     min       w         51.955199         0.020         0.037       
2048        512       int32     min       w         59.935999         0.034         0.064       
4096        1024      int32     min       w         81.292802         0.050         0.094       
8192        2048      int32     min       w         118.950403        0.069         0.129       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         45.126399         0.000         0.000       
8           2         int32     max       w         43.820801         0.000         0.000       
16          4         int32     max       w         43.545601         0.000         0.001       
32          8         int32     max       w         41.849601         0.001         0.001       
64          16        int32     max       w         43.507200         0.001         0.003       
128         32        int32     max       w         42.137599         0.003         0.006       
256         64        int32     max       w         43.801600         0.006         0.011       
512         128       int32     max       w         45.177600         0.011         0.021       
1024        256       int32     max       w         50.246400         0.020         0.038       
2048        512       int32     max       w         61.484802         0.033         0.062       
4096        1024      int32     max       w         81.267202         0.050         0.095       
8192        2048      int32     max       w         118.931198        0.069         0.129       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         43.475199         0.000         0.000       
16          2         int64     sum       w         45.113599         0.000         0.001       
32          4         int64     sum       w         45.292801         0.001         0.001       
64          8         int64     sum       w         42.060801         0.002         0.003       
128         16        int64     sum       w         43.737599         0.003         0.005       
256         32        int64     sum       w         41.836801         0.006         0.011       
512         64        int64     sum       w         43.507200         0.012         0.022       
1024        128       int64     sum       w         45.145601         0.023         0.043       
2048        256       int64     sum       w         51.897597         0.039         0.074       
4096        512       int64     sum       w         61.747199         0.066         0.124       
8192        1024      int64     sum       w         81.241602         0.101         0.189       
16384       2048      int64     sum       w         122.201598        0.134         0.251       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         48.345599         0.000         0.000       
16          2         int64     prod      w         42.297599         0.000         0.001       
32          4         int64     prod      w         43.641600         0.001         0.001       
64          8         int64     prod      w         41.856000         0.002         0.003       
128         16        int64     prod      w         41.945601         0.003         0.006       
256         32        int64     prod      w         42.054400         0.006         0.011       
512         64        int64     prod      w         43.539199         0.012         0.022       
1024        128       int64     prod      w         46.892801         0.022         0.041       
2048        256       int64     prod      w         51.756799         0.040         0.074       
4096        512       int64     prod      w         61.471999         0.067         0.125       
8192        1024      int64     prod      w         81.337601         0.101         0.189       
16384       2048      int64     prod      w         122.291195        0.134         0.251       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         43.526399         0.000         0.000       
16          2         int64     and       w         43.551999         0.000         0.001       
32          4         int64     and       w         45.235199         0.001         0.001       
64          8         int64     and       w         43.711999         0.001         0.003       
128         16        int64     and       w         42.003199         0.003         0.006       
256         32        int64     and       w         41.939199         0.006         0.011       
512         64        int64     and       w         45.222399         0.011         0.021       
1024        128       int64     and       w         48.518401         0.021         0.040       
2048        256       int64     and       w         51.955199         0.039         0.074       
4096        512       int64     and       w         61.760002         0.066         0.124       
8192        1024      int64     and       w         79.718399         0.103         0.193       
16384       2048      int64     and       w         120.569599        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         45.395201         0.000         0.000       
16          2         int64     or        w         42.009601         0.000         0.001       
32          4         int64     or        w         43.846399         0.001         0.001       
64          8         int64     or        w         41.951999         0.002         0.003       
128         16        int64     or        w         43.596801         0.003         0.006       
256         32        int64     or        w         43.584001         0.006         0.011       
512         64        int64     or        w         43.686399         0.012         0.022       
1024        128       int64     or        w         45.363200         0.023         0.042       
2048        256       int64     or        w         51.910400         0.039         0.074       
4096        512       int64     or        w         61.561602         0.067         0.125       
8192        1024      int64     or        w         79.673600         0.103         0.193       
16384       2048      int64     or        w         120.627201        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         43.494400         0.000         0.000       
16          2         int64     xor       w         41.984001         0.000         0.001       
32          4         int64     xor       w         43.616000         0.001         0.001       
64          8         int64     xor       w         41.964799         0.002         0.003       
128         16        int64     xor       w         43.622401         0.003         0.006       
256         32        int64     xor       w         42.137599         0.006         0.011       
512         64        int64     xor       w         43.628800         0.012         0.022       
1024        128       int64     xor       w         45.171201         0.023         0.043       
2048        256       int64     xor       w         51.820803         0.040         0.074       
4096        512       int64     xor       w         60.083199         0.068         0.128       
8192        1024      int64     xor       w         79.769599         0.103         0.193       
16384       2048      int64     xor       w         118.956804        0.138         0.258       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         43.443200         0.000         0.000       
16          2         int64     min       w         41.984001         0.000         0.001       
32          4         int64     min       w         42.195201         0.001         0.001       
64          8         int64     min       w         43.641600         0.001         0.003       
128         16        int64     min       w         43.532801         0.003         0.006       
256         32        int64     min       w         41.945601         0.006         0.011       
512         64        int64     min       w         43.616000         0.012         0.022       
1024        128       int64     min       w         45.311999         0.023         0.042       
2048        256       int64     min       w         51.801598         0.040         0.074       
4096        512       int64     min       w         63.321602         0.065         0.121       
8192        1024      int64     min       w         82.867199         0.099         0.185       
16384       2048      int64     min       w         123.942399        0.132         0.248       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         45.222399         0.000         0.000       
16          2         int64     max       w         41.958401         0.000         0.001       
32          4         int64     max       w         41.926399         0.001         0.001       
64          8         int64     max       w         43.424001         0.001         0.003       
128         16        int64     max       w         40.793601         0.003         0.006       
256         32        int64     max       w         42.169601         0.006         0.011       
512         64        int64     max       w         43.667200         0.012         0.022       
1024        128       int64     max       w         46.880001         0.022         0.041       
2048        256       int64     max       w         53.414398         0.038         0.072       
4096        512       int64     max       w         61.708802         0.066         0.124       
8192        1024      int64     max       w         82.969600         0.099         0.185       
16384       2048      int64     max       w         124.185598        0.132         0.247       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         43.641600         0.000         0.000       
8           2         int32     sum       b         17.369600         0.000         0.001       
16          4         int32     sum       b         19.462401         0.001         0.002       
32          8         int32     sum       b         20.627201         0.002         0.003       
64          16        int32     sum       b         22.297600         0.003         0.005       
128         32        int32     sum       b         22.239999         0.006         0.011       
256         64        int32     sum       b         27.244800         0.009         0.018       
512         128       int32     sum       b         35.545599         0.014         0.027       
1024        256       int32     sum       b         55.219197         0.019         0.035       
2048        512       int32     sum       b         89.344001         0.023         0.043       
4096        1024      int32     sum       b         48.473600         0.084         0.158       
8192        2048      int32     sum       b         53.299201         0.154         0.288       
16384       4096      int32     sum       b         638.406420        0.026         0.048       
32768       8192      int32     sum       b         1164.326382       0.028         0.053       
65536       16384     int32     sum       b         2312.723160       0.028         0.053       
131072      32768     int32     sum       b         4634.310532       0.028         0.053       
262144      65536     int32     sum       b         9266.175842       0.028         0.053       
524288      131072    int32     sum       b         18519.967651      0.028         0.053       
1048576     262144    int32     sum       b         37507.577515      0.028         0.052       
2097152     524288    int32     sum       b         74035.693359      0.028         0.053       
4194304     1048576   int32     sum       b         148841.394043     0.028         0.053       
8388608     2097152   int32     sum       b         296260.107422     0.028         0.053       
16777216    4194304   int32     sum       b         593073.828125     0.028         0.053       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         45.427200         0.000         0.000       
8           2         int32     prod      b         19.660801         0.000         0.001       
16          4         int32     prod      b         17.388800         0.001         0.002       
32          8         int32     prod      b         19.276799         0.002         0.003       
64          16        int32     prod      b         17.452800         0.004         0.007       
128         32        int32     prod      b         18.995200         0.007         0.013       
256         64        int32     prod      b         17.260800         0.015         0.028       
512         128       int32     prod      b         20.544000         0.025         0.047       
1024        256       int32     prod      b         20.659199         0.050         0.093       
2048        512       int32     prod      b         24.115200         0.085         0.159       
4096        1024      int32     prod      b         48.409599         0.085         0.159       
8192        2048      int32     prod      b         53.472000         0.153         0.287       
16384       4096      int32     prod      b         634.956789        0.026         0.048       
32768       8192      int32     prod      b         1168.019199       0.028         0.053       
65536       16384     int32     prod      b         2321.030426       0.028         0.053       
131072      32768     int32     prod      b         4629.542542       0.028         0.053       
262144      65536     int32     prod      b         9251.411438       0.028         0.053       
524288      131072    int32     prod      b         18972.262573      0.028         0.052       
1048576     262144    int32     prod      b         37477.081299      0.028         0.052       
2097152     524288    int32     prod      b         73937.261963      0.028         0.053       
4194304     1048576   int32     prod      b         147709.069824     0.028         0.053       
8388608     2097152   int32     prod      b         295250.756836     0.028         0.053       
16777216    4194304   int32     prod      b         593306.494141     0.028         0.053       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         45.702401         0.000         0.000       
8           2         int32     and       b         20.774400         0.000         0.001       
16          4         int32     and       b         18.982400         0.001         0.002       
32          8         int32     and       b         19.136000         0.002         0.003       
64          16        int32     and       b         19.129600         0.003         0.006       
128         32        int32     and       b         18.924800         0.007         0.013       
256         64        int32     and       b         19.020800         0.013         0.025       
512         128       int32     and       b         19.103999         0.027         0.050       
1024        256       int32     and       b         22.310400         0.046         0.086       
2048        512       int32     and       b         23.923200         0.086         0.161       
4096        1024      int32     and       b         50.246400         0.082         0.153       
8192        2048      int32     and       b         51.654398         0.159         0.297       
16384       4096      int32     and       b         636.639977        0.026         0.048       
32768       8192      int32     and       b         1162.508774       0.028         0.053       
65536       16384     int32     and       b         2319.494438       0.028         0.053       
131072      32768     int32     and       b         4629.600143       0.028         0.053       
262144      65536     int32     and       b         9279.270172       0.028         0.053       
524288      131072    int32     and       b         18505.191040      0.028         0.053       
1048576     262144    int32     and       b         36981.503296      0.028         0.053       
2097152     524288    int32     and       b         73947.253418      0.028         0.053       
4194304     1048576   int32     and       b         147867.114258     0.028         0.053       
8388608     2097152   int32     and       b         296415.454102     0.028         0.053       
16777216    4194304   int32     and       b         594168.212891     0.028         0.053       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         43.820801         0.000         0.000       
8           2         int32     or        b         19.456001         0.000         0.001       
16          4         int32     or        b         17.369600         0.001         0.002       
32          8         int32     or        b         18.956800         0.002         0.003       
64          16        int32     or        b         17.318401         0.004         0.007       
128         32        int32     or        b         19.129600         0.007         0.013       
256         64        int32     or        b         18.988800         0.013         0.025       
512         128       int32     or        b         19.097599         0.027         0.050       
1024        256       int32     or        b         20.633601         0.050         0.093       
2048        512       int32     or        b         24.064000         0.085         0.160       
4096        1024      int32     or        b         46.803200         0.088         0.164       
8192        2048      int32     or        b         53.580803         0.153         0.287       
16384       4096      int32     or        b         635.116816        0.026         0.048       
32768       8192      int32     or        b         1161.011219       0.028         0.053       
65536       16384     int32     or        b         2309.503937       0.028         0.053       
131072      32768     int32     or        b         4665.439987       0.028         0.053       
262144      65536     int32     or        b         9236.799622       0.028         0.053       
524288      131072    int32     or        b         18459.532166      0.028         0.053       
1048576     262144    int32     or        b         36932.363892      0.028         0.053       
2097152     524288    int32     or        b         73845.526123      0.028         0.053       
4194304     1048576   int32     or        b         148822.729492     0.028         0.053       
8388608     2097152   int32     or        b         295519.433594     0.028         0.053       
16777216    4194304   int32     or        b         592910.253906     0.028         0.053       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         45.766401         0.000         0.000       
8           2         int32     xor       b         17.440000         0.000         0.001       
16          4         int32     xor       b         20.838401         0.001         0.001       
32          8         int32     xor       b         17.433600         0.002         0.003       
64          16        int32     xor       b         19.078401         0.003         0.006       
128         32        int32     xor       b         18.969600         0.007         0.013       
256         64        int32     xor       b         18.988800         0.013         0.025       
512         128       int32     xor       b         18.988800         0.027         0.051       
1024        256       int32     xor       b         22.464000         0.046         0.085       
2048        512       int32     xor       b         24.044800         0.085         0.160       
4096        1024      int32     xor       b         48.543999         0.084         0.158       
8192        2048      int32     xor       b         53.311998         0.154         0.288       
16384       4096      int32     xor       b         638.431978        0.026         0.048       
32768       8192      int32     xor       b         1157.875156       0.028         0.053       
65536       16384     int32     xor       b         2311.174393       0.028         0.053       
131072      32768     int32     xor       b         4613.011169       0.028         0.053       
262144      65536     int32     xor       b         9230.252838       0.028         0.053       
524288      131072    int32     xor       b         18464.460754      0.028         0.053       
1048576     262144    int32     xor       b         36920.971680      0.028         0.053       
2097152     524288    int32     xor       b         73812.677002      0.028         0.053       
4194304     1048576   int32     xor       b         147739.160156     0.028         0.053       
8388608     2097152   int32     xor       b         296185.546875     0.028         0.053       
16777216    4194304   int32     xor       b         592774.316406     0.028         0.053       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         45.548800         0.000         0.000       
8           2         int32     min       b         17.542399         0.000         0.001       
16          4         int32     min       b         18.956800         0.001         0.002       
32          8         int32     min       b         18.444800         0.002         0.003       
64          16        int32     min       b         19.046400         0.003         0.006       
128         32        int32     min       b         19.116800         0.007         0.013       
256         64        int32     min       b         17.395200         0.015         0.028       
512         128       int32     min       b         20.524800         0.025         0.047       
1024        256       int32     min       b         20.620801         0.050         0.093       
slurmstepd: error: *** STEP 1427577.146 ON h200-bar-200-075 CANCELLED AT 2026-05-05T16:10:06 ***
2048        512       int32   srun: error: h200-bar-200-075: tasks 0-7: Killed
srun: error: h200-bar-201-239: tasks 8-15: Killed
srun: Force Terminated StepId=1427577.146
