Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 50, warmup iterations: 20, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
Size(Bytes) 		 BWGB/sec
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 50, warmup iterations: 20, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
#shmem_st_bw
size(B)     scope     BW (GB/sec)     
4           None      0.003082        
8           None      0.005847        
16          None      0.011590        
32          None      0.023084        
64          None      0.046232        
128         None      0.092721        
256         None      0.185874        
512         None      0.366300        
1024        None      0.736988        
2048        None      1.468564        
4096        None      2.945237        
8192        None      5.802357        
16384       None      11.500449       
32768       None      23.063065       
65536       None      43.097641       
131072      None      77.752464       
262144      None      126.929031      
524288      None      182.775543      
1048576     None      238.590363      
2097152     None      281.536224      
4194304     None      307.305634      
8388608     None      322.861298      
16777216    None      332.471771      
33554432    None      334.561523      
