# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: all_reduce_perf
# nThread 1 nGpus 1 minBytes 128 maxBytes 1073741824 step: 2(factor) warmup iters: 50 iters: 100 agg iters: 1 validation: 0 graph: 10 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid  82649 on h200-bar-202-127 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid  82650 on h200-bar-202-127 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid  82651 on h200-bar-202-127 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid  82652 on h200-bar-202-127 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid  82653 on h200-bar-202-127 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid  82654 on h200-bar-202-127 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid  82655 on h200-bar-202-127 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid  82656 on h200-bar-202-127 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 1121505 on h200-bar-202-129 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 1121506 on h200-bar-202-129 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 1121507 on h200-bar-202-129 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 1121508 on h200-bar-202-129 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 1121509 on h200-bar-202-129 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 1121510 on h200-bar-202-129 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 1121511 on h200-bar-202-129 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 1121512 on h200-bar-202-129 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
         128            32     float     sum      -1    23.85    0.01    0.01    N/A    23.66    0.01    0.01    N/A
         256            64     float     sum      -1    24.82    0.01    0.02    N/A    24.00    0.01    0.02    N/A
         512           128     float     sum      -1    24.99    0.02    0.04    N/A    24.45    0.02    0.04    N/A
        1024           256     float     sum      -1    25.01    0.04    0.08    N/A    25.01    0.04    0.08    N/A
        2048           512     float     sum      -1    26.24    0.08    0.15    N/A    26.61    0.08    0.14    N/A
        4096          1024     float     sum      -1    28.47    0.14    0.27    N/A    28.40    0.14    0.27    N/A
        8192          2048     float     sum      -1    29.63    0.28    0.52    N/A    29.65    0.28    0.52    N/A
       16384          4096     float     sum      -1    31.35    0.52    0.98    N/A    31.16    0.53    0.99    N/A
       32768          8192     float     sum      -1    31.34    1.05    1.96    N/A    31.14    1.05    1.97    N/A
       65536         16384     float     sum      -1    31.18    2.10    3.94    N/A    31.08    2.11    3.95    N/A
      131072         32768     float     sum      -1    36.22    3.62    6.78    N/A    35.79    3.66    6.87    N/A
      262144         65536     float     sum      -1    45.16    5.80   10.88    N/A    44.75    5.86   10.98    N/A
      524288        131072     float     sum      -1    52.67    9.95   18.66    N/A    52.67    9.95   18.66    N/A
     1048576        262144     float     sum      -1    62.56   16.76   31.43    N/A    62.51   16.77   31.45    N/A
     2097152        524288     float     sum      -1    81.90   25.61   48.01    N/A    83.64   25.07   47.01    N/A
     4194304       1048576     float     sum      -1    95.74   43.81   82.14    N/A    95.46   43.94   82.38    N/A
     8388608       2097152     float     sum      -1   129.22   64.92  121.72    N/A   128.09   65.49  122.79    N/A
    16777216       4194304     float     sum      -1   256.11   65.51  122.83    N/A   261.38   64.19  120.35    N/A
    33554432       8388608     float     sum      -1   325.66  103.03  193.19    N/A   324.89  103.28  193.65    N/A
    67108864      16777216     float     sum      -1   519.98  129.06  241.99    N/A   519.78  129.11  242.08    N/A
   134217728      33554432     float     sum      -1   984.72  136.30  255.56    N/A   995.25  134.86  252.86    N/A
   268435456      67108864     float     sum      -1  1663.20  161.40  302.62    N/A  1685.64  159.25  298.59    N/A
   536870912     134217728     float     sum      -1  2981.03  180.10  337.68    N/A  3013.12  178.18  334.08    N/A
  1073741824     268435456     float     sum      -1  5935.43  180.90  339.19    N/A  5949.32  180.48  338.40    N/A
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 88.1002 
#
# Collective test concluded: all_reduce_perf
#

