Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     sum       b         4.540800          0.014         0.012       
128         16        int64     sum       b         4.790400          0.027         0.023       
256         32        int64     sum       b         4.432000          0.058         0.051       
512         64        int64     sum       b         4.505600          0.114         0.099       
1024        128       int64     sum       b         4.512000          0.227         0.199       
2048        256       int64     sum       b         4.476800          0.457         0.400       
4096        512       int64     sum       b         4.444800          0.922         0.806       
8192        1024      int64     sum       b         4.470400          1.832         1.603       
16384       2048      int64     sum       b         4.560000          3.593         3.144       
32768       4096      int64     sum       b         4.604800          7.116         6.227       
65536       8192      int64     sum       b         4.432000          14.787        12.939      
131072      16384     int64     sum       b         4.457600          29.404        25.729      
262144      32768     int64     sum       b         4.396800          59.622        52.169      
524288      65536     int64     sum       b         4.537600          115.543       101.100     
1048576     131072    int64     sum       b         4.534400          231.249       202.343     
2097152     262144    int64     sum       b         4.441600          472.161       413.141     
4194304     524288    int64     sum       b         4.444800          943.643       825.688     
8388608     1048576   int64     sum       b         4.454400          1883.218      1647.816    
16777216    2097152   int64     sum       b         4.486400          3739.572      3272.126    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     prod      b         10.086400         0.006         0.006       
128         16        int64     prod      b         9.987200          0.013         0.011       
256         32        int64     prod      b         10.000000         0.026         0.022       
512         64        int64     prod      b         9.990400          0.051         0.045       
1024        128       int64     prod      b         10.025600         0.102         0.089       
2048        256       int64     prod      b         9.993600          0.205         0.179       
4096        512       int64     prod      b         10.012800         0.409         0.358       
8192        1024      int64     prod      b         9.958400          0.823         0.720       
16384       2048      int64     prod      b         10.041600         1.632         1.428       
32768       4096      int64     prod      b         10.124800         3.236         2.832       
65536       8192      int64     prod      b         10.060800         6.514         5.700       
131072      16384     int64     prod      b         9.980800          13.132        11.491      
262144      32768     int64     prod      b         9.987200          26.248        22.967      
524288      65536     int64     prod      b         10.003200         52.412        45.861      
1048576     131072    int64     prod      b         10.198400         102.818       89.965      
2097152     262144    int64     prod      b         10.028800         209.113       182.974     
4194304     524288    int64     prod      b         10.025600         418.359       366.064     
8388608     1048576   int64     prod      b         10.009600         838.056       733.299     
16777216    2097152   int64     prod      b         10.035200         1671.837      1462.857    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     and       b         4.489600          0.014         0.012       
128         16        int64     and       b         4.473600          0.029         0.025       
256         32        int64     and       b         4.361600          0.059         0.051       
512         64        int64     and       b         4.416000          0.116         0.101       
1024        128       int64     and       b         4.444800          0.230         0.202       
2048        256       int64     and       b         4.512000          0.454         0.397       
4096        512       int64     and       b         4.470400          0.916         0.802       
8192        1024      int64     and       b         4.425600          1.851         1.620       
16384       2048      int64     and       b         4.454400          3.678         3.218       
32768       4096      int64     and       b         4.473600          7.325         6.409       
65536       8192      int64     and       b         4.489600          14.597        12.773      
131072      16384     int64     and       b         4.393600          29.832        26.103      
262144      32768     int64     and       b         4.374400          59.927        52.436      
524288      65536     int64     and       b         4.438400          118.125       103.360     
1048576     131072    int64     and       b         4.457600          235.233       205.829     
2097152     262144    int64     and       b         4.521600          463.807       405.832     
4194304     524288    int64     and       b         4.393600          954.639       835.310     
8388608     1048576   int64     and       b         4.387200          1912.064      1673.056    
16777216    2097152   int64     and       b         4.412800          3801.943      3326.700    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     or        b         4.480000          0.014         0.013       
128         16        int64     or        b         4.499200          0.028         0.025       
256         32        int64     or        b         4.435200          0.058         0.051       
512         64        int64     or        b         4.409600          0.116         0.102       
1024        128       int64     or        b         4.419200          0.232         0.203       
2048        256       int64     or        b         4.435200          0.462         0.404       
4096        512       int64     or        b         4.515200          0.907         0.794       
8192        1024      int64     or        b         4.361600          1.878         1.643       
16384       2048      int64     or        b         4.435200          3.694         3.232       
32768       4096      int64     or        b         4.409600          7.431         6.502       
65536       8192      int64     or        b         4.614400          14.202        12.427      
131072      16384     int64     or        b         4.550400          28.805        25.204      
262144      32768     int64     or        b         4.438400          59.063        51.680      
524288      65536     int64     or        b         4.419200          118.639       103.809     
1048576     131072    int64     or        b         4.412800          237.621       207.919     
2097152     262144    int64     or        b         4.492800          466.781       408.433     
4194304     524288    int64     or        b         4.521600          927.615       811.663     
8388608     1048576   int64     or        b         4.470400          1876.478      1641.918    
16777216    2097152   int64     or        b         4.377600          3832.514      3353.450    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     xor       b         4.441600          0.014         0.013       
128         16        int64     xor       b         4.428800          0.029         0.025       
256         32        int64     xor       b         4.451200          0.058         0.050       
512         64        int64     xor       b         4.406400          0.116         0.102       
1024        128       int64     xor       b         4.419200          0.232         0.203       
2048        256       int64     xor       b         4.524800          0.453         0.396       
4096        512       int64     xor       b         4.403200          0.930         0.814       
8192        1024      int64     xor       b         4.419200          1.854         1.622       
16384       2048      int64     xor       b         4.364800          3.754         3.284       
32768       4096      int64     xor       b         4.528000          7.237         6.332       
65536       8192      int64     xor       b         4.406400          14.873        13.014      
131072      16384     int64     xor       b         4.387200          29.876        26.142      
262144      32768     int64     xor       b         4.339200          60.413        52.861      
524288      65536     int64     xor       b         4.371200          119.941       104.949     
1048576     131072    int64     xor       b         4.419200          237.277       207.618     
2097152     262144    int64     xor       b         4.387200          478.016       418.264     
4194304     524288    int64     xor       b         4.416000          949.797       831.072     
8388608     1048576   int64     xor       b         4.368000          1920.469      1680.410    
16777216    2097152   int64     xor       b         4.390400          3821.341      3343.674    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     min       b         4.422400          0.014         0.013       
128         16        int64     min       b         4.390400          0.029         0.026       
256         32        int64     min       b         5.065600          0.051         0.044       
512         64        int64     min       b         4.406400          0.116         0.102       
1024        128       int64     min       b         4.374400          0.234         0.205       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
2048        256       int64     min       b         4.406400          0.465         0.407       
4096        512       int64     min       b         4.377600          0.936         0.819       
8192        1024      int64     min       b         4.406400          1.859         1.627       
16384       2048      int64     min       b         4.419200          3.707         3.244       
32768       4096      int64     min       b         4.672000          7.014         6.137       
65536       8192      int64     min       b         4.412800          14.851        12.995      
131072      16384     int64     min       b         4.585600          28.583        25.010      
262144      32768     int64     min       b         4.339200          60.413        52.861      
524288      65536     int64     min       b         4.409600          118.897       104.035     
1048576     131072    int64     min       b         4.377600          239.532       209.591     
2097152     262144    int64     min       b         4.441600          472.161       413.141     
4194304     524288    int64     min       b         4.403200          952.558       833.488     
8388608     1048576   int64     min       b         4.432000          1892.737      1656.144    
16777216    2097152   int64     min       b         4.409600          3804.702      3329.115    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     max       b         4.400000          0.015         0.013       
128         16        int64     max       b         4.393600          0.029         0.025       
256         32        int64     max       b         4.345600          0.059         0.052       
512         64        int64     max       b         4.784000          0.107         0.094       
1024        128       int64     max       b         4.396800          0.233         0.204       
2048        256       int64     max       b         4.380800          0.467         0.409       
4096        512       int64     max       b         4.368000          0.938         0.821       
8192        1024      int64     max       b         4.364800          1.877         1.642       
16384       2048      int64     max       b         4.412800          3.713         3.249       
32768       4096      int64     max       b         4.425600          7.404         6.479       
65536       8192      int64     max       b         4.374400          14.982        13.109      
131072      16384     int64     max       b         4.409600          29.724        26.009      
262144      32768     int64     max       b         4.400000          59.578        52.131      
524288      65536     int64     max       b         4.412800          118.811       103.959     
1048576     131072    int64     max       b         4.390400          238.834       208.980     
2097152     262144    int64     max       b         4.396800          476.972       417.351     
4194304     524288    int64     max       b         4.403200          952.558       833.488     
8388608     1048576   int64     max       b         4.796800          1748.793      1530.193    
16777216    2097152   int64     max       b         4.470400          3752.956      3283.837    
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
