Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
256         64        int32     min       t         28.844801         0.009         0.016       
512         128       int32     min       t         45.523199         0.011         0.020       
1024        256       int32     min       t         78.156799         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       t         12.556800         0.000         0.001       
8           2         int32     max       t         12.480000         0.001         0.001       
16          4         int32     max       t         12.582400         0.001         0.002       
32          8         int32     max       t         14.297600         0.002         0.004       
64          16        int32     max       t         15.801600         0.004         0.007       
128         32        int32     max       t         19.187200         0.007         0.012       
256         64        int32     max       t         28.940800         0.009         0.015       
512         128       int32     max       t         45.324799         0.011         0.020       
1024        256       int32     max       t         78.156799         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       t         12.646399         0.001         0.001       
16          2         int64     sum       t         12.544000         0.001         0.002       
32          4         int64     sum       t         14.080000         0.002         0.004       
64          8         int64     sum       t         14.169601         0.005         0.008       
128         16        int64     sum       t         17.542399         0.007         0.013       
256         32        int64     sum       t         24.032000         0.011         0.019       
512         64        int64     sum       t         35.392001         0.014         0.025       
1024        128       int64     sum       t         60.025603         0.017         0.030       
2048        256       int64     sum       t         109.190404        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      t         12.582400         0.001         0.001       
16          2         int64     prod      t         12.512000         0.001         0.002       
32          4         int64     prod      t         14.080000         0.002         0.004       
64          8         int64     prod      t         14.060800         0.005         0.008       
128         16        int64     prod      t         17.452800         0.007         0.013       
256         32        int64     prod      t         24.102400         0.011         0.019       
512         64        int64     prod      t         35.776001         0.014         0.025       
1024        128       int64     prod      t         60.057598         0.017         0.030       
2048        256       int64     prod      t         110.828805        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       t         12.441600         0.001         0.001       
16          2         int64     and       t         12.537600         0.001         0.002       
32          4         int64     and       t         14.073600         0.002         0.004       
64          8         int64     and       t         14.150400         0.005         0.008       
128         16        int64     and       t         17.337599         0.007         0.013       
256         32        int64     and       t         24.083200         0.011         0.019       
512         64        int64     and       t         35.455999         0.014         0.025       
1024        128       int64     and       t         58.419198         0.018         0.031       
2048        256       int64     and       t         107.456005        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        t         12.377600         0.001         0.001       
16          2         int64     or        t         12.569600         0.001         0.002       
32          4         int64     or        t         14.176001         0.002         0.004       
64          8         int64     or        t         14.092800         0.005         0.008       
128         16        int64     or        t         18.988800         0.007         0.012       
256         32        int64     or        t         24.012800         0.011         0.019       
512         64        int64     or        t         35.545599         0.014         0.025       
1024        128       int64     or        t         58.444798         0.018         0.031       
2048        256       int64     or        t         107.462394        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       t         12.339200         0.001         0.001       
16          2         int64     xor       t         12.473600         0.001         0.002       
32          4         int64     xor       t         12.665600         0.003         0.004       
64          8         int64     xor       t         14.195199         0.005         0.008       
128         16        int64     xor       t         17.369600         0.007         0.013       
256         32        int64     xor       t         24.230400         0.011         0.018       
512         64        int64     xor       t         35.308799         0.015         0.025       
1024        128       int64     xor       t         58.425599         0.018         0.031       
2048        256       int64     xor       t         107.711995        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       t         13.881600         0.001         0.001       
16          2         int64     min       t         12.544000         0.001         0.002       
32          4         int64     min       t         14.118400         0.002         0.004       
64          8         int64     min       t         14.265600         0.004         0.008       
128         16        int64     min       t         17.408000         0.007         0.013       
256         32        int64     min       t         23.878400         0.011         0.019       
512         64        int64     min       t         37.004799         0.014         0.024       
1024        128       int64     min       t         60.083199         0.017         0.030       
2048        256       int64     min       t         110.860801        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       t         12.339200         0.001         0.001       
16          2         int64     max       t         12.441600         0.001         0.002       
32          4         int64     max       t         14.073600         0.002         0.004       
64          8         int64     max       t         14.220800         0.005         0.008       
128         16        int64     max       t         17.446400         0.007         0.013       
256         32        int64     max       t         23.999999         0.011         0.019       
512         64        int64     max       t         35.436800         0.014         0.025       
1024        128       int64     max       t         60.012800         0.017         0.030       
2048        256       int64     max       t         110.924804        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         12.672000         0.000         0.001       
8           2         int32     sum       w         12.467200         0.001         0.001       
16          4         int32     sum       w         12.486400         0.001         0.002       
32          8         int32     sum       w         12.486400         0.003         0.004       
64          16        int32     sum       w         12.582400         0.005         0.009       
128         32        int32     sum       w         12.697600         0.010         0.018       
256         64        int32     sum       w         14.156801         0.018         0.032       
512         128       int32     sum       w         15.820800         0.032         0.057       
1024        256       int32     sum       w         19.084799         0.054         0.094       
2048        512       int32     sum       w         28.979200         0.071         0.124       
4096        1024      int32     sum       w         43.641600         0.094         0.164       
8192        2048      int32     sum       w         73.139203         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         12.377600         0.000         0.001       
8           2         int32     prod      w         12.563200         0.001         0.001       
16          4         int32     prod      w         12.569600         0.001         0.002       
32          8         int32     prod      w         13.363200         0.002         0.004       
64          16        int32     prod      w         12.473600         0.005         0.009       
128         32        int32     prod      w         12.550400         0.010         0.018       
256         64        int32     prod      w         14.182401         0.018         0.032       
512         128       int32     prod      w         15.827200         0.032         0.057       
1024        256       int32     prod      w         20.748800         0.049         0.086       
2048        512       int32     prod      w         28.870401         0.071         0.124       
4096        1024      int32     prod      w         43.750399         0.094         0.164       
8192        2048      int32     prod      w         73.094398         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         12.787201         0.000         0.001       
8           2         int32     and       w         12.870400         0.001         0.001       
16          4         int32     and       w         12.627199         0.001         0.002       
32          8         int32     and       w         12.588800         0.003         0.004       
64          16        int32     and       w         12.435200         0.005         0.009       
128         32        int32     and       w         12.492800         0.010         0.018       
256         64        int32     and       w         14.169601         0.018         0.032       
512         128       int32     and       w         15.833600         0.032         0.057       
1024        256       int32     and       w         18.969600         0.054         0.094       
2048        512       int32     and       w         28.883201         0.071         0.124       
4096        1024      int32     and       w         43.776000         0.094         0.164       
8192        2048      int32     and       w         73.030400         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         12.460800         0.000         0.001       
8           2         int32     or        w         12.524800         0.001         0.001       
16          4         int32     or        w         12.499200         0.001         0.002       
32          8         int32     or        w         12.576000         0.003         0.004       
64          16        int32     or        w         12.441600         0.005         0.009       
128         32        int32     or        w         12.390400         0.010         0.018       
256         64        int32     or        w         14.137600         0.018         0.032       
512         128       int32     or        w         16.006400         0.032         0.056       
1024        256       int32     or        w         19.078401         0.054         0.094       
2048        512       int32     or        w         28.774399         0.071         0.125       
4096        1024      int32     or        w         43.584001         0.094         0.164       
8192        2048      int32     or        w         73.088002         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         12.556800         0.000         0.001       
8           2         int32     xor       w         12.672000         0.001         0.001       
16          4         int32     xor       w         12.473600         0.001         0.002       
32          8         int32     xor       w         12.512000         0.003         0.004       
64          16        int32     xor       w         12.454400         0.005         0.009       
128         32        int32     xor       w         12.608001         0.010         0.018       
256         64        int32     xor       w         14.272000         0.018         0.031       
512         128       int32     xor       w         15.724801         0.033         0.057       
1024        256       int32     xor       w         19.027200         0.054         0.094       
2048        512       int32     xor       w         28.992000         0.071         0.124       
4096        1024      int32     xor       w         43.737599         0.094         0.164       
8192        2048      int32     xor       w         73.299199         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         13.984001         0.000         0.001       
8           2         int32     min       w         12.582400         0.001         0.001       
16          4         int32     min       w         12.435200         0.001         0.002       
32          8         int32     min       w         12.665600         0.003         0.004       
64          16        int32     min       w         12.576000         0.005         0.009       
128         32        int32     min       w         12.582400         0.010         0.018       
256         64        int32     min       w         14.156801         0.018         0.032       
512         128       int32     min       w         15.673600         0.033         0.057       
1024        256       int32     min       w         19.168000         0.053         0.093       
2048        512       int32     min       w         28.985599         0.071         0.124       
4096        1024      int32     min       w         43.596801         0.094         0.164       
8192        2048      int32     min       w         73.094398         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         14.086400         0.000         0.000       
8           2         int32     max       w         14.252800         0.001         0.001       
16          4         int32     max       w         12.544000         0.001         0.002       
32          8         int32     max       w         12.364800         0.003         0.005       
64          16        int32     max       w         12.569600         0.005         0.009       
128         32        int32     max       w         12.620801         0.010         0.018       
256         64        int32     max       w         14.355201         0.018         0.031       
512         128       int32     max       w         15.827200         0.032         0.057       
1024        256       int32     max       w         19.008000         0.054         0.094       
2048        512       int32     max       w         28.870401         0.071         0.124       
4096        1024      int32     max       w         43.750399         0.094         0.164       
8192        2048      int32     max       w         73.215997         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         12.377600         0.001         0.001       
16          2         int64     sum       w         12.563200         0.001         0.002       
32          4         int64     sum       w         12.576000         0.003         0.004       
64          8         int64     sum       w         14.272000         0.004         0.008       
128         16        int64     sum       w         14.399999         0.009         0.016       
256         32        int64     sum       w         12.390400         0.021         0.036       
512         64        int64     sum       w         14.131200         0.036         0.063       
1024        128       int64     sum       w         15.699200         0.065         0.114       
2048        256       int64     sum       w         20.863999         0.098         0.172       
4096        512       int64     sum       w         28.934401         0.142         0.248       
8192        1024      int64     sum       w         43.590400         0.188         0.329       
16384       2048      int64     sum       w         74.796802         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         14.118400         0.001         0.001       
16          2         int64     prod      w         12.582400         0.001         0.002       
32          4         int64     prod      w         12.928000         0.002         0.004       
64          8         int64     prod      w         12.409600         0.005         0.009       
128         16        int64     prod      w         12.569600         0.010         0.018       
256         32        int64     prod      w         12.454400         0.021         0.036       
512         64        int64     prod      w         14.284800         0.036         0.063       
1024        128       int64     prod      w         15.897600         0.064         0.113       
2048        256       int64     prod      w         20.684800         0.099         0.173       
4096        512       int64     prod      w         28.812799         0.142         0.249       
8192        1024      int64     prod      w         43.782401         0.187         0.327       
16384       2048      int64     prod      w         74.758399         0.219         0.384       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         12.524800         0.001         0.001       
16          2         int64     and       w         12.441600         0.001         0.002       
32          4         int64     and       w         12.512000         0.003         0.004       
64          8         int64     and       w         12.531200         0.005         0.009       
128         16        int64     and       w         12.672000         0.010         0.018       
256         32        int64     and       w         12.473600         0.021         0.036       
512         64        int64     and       w         14.048000         0.036         0.064       
1024        128       int64     and       w         15.763199         0.065         0.114       
2048        256       int64     and       w         20.755200         0.099         0.173       
4096        512       int64     and       w         28.966400         0.141         0.247       
8192        1024      int64     and       w         43.769601         0.187         0.328       
16384       2048      int64     and       w         74.655998         0.219         0.384       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         12.467200         0.001         0.001       
16          2         int64     or        w         12.633599         0.001         0.002       
32          4         int64     or        w         14.259200         0.002         0.004       
64          8         int64     or        w         12.480000         0.005         0.009       
128         16        int64     or        w         12.390400         0.010         0.018       
256         32        int64     or        w         12.537600         0.020         0.036       
512         64        int64     or        w         14.316800         0.036         0.063       
1024        128       int64     or        w         15.980799         0.064         0.112       
2048        256       int64     or        w         20.780800         0.099         0.172       
4096        512       int64     or        w         28.928000         0.142         0.248       
8192        1024      int64     or        w         43.551999         0.188         0.329       
16384       2048      int64     or        w         74.809599         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         12.480000         0.001         0.001       
16          2         int64     xor       w         12.595201         0.001         0.002       
32          4         int64     xor       w         12.428800         0.003         0.005       
64          8         int64     xor       w         14.035200         0.005         0.008       
128         16        int64     xor       w         12.576000         0.010         0.018       
256         32        int64     xor       w         12.665600         0.020         0.035       
512         64        int64     xor       w         14.022399         0.037         0.064       
1024        128       int64     xor       w         15.795200         0.065         0.113       
2048        256       int64     xor       w         20.716800         0.099         0.173       
4096        512       int64     xor       w         28.985599         0.141         0.247       
8192        1024      int64     xor       w         43.667200         0.188         0.328       
16384       2048      int64     xor       w         74.796802         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         13.875200         0.001         0.001       
16          2         int64     min       w         12.486400         0.001         0.002       
32          4         int64     min       w         12.684800         0.003         0.004       
64          8         int64     min       w         12.595201         0.005         0.009       
128         16        int64     min       w         14.092800         0.009         0.016       
256         32        int64     min       w         12.512000         0.020         0.036       
512         64        int64     min       w         14.144000         0.036         0.063       
1024        128       int64     min       w         16.044800         0.064         0.112       
2048        256       int64     min       w         20.716800         0.099         0.173       
4096        512       int64     min       w         28.870401         0.142         0.248       
8192        1024      int64     min       w         45.267200         0.181         0.317       
16384       2048      int64     min       w         76.492798         0.214         0.375       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         12.729600         0.001         0.001       
16          2         int64     max       w         12.537600         0.001         0.002       
32          4         int64     max       w         12.736000         0.003         0.004       
64          8         int64     max       w         12.460800         0.005         0.009       
128         16        int64     max       w         12.550400         0.010         0.018       
256         32        int64     max       w         12.793601         0.020         0.035       
512         64        int64     max       w         14.169601         0.036         0.063       
1024        128       int64     max       w         15.775999         0.065         0.114       
2048        256       int64     max       w         20.729600         0.099         0.173       
4096        512       int64     max       w         28.934401         0.142         0.248       
8192        1024      int64     max       w         43.718401         0.187         0.328       
16384       2048      int64     max       w         76.319999         0.215         0.376       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         14.278400         0.000         0.000       
8           2         int32     sum       b         7.654400          0.001         0.002       
16          4         int32     sum       b         7.801600          0.002         0.004       
32          8         int32     sum       b         7.635200          0.004         0.007       
64          16        int32     sum       b         7.532800          0.008         0.015       
128         32        int32     sum       b         7.571200          0.017         0.030       
256         64        int32     sum       b         7.705600          0.033         0.058       
512         128       int32     sum       b         7.660800          0.067         0.117       
1024        256       int32     sum       b         9.228800          0.111         0.194       
2048        512       int32     sum       b         12.582400         0.163         0.285       
4096        1024      int32     sum       b         17.395200         0.235         0.412       
8192        2048      int32     sum       b         22.310400         0.367         0.643       
16384       4096      int32     sum       b         56.825602         0.288         0.505       
32768       8192      int32     sum       b         105.996799        0.309         0.541       
65536       16384     int32     sum       b         205.791998        0.318         0.557       
131072      32768     int32     sum       b         409.068823        0.320         0.561       
262144      65536     int32     sum       b         1208.556843       0.217         0.380       
524288      131072    int32     sum       b         1624.908829       0.323         0.565       
1048576     262144    int32     sum       b         3235.481644       0.324         0.567       
2097152     524288    int32     sum       b         6467.910767       0.324         0.567       
4194304     1048576   int32     sum       b         12933.401489      0.324         0.568       
8388608     2097152   int32     sum       b         25850.271606      0.325         0.568       
16777216    4194304   int32     sum       b         53478.833008      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         20.710400         0.000         0.000       
8           2         int32     prod      b         7.782400          0.001         0.002       
16          4         int32     prod      b         7.494400          0.002         0.004       
32          8         int32     prod      b         7.737600          0.004         0.007       
64          16        int32     prod      b         7.596800          0.008         0.015       
128         32        int32     prod      b         7.590400          0.017         0.030       
256         64        int32     prod      b         7.532800          0.034         0.059       
512         128       int32     prod      b         7.686400          0.067         0.117       
1024        256       int32     prod      b         9.414400          0.109         0.190       
2048        512       int32     prod      b         12.595201         0.163         0.285       
4096        1024      int32     prod      b         17.337599         0.236         0.413       
8192        2048      int32     prod      b         22.425599         0.365         0.639       
16384       4096      int32     prod      b         56.684798         0.289         0.506       
32768       8192      int32     prod      b         105.983996        0.309         0.541       
65536       16384     int32     prod      b         207.475209        0.316         0.553       
131072      32768     int32     prod      b         410.604811        0.319         0.559       
262144      65536     int32     prod      b         815.276814        0.322         0.563       
524288      131072    int32     prod      b         1623.673630       0.323         0.565       
1048576     262144    int32     prod      b         3236.947250       0.324         0.567       
2097152     524288    int32     prod      b         6472.991943       0.324         0.567       
4194304     1048576   int32     prod      b         12939.430237      0.324         0.567       
8388608     2097152   int32     prod      b         25884.512329      0.324         0.567       
16777216    4194304   int32     prod      b         53534.155273      0.313         0.548       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         16.006400         0.000         0.000       
8           2         int32     and       b         7.814400          0.001         0.002       
16          4         int32     and       b         7.635200          0.002         0.004       
32          8         int32     and       b         7.622400          0.004         0.007       
64          16        int32     and       b         7.648000          0.008         0.015       
128         32        int32     and       b         7.628800          0.017         0.029       
256         64        int32     and       b         7.712000          0.033         0.058       
512         128       int32     and       b         7.641600          0.067         0.117       
1024        256       int32     and       b         9.254400          0.111         0.194       
2048        512       int32     and       b         12.537600         0.163         0.286       
4096        1024      int32     and       b         17.497601         0.234         0.410       
8192        2048      int32     and       b         22.528000         0.364         0.636       
16384       4096      int32     and       b         56.729603         0.289         0.505       
32768       8192      int32     and       b         105.811203        0.310         0.542       
65536       16384     int32     and       b         205.907202        0.318         0.557       
131072      32768     int32     and       b         409.036779        0.320         0.561       
262144      65536     int32     and       b         815.334415        0.322         0.563       
524288      131072    int32     and       b         1623.078346       0.323         0.565       
1048576     262144    int32     and       b         3238.515091       0.324         0.567       
2097152     524288    int32     and       b         6469.715118       0.324         0.567       
4194304     1048576   int32     and       b         12936.569214      0.324         0.567       
8388608     2097152   int32     and       b         25866.598511      0.324         0.568       
16777216    4194304   int32     and       b         53534.252930      0.313         0.548       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         15.795200         0.000         0.000       
8           2         int32     or        b         7.712000          0.001         0.002       
16          4         int32     or        b         7.699200          0.002         0.004       
32          8         int32     or        b         7.552000          0.004         0.007       
64          16        int32     or        b         7.603200          0.008         0.015       
128         32        int32     or        b         7.609600          0.017         0.029       
256         64        int32     or        b         7.539200          0.034         0.059       
512         128       int32     or        b         7.705600          0.066         0.116       
1024        256       int32     or        b         9.107200          0.112         0.197       
2048        512       int32     or        b         12.518400         0.164         0.286       
4096        1024      int32     or        b         18.963200         0.216         0.378       
8192        2048      int32     or        b         22.547200         0.363         0.636       
16384       4096      int32     or        b         56.831998         0.288         0.505       
32768       8192      int32     or        b         106.003201        0.309         0.541       
65536       16384     int32     or        b         205.772805        0.318         0.557       
131072      32768     int32     or        b         410.393620        0.319         0.559       
262144      65536     int32     or        b         813.676834        0.322         0.564       
524288      131072    int32     or        b         1621.516800       0.323         0.566       
1048576     262144    int32     or        b         3233.536148       0.324         0.567       
2097152     524288    int32     or        b         6467.686462       0.324         0.567       
4194304     1048576   int32     or        b         12921.478271      0.325         0.568       
8388608     2097152   int32     or        b         25847.015381      0.325         0.568       
16777216    4194304   int32     or        b         53434.552002      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         16.128001         0.000         0.000       
8           2         int32     xor       b         7.878400          0.001         0.002       
16          4         int32     xor       b         7.833600          0.002         0.004       
32          8         int32     xor       b         7.648000          0.004         0.007       
64          16        int32     xor       b         7.680000          0.008         0.015       
128         32        int32     xor       b         7.449600          0.017         0.030       
256         64        int32     xor       b         7.635200          0.034         0.059       
512         128       int32     xor       b         7.488000          0.068         0.120       
1024        256       int32     xor       b         9.395200          0.109         0.191       
2048        512       int32     xor       b         12.518400         0.164         0.286       
4096        1024      int32     xor       b         17.292801         0.237         0.415       
8192        2048      int32     xor       b         24.032000         0.341         0.597       
16384       4096      int32     xor       b         56.870401         0.288         0.504       
32768       8192      int32     xor       b         105.958402        0.309         0.541       
65536       16384     int32     xor       b         205.830407        0.318         0.557       
131072      32768     int32     xor       b         408.921623        0.321         0.561       
262144      65536     int32     xor       b         815.264034        0.322         0.563       
524288      131072    int32     xor       b         1623.193550       0.323         0.565       
1048576     262144    int32     xor       b         3235.334396       0.324         0.567       
2097152     524288    int32     xor       b         6462.854767       0.324         0.568       
4194304     1048576   int32     xor       b         12926.515198      0.324         0.568       
8388608     2097152   int32     xor       b         25841.183472      0.325         0.568       
16777216    4194304   int32     xor       b         53458.941650      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         15.744001         0.000         0.000       
8           2         int32     min       b         7.577600          0.001         0.002       
16          4         int32     min       b         7.596800          0.002         0.004       
32          8         int32     min       b         7.692800          0.004         0.007       
64          16        int32     min       b         7.648000          0.008         0.015       
128         32        int32     min       b         7.731200          0.017         0.029       
256         64        int32     min       b         7.500800          0.034         0.060       
512         128       int32     min       b         7.660800          0.067         0.117       
1024        256       int32     min       b         9.196800          0.111         0.195       
2048        512       int32     min       b         12.576000         0.163         0.285       
4096        1024      int32     min       b         19.052801         0.215         0.376       
8192        2048      int32     min       b         22.284800         0.368         0.643       
16384       4096      int32     min       b         56.870401         0.288         0.504       
32768       8192      int32     min       b         105.868804        0.310         0.542       
65536       16384     int32     min       b         205.875206        0.318         0.557       
131072      32768     int32     min       b         409.094381        0.320         0.561       
262144      65536     int32     min       b         813.663960        0.322         0.564       
524288      131072    int32     min       b         1622.950363       0.323         0.565       
1048576     262144    int32     min       b         3233.657455       0.324         0.567       
2097152     524288    int32     min       b         6470.240021       0.324         0.567       
4194304     1048576   int32     min       b         12926.675415      0.324         0.568       
8388608     2097152   int32     min       b         25861.721802      0.324         0.568       
16777216    4194304   int32     min       b         53465.167236      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       b         14.348800         0.000         0.000       
8           2         int32     max       b         7.724800          0.001         0.002       
16          4         int32     max       b         7.577600          0.002         0.004       
32          8         int32     max       b         7.571200          0.004         0.007       
64          16        int32     max       b         7.577600          0.008         0.015       
128         32        int32     max       b         7.782400          0.016         0.029       
256         64        int32     max       b         7.654400          0.033         0.059       
512         128       int32     max       b         7.667200          0.067         0.117       
1024        256       int32     max       b         9.254400          0.111         0.194       
2048        512       int32     max       b         12.486400         0.164         0.287       
4096        1024      int32     max       b         17.702401         0.231         0.405       
8192        2048      int32     max       b         24.012800         0.341         0.597       
16384       4096      int32     max       b         56.761599         0.289         0.505       
