Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           2         int32     min       t         12.755200         0.001         0.001       
16          4         int32     min       t         12.774400         0.001         0.002       
32          8         int32     min       t         14.694400         0.002         0.004       
64          16        int32     min       t         15.820800         0.004         0.007       
128         32        int32     min       t         19.251201         0.007         0.012       
256         64        int32     min       t         27.616000         0.009         0.016       
512         128       int32     min       t         45.683199         0.011         0.020       
1024        256       int32     min       t         78.323197         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       t         12.768000         0.000         0.001       
8           2         int32     max       t         12.633599         0.001         0.001       
16          4         int32     max       t         14.496000         0.001         0.002       
32          8         int32     max       t         14.489600         0.002         0.004       
64          16        int32     max       t         16.134401         0.004         0.007       
128         32        int32     max       t         19.257601         0.007         0.012       
256         64        int32     max       t         27.475199         0.009         0.016       
512         128       int32     max       t         43.891200         0.012         0.020       
1024        256       int32     max       t         78.393602         0.013         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       t         12.787201         0.001         0.001       
16          2         int64     sum       t         12.755200         0.001         0.002       
32          4         int64     sum       t         14.227200         0.002         0.004       
64          8         int64     sum       t         15.948801         0.004         0.007       
128         16        int64     sum       t         17.203200         0.007         0.013       
256         32        int64     sum       t         24.339201         0.011         0.018       
512         64        int64     sum       t         35.571200         0.014         0.025       
1024        128       int64     sum       t         60.134399         0.017         0.030       
2048        256       int64     sum       t         109.382403        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      t         12.831999         0.001         0.001       
16          2         int64     prod      t         12.902400         0.001         0.002       
32          4         int64     prod      t         12.800001         0.002         0.004       
64          8         int64     prod      t         14.304000         0.004         0.008       
128         16        int64     prod      t         17.600000         0.007         0.013       
256         32        int64     prod      t         24.204800         0.011         0.019       
512         64        int64     prod      t         35.686401         0.014         0.025       
1024        128       int64     prod      t         60.224003         0.017         0.030       
2048        256       int64     prod      t         111.014402        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       t         12.768000         0.001         0.001       
16          2         int64     and       t         12.940800         0.001         0.002       
32          4         int64     and       t         14.361601         0.002         0.004       
64          8         int64     and       t         14.361601         0.004         0.008       
128         16        int64     and       t         17.676800         0.007         0.013       
256         32        int64     and       t         24.204800         0.011         0.019       
512         64        int64     and       t         35.737601         0.014         0.025       
1024        128       int64     and       t         58.777601         0.017         0.030       
2048        256       int64     and       t         107.808006        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        t         14.304000         0.001         0.001       
16          2         int64     or        t         12.768000         0.001         0.002       
32          4         int64     or        t         12.985601         0.002         0.004       
64          8         int64     or        t         14.284800         0.004         0.008       
128         16        int64     or        t         17.651200         0.007         0.013       
256         32        int64     or        t         23.999999         0.011         0.019       
512         64        int64     or        t         35.839999         0.014         0.025       
1024        128       int64     or        t         58.771199         0.017         0.030       
2048        256       int64     or        t         107.744002        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       t         12.524800         0.001         0.001       
16          2         int64     xor       t         12.646399         0.001         0.002       
32          4         int64     xor       t         12.806401         0.002         0.004       
64          8         int64     xor       t         14.515200         0.004         0.008       
128         16        int64     xor       t         17.606400         0.007         0.013       
256         32        int64     xor       t         24.256000         0.011         0.018       
512         64        int64     xor       t         35.545599         0.014         0.025       
1024        128       int64     xor       t         60.288000         0.017         0.030       
2048        256       int64     xor       t         107.884800        0.019         0.033       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       t         14.476800         0.001         0.001       
16          2         int64     min       t         12.761600         0.001         0.002       
32          4         int64     min       t         12.902400         0.002         0.004       
64          8         int64     min       t         14.540800         0.004         0.008       
128         16        int64     min       t         17.894401         0.007         0.013       
256         32        int64     min       t         24.217600         0.011         0.018       
512         64        int64     min       t         36.607999         0.014         0.024       
1024        128       int64     min       t         61.740798         0.017         0.029       
2048        256       int64     min       t         111.308801        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       t         12.787201         0.001         0.001       
16          2         int64     max       t         12.716800         0.001         0.002       
32          4         int64     max       t         12.774400         0.003         0.004       
64          8         int64     max       t         14.457600         0.004         0.008       
128         16        int64     max       t         19.283199         0.007         0.012       
256         32        int64     max       t         24.166401         0.011         0.019       
512         64        int64     max       t         35.763201         0.014         0.025       
1024        128       int64     max       t         60.320002         0.017         0.030       
2048        256       int64     max       t         111.142397        0.018         0.032       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         12.972800         0.000         0.001       
8           2         int32     sum       w         12.768000         0.001         0.001       
16          4         int32     sum       w         12.691200         0.001         0.002       
32          8         int32     sum       w         12.659200         0.003         0.004       
64          16        int32     sum       w         12.883200         0.005         0.009       
128         32        int32     sum       w         12.729600         0.010         0.018       
256         64        int32     sum       w         14.425600         0.018         0.031       
512         128       int32     sum       w         15.929601         0.032         0.056       
1024        256       int32     sum       w         19.424000         0.053         0.092       
2048        512       int32     sum       w         29.235199         0.070         0.123       
4096        1024      int32     sum       w         44.006401         0.093         0.163       
8192        2048      int32     sum       w         73.312002         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         12.608001         0.000         0.001       
8           2         int32     prod      w         14.201599         0.001         0.001       
16          4         int32     prod      w         13.792001         0.001         0.002       
32          8         int32     prod      w         14.393599         0.002         0.004       
64          16        int32     prod      w         12.870400         0.005         0.009       
128         32        int32     prod      w         14.252800         0.009         0.016       
256         64        int32     prod      w         14.252800         0.018         0.031       
512         128       int32     prod      w         16.051200         0.032         0.056       
1024        256       int32     prod      w         19.584000         0.052         0.092       
2048        512       int32     prod      w         29.145601         0.070         0.123       
4096        1024      int32     prod      w         43.833601         0.093         0.164       
8192        2048      int32     prod      w         73.305601         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         12.940800         0.000         0.001       
8           2         int32     and       w         12.915200         0.001         0.001       
16          4         int32     and       w         12.537600         0.001         0.002       
32          8         int32     and       w         12.812801         0.002         0.004       
64          16        int32     and       w         12.639999         0.005         0.009       
128         32        int32     and       w         12.825599         0.010         0.017       
256         64        int32     and       w         14.585599         0.018         0.031       
512         128       int32     and       w         16.121601         0.032         0.056       
1024        256       int32     and       w         19.328000         0.053         0.093       
2048        512       int32     and       w         29.017600         0.071         0.124       
4096        1024      int32     and       w         43.852800         0.093         0.163       
8192        2048      int32     and       w         73.190397         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         14.233600         0.000         0.000       
8           2         int32     or        w         12.691200         0.001         0.001       
16          4         int32     or        w         12.844799         0.001         0.002       
32          8         int32     or        w         12.851200         0.002         0.004       
64          16        int32     or        w         12.710400         0.005         0.009       
128         32        int32     or        w         12.639999         0.010         0.018       
256         64        int32     or        w         14.393599         0.018         0.031       
512         128       int32     or        w         16.217600         0.032         0.055       
1024        256       int32     or        w         19.353600         0.053         0.093       
2048        512       int32     or        w         29.087999         0.070         0.123       
4096        1024      int32     or        w         43.820801         0.093         0.164       
8192        2048      int32     or        w         75.616002         0.108         0.190       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         12.614401         0.000         0.001       
8           2         int32     xor       w         12.934400         0.001         0.001       
16          4         int32     xor       w         12.672000         0.001         0.002       
32          8         int32     xor       w         12.499200         0.003         0.004       
64          16        int32     xor       w         12.569600         0.005         0.009       
128         32        int32     xor       w         12.563200         0.010         0.018       
256         64        int32     xor       w         14.188799         0.018         0.032       
512         128       int32     xor       w         15.756799         0.032         0.057       
1024        256       int32     xor       w         20.601600         0.050         0.087       
2048        512       int32     xor       w         28.902400         0.071         0.124       
4096        1024      int32     xor       w         43.827200         0.093         0.164       
8192        2048      int32     xor       w         73.139203         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         14.054400         0.000         0.000       
8           2         int32     min       w         14.406399         0.001         0.001       
16          4         int32     min       w         12.428800         0.001         0.002       
32          8         int32     min       w         14.291200         0.002         0.004       
64          16        int32     min       w         12.691200         0.005         0.009       
128         32        int32     min       w         12.435200         0.010         0.018       
256         64        int32     min       w         14.214399         0.018         0.032       
512         128       int32     min       w         15.795200         0.032         0.057       
1024        256       int32     min       w         19.238400         0.053         0.093       
2048        512       int32     min       w         33.990401         0.060         0.105       
4096        1024      int32     min       w         43.571201         0.094         0.165       
8192        2048      int32     min       w         73.132801         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         12.582400         0.000         0.001       
8           2         int32     max       w         14.169601         0.001         0.001       
16          4         int32     max       w         12.371200         0.001         0.002       
32          8         int32     max       w         12.524800         0.003         0.004       
64          16        int32     max       w         12.492800         0.005         0.009       
128         32        int32     max       w         12.627199         0.010         0.018       
256         64        int32     max       w         14.310400         0.018         0.031       
512         128       int32     max       w         15.673600         0.033         0.057       
1024        256       int32     max       w         19.187200         0.053         0.093       
2048        512       int32     max       w         28.844801         0.071         0.124       
4096        1024      int32     max       w         43.660799         0.094         0.164       
8192        2048      int32     max       w         73.068798         0.112         0.196       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         12.377600         0.001         0.001       
16          2         int64     sum       w         12.512000         0.001         0.002       
32          4         int64     sum       w         14.099200         0.002         0.004       
64          8         int64     sum       w         14.118400         0.005         0.008       
128         16        int64     sum       w         14.291200         0.009         0.016       
256         32        int64     sum       w         12.454400         0.021         0.036       
512         64        int64     sum       w         15.763199         0.032         0.057       
1024        128       int64     sum       w         15.750401         0.065         0.114       
2048        256       int64     sum       w         20.755200         0.099         0.173       
4096        512       int64     sum       w         28.992000         0.141         0.247       
8192        1024      int64     sum       w         43.686399         0.188         0.328       
16384       2048      int64     sum       w         76.275200         0.215         0.376       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         14.003199         0.001         0.001       
16          2         int64     prod      w         12.672000         0.001         0.002       
32          4         int64     prod      w         12.576000         0.003         0.004       
64          8         int64     prod      w         12.537600         0.005         0.009       
128         16        int64     prod      w         15.788800         0.008         0.014       
256         32        int64     prod      w         12.563200         0.020         0.036       
512         64        int64     prod      w         14.214399         0.036         0.063       
1024        128       int64     prod      w         15.974399         0.064         0.112       
2048        256       int64     prod      w         20.588800         0.099         0.174       
4096        512       int64     prod      w         28.793600         0.142         0.249       
8192        1024      int64     prod      w         43.609601         0.188         0.329       
16384       2048      int64     prod      w         74.886400         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         12.608001         0.001         0.001       
16          2         int64     and       w         12.537600         0.001         0.002       
32          4         int64     and       w         12.576000         0.003         0.004       
64          8         int64     and       w         14.124800         0.005         0.008       
128         16        int64     and       w         14.278400         0.009         0.016       
256         32        int64     and       w         12.499200         0.020         0.036       
512         64        int64     and       w         14.207999         0.036         0.063       
1024        128       int64     and       w         17.343999         0.059         0.103       
2048        256       int64     and       w         20.800000         0.098         0.172       
4096        512       int64     and       w         29.017600         0.141         0.247       
8192        1024      int64     and       w         43.680000         0.188         0.328       
16384       2048      int64     and       w         74.764800         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         12.473600         0.001         0.001       
16          2         int64     or        w         12.704000         0.001         0.002       
32          4         int64     or        w         14.342400         0.002         0.004       
64          8         int64     or        w         14.092800         0.005         0.008       
128         16        int64     or        w         12.761600         0.010         0.018       
256         32        int64     or        w         12.448000         0.021         0.036       
512         64        int64     or        w         14.265600         0.036         0.063       
1024        128       int64     or        w         15.769599         0.065         0.114       
2048        256       int64     or        w         20.768000         0.099         0.173       
4096        512       int64     or        w         28.940800         0.142         0.248       
8192        1024      int64     or        w         43.577600         0.188         0.329       
16384       2048      int64     or        w         74.912000         0.219         0.383       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         14.092800         0.001         0.001       
16          2         int64     xor       w         12.563200         0.001         0.002       
32          4         int64     xor       w         12.883200         0.002         0.004       
64          8         int64     xor       w         12.371200         0.005         0.009       
128         16        int64     xor       w         12.620801         0.010         0.018       
256         32        int64     xor       w         12.550400         0.020         0.036       
512         64        int64     xor       w         14.124800         0.036         0.063       
1024        128       int64     xor       w         15.756799         0.065         0.114       
2048        256       int64     xor       w         20.748800         0.099         0.173       
4096        512       int64     xor       w         28.832000         0.142         0.249       
8192        1024      int64     xor       w         43.763199         0.187         0.328       
16384       2048      int64     xor       w         74.752003         0.219         0.384       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         12.499200         0.001         0.001       
16          2         int64     min       w         12.524800         0.001         0.002       
32          4         int64     min       w         12.678400         0.003         0.004       
64          8         int64     min       w         12.697600         0.005         0.009       
128         16        int64     min       w         12.595201         0.010         0.018       
256         32        int64     min       w         12.569600         0.020         0.036       
512         64        int64     min       w         14.176001         0.036         0.063       
1024        128       int64     min       w         16.025600         0.064         0.112       
2048        256       int64     min       w         20.678400         0.099         0.173       
4096        512       int64     min       w         28.889599         0.142         0.248       
8192        1024      int64     min       w         43.705601         0.187         0.328       
16384       2048      int64     min       w         76.403201         0.214         0.375       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         14.080000         0.001         0.001       
16          2         int64     max       w         12.518400         0.001         0.002       
32          4         int64     max       w         12.524800         0.003         0.004       
64          8         int64     max       w         13.209599         0.005         0.008       
128         16        int64     max       w         12.582400         0.010         0.018       
256         32        int64     max       w         14.310400         0.018         0.031       
512         64        int64     max       w         14.041600         0.036         0.064       
1024        128       int64     max       w         17.420800         0.059         0.103       
2048        256       int64     max       w         20.761600         0.099         0.173       
4096        512       int64     max       w         28.966400         0.141         0.247       
8192        1024      int64     max       w         43.769601         0.187         0.328       
16384       2048      int64     max       w         76.352000         0.215         0.376       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         14.291200         0.000         0.000       
8           2         int32     sum       b         7.609600          0.001         0.002       
16          4         int32     sum       b         7.788800          0.002         0.004       
32          8         int32     sum       b         7.788800          0.004         0.007       
64          16        int32     sum       b         7.680000          0.008         0.015       
128         32        int32     sum       b         7.782400          0.016         0.029       
256         64        int32     sum       b         7.929600          0.032         0.056       
512         128       int32     sum       b         8.083200          0.063         0.111       
1024        256       int32     sum       b         9.696000          0.106         0.185       
2048        512       int32     sum       b         12.537600         0.163         0.286       
4096        1024      int32     sum       b         17.484801         0.234         0.410       
8192        2048      int32     sum       b         22.438399         0.365         0.639       
16384       4096      int32     sum       b         56.774402         0.289         0.505       
32768       8192      int32     sum       b         105.990398        0.309         0.541       
65536       16384     int32     sum       b         205.862403        0.318         0.557       
131072      32768     int32     sum       b         409.049606        0.320         0.561       
262144      65536     int32     sum       b         815.353584        0.322         0.563       
524288      131072    int32     sum       b         1624.902344       0.323         0.565       
1048576     262144    int32     sum       b         3235.283279       0.324         0.567       
2097152     524288    int32     sum       b         6466.207886       0.324         0.568       
4194304     1048576   int32     sum       b         12933.010864      0.324         0.568       
8388608     2097152   int32     sum       b         25850.668335      0.325         0.568       
16777216    4194304   int32     sum       b         53509.704590      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         14.585599         0.000         0.000       
8           2         int32     prod      b         7.859200          0.001         0.002       
16          4         int32     prod      b         7.622400          0.002         0.004       
32          8         int32     prod      b         7.737600          0.004         0.007       
64          16        int32     prod      b         7.731200          0.008         0.014       
128         32        int32     prod      b         7.590400          0.017         0.030       
256         64        int32     prod      b         7.667200          0.033         0.058       
512         128       int32     prod      b         7.488000          0.068         0.120       
1024        256       int32     prod      b         9.235200          0.111         0.194       
2048        512       int32     prod      b         12.704000         0.161         0.282       
4096        1024      int32     prod      b         19.084799         0.215         0.376       
8192        2048      int32     prod      b         22.297600         0.367         0.643       
16384       4096      int32     prod      b         56.787199         0.289         0.505       
32768       8192      int32     prod      b         105.945599        0.309         0.541       
65536       16384     int32     prod      b         615.590382        0.106         0.186       
131072      32768     int32     prod      b         410.700798        0.319         0.558       
262144      65536     int32     prod      b         815.206432        0.322         0.563       
524288      131072    int32     prod      b         1624.716759       0.323         0.565       
1048576     262144    int32     prod      b         3236.991882       0.324         0.567       
2097152     524288    int32     prod      b         6477.772522       0.324         0.567       
4194304     1048576   int32     prod      b         12937.702942      0.324         0.567       
8388608     2097152   int32     prod      b         25886.227417      0.324         0.567       
16777216    4194304   int32     prod      b         53534.197998      0.313         0.548       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         15.987200         0.000         0.000       
8           2         int32     and       b         7.590400          0.001         0.002       
16          4         int32     and       b         7.628800          0.002         0.004       
32          8         int32     and       b         7.558400          0.004         0.007       
64          16        int32     and       b         7.577600          0.008         0.015       
128         32        int32     and       b         7.782400          0.016         0.029       
256         64        int32     and       b         7.680000          0.033         0.058       
512         128       int32     and       b         7.648000          0.067         0.117       
1024        256       int32     and       b         9.164800          0.112         0.196       
2048        512       int32     and       b         12.454400         0.164         0.288       
4096        1024      int32     and       b         17.472000         0.234         0.410       
8192        2048      int32     and       b         22.470400         0.365         0.638       
16384       4096      int32     and       b         56.774402         0.289         0.505       
32768       8192      int32     and       b         105.907202        0.309         0.541       
65536       16384     int32     and       b         205.913591        0.318         0.557       
131072      32768     int32     and       b         410.771179        0.319         0.558       
262144      65536     int32     and       b         815.366364        0.322         0.563       
524288      131072    int32     and       b         1622.988892       0.323         0.565       
1048576     262144    int32     and       b         3238.470459       0.324         0.567       
2097152     524288    int32     and       b         6466.291046       0.324         0.568       
4194304     1048576   int32     and       b         12936.114502      0.324         0.567       
8388608     2097152   int32     and       b         25855.117798      0.324         0.568       
16777216    4194304   int32     and       b         53496.496582      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         15.827200         0.000         0.000       
8           2         int32     or        b         7.680000          0.001         0.002       
16          4         int32     or        b         7.609600          0.002         0.004       
32          8         int32     or        b         7.699200          0.004         0.007       
64          16        int32     or        b         7.654400          0.008         0.015       
128         32        int32     or        b         7.641600          0.017         0.029       
256         64        int32     or        b         7.616000          0.034         0.059       
512         128       int32     or        b         7.987200          0.064         0.112       
1024        256       int32     or        b         9.184000          0.111         0.195       
2048        512       int32     or        b         12.396800         0.165         0.289       
4096        1024      int32     or        b         19.136000         0.214         0.375       
8192        2048      int32     or        b         22.464000         0.365         0.638       
16384       4096      int32     or        b         56.780797         0.289         0.505       
32768       8192      int32     or        b         105.849600        0.310         0.542       
65536       16384     int32     or        b         205.836797        0.318         0.557       
131072      32768     int32     or        b         409.126377        0.320         0.561       
262144      65536     int32     or        b         813.785553        0.322         0.564       
524288      131072    int32     or        b         1621.580887       0.323         0.566       
1048576     262144    int32     or        b         3231.910324       0.324         0.568       
2097152     524288    int32     or        b         6467.711639       0.324         0.567       
4194304     1048576   int32     or        b         12921.081543      0.325         0.568       
8388608     2097152   int32     or        b         25842.138672      0.325         0.568       
16777216    4194304   int32     or        b         53436.126709      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         15.808000         0.000         0.000       
8           2         int32     xor       b         7.699200          0.001         0.002       
16          4         int32     xor       b         7.731200          0.002         0.004       
32          8         int32     xor       b         7.590400          0.004         0.007       
64          16        int32     xor       b         7.718400          0.008         0.015       
128         32        int32     xor       b         7.616000          0.017         0.029       
256         64        int32     xor       b         7.628800          0.034         0.059       
512         128       int32     xor       b         7.456000          0.069         0.120       
1024        256       int32     xor       b         9.388800          0.109         0.191       
2048        512       int32     xor       b         14.060800         0.146         0.255       
4096        1024      int32     xor       b         17.580800         0.233         0.408       
8192        2048      int32     xor       b         23.974399         0.342         0.598       
16384       4096      int32     xor       b         56.748801         0.289         0.505       
32768       8192      int32     xor       b         107.584000        0.305         0.533       
65536       16384     int32     xor       b         205.772805        0.318         0.557       
131072      32768     int32     xor       b         409.024000        0.320         0.561       
262144      65536     int32     xor       b         813.696003        0.322         0.564       
524288      131072    int32     xor       b         1621.510315       0.323         0.566       
1048576     262144    int32     xor       b         3235.283279       0.324         0.567       
2097152     524288    int32     xor       b         6464.454651       0.324         0.568       
4194304     1048576   int32     xor       b         12928.134155      0.324         0.568       
8388608     2097152   int32     xor       b         25846.847534      0.325         0.568       
16777216    4194304   int32     xor       b         53496.551514      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         15.820800         0.000         0.000       
8           2         int32     min       b         7.571200          0.001         0.002       
16          4         int32     min       b         7.532800          0.002         0.004       
32          8         int32     min       b         7.603200          0.004         0.007       
64          16        int32     min       b         7.718400          0.008         0.015       
128         32        int32     min       b         7.788800          0.016         0.029       
256         64        int32     min       b         7.500800          0.034         0.060       
512         128       int32     min       b         7.526400          0.068         0.119       
1024        256       int32     min       b         9.228800          0.111         0.194       
2048        512       int32     min       b         12.646399         0.162         0.283       
4096        1024      int32     min       b         17.683201         0.232         0.405       
8192        2048      int32     min       b         22.431999         0.365         0.639       
16384       4096      int32     min       b         56.646401         0.289         0.506       
32768       8192      int32     min       b         105.932796        0.309         0.541       
65536       16384     int32     min       b         207.654405        0.316         0.552       
131072      32768     int32     min       b         410.816002        0.319         0.558       
262144      65536     int32     min       b         815.308762        0.322         0.563       
524288      131072    int32     min       b         1622.956848       0.323         0.565       
1048576     262144    int32     min       b         3233.683014       0.324         0.567       
2097152     524288    int32     min       b         6467.852783       0.324         0.567       
4194304     1048576   int32     min       b         12924.826050      0.325         0.568       
8388608     2097152   int32     min       b         25856.762695      0.324         0.568       
16777216    4194304   int32     min       b         53460.992432      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       b         14.259200         0.000         0.000       
8           2         int32     max       b         7.756800          0.001         0.002       
16          4         int32     max       b         7.532800          0.002         0.004       
32          8         int32     max       b         7.584000          0.004         0.007       
64          16        int32     max       b         7.507200          0.009         0.015       
128         32        int32     max       b         7.756800          0.017         0.029       
256         64        int32     max       b         7.648000          0.033         0.059       
512         128       int32     max       b         7.635200          0.067         0.117       
1024        256       int32     max       b         9.222400          0.111         0.194       
2048        512       int32     max       b         12.345600         0.166         0.290       
4096        1024      int32     max       b         17.593600         0.233         0.407       
8192        2048      int32     max       b         22.892800         0.358         0.626       
16384       4096      int32     max       b         56.780797         0.289         0.505       
