Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
16          4         int32     min       b         6.233600          0.003         0.004       
32          8         int32     min       b         7.033600          0.005         0.008       
64          16        int32     min       b         6.300800          0.010         0.018       
128         32        int32     min       b         6.284800          0.020         0.036       
256         64        int32     min       b         6.195200          0.041         0.072       
512         128       int32     min       b         6.982400          0.073         0.128       
1024        256       int32     min       b         8.636800          0.119         0.207       
2048        512       int32     min       b         11.152000         0.184         0.321       
4096        1024      int32     min       b         16.915201         0.242         0.424       
8192        2048      int32     min       b         21.011201         0.390         0.682       
16384       4096      int32     min       b         56.233603         0.291         0.510       
32768       8192      int32     min       b         103.753603        0.316         0.553       
65536       16384     int32     min       b         205.308795        0.319         0.559       
131072      32768     int32     min       b         406.848001        0.322         0.564       
262144      65536     int32     min       b         812.252808        0.323         0.565       
524288      131072    int32     min       b         1619.209671       0.324         0.567       
1048576     262144    int32     min       b         3234.723282       0.324         0.567       
2097152     524288    int32     min       b         6464.099121       0.324         0.568       
4194304     1048576   int32     min       b         12923.432922      0.325         0.568       
8388608     2097152   int32     min       b         25840.896606      0.325         0.568       
16777216    4194304   int32     min       b         53456.622314      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       b         13.711999         0.000         0.001       
8           2         int32     max       b         7.065600          0.001         0.002       
16          4         int32     max       b         6.262400          0.003         0.004       
32          8         int32     max       b         7.027200          0.005         0.008       
64          16        int32     max       b         6.252800          0.010         0.018       
128         32        int32     max       b         6.227200          0.021         0.036       
256         64        int32     max       b         6.265600          0.041         0.072       
512         128       int32     max       b         6.268800          0.082         0.143       
1024        256       int32     max       b         8.630400          0.119         0.208       
2048        512       int32     max       b         11.065600         0.185         0.324       
4096        1024      int32     max       b         16.947199         0.242         0.423       
8192        2048      int32     max       b         21.782400         0.376         0.658       
16384       4096      int32     max       b         57.007998         0.287         0.503       
32768       8192      int32     max       b         104.483199        0.314         0.549       
65536       16384     int32     max       b         205.315208        0.319         0.559       
131072      32768     int32     max       b         407.619190        0.322         0.563       
262144      65536     int32     max       b         810.688019        0.323         0.566       
524288      131072    int32     max       b         1616.736031       0.324         0.568       
1048576     262144    int32     max       b         3231.382370       0.324         0.568       
2097152     524288    int32     max       b         6457.379150       0.325         0.568       
4194304     1048576   int32     max       b         12913.555908      0.325         0.568       
8388608     2097152   int32     max       b         25818.469238      0.325         0.569       
16777216    4194304   int32     max       b         53416.564941      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       b         13.603200         0.001         0.001       
16          2         int64     sum       b         6.246400          0.003         0.004       
32          4         int64     sum       b         6.284800          0.005         0.009       
64          8         int64     sum       b         6.268800          0.010         0.018       
128         16        int64     sum       b         6.262400          0.020         0.036       
256         32        int64     sum       b         6.256000          0.041         0.072       
512         64        int64     sum       b         7.075200          0.072         0.127       
1024        128       int64     sum       b         8.700800          0.118         0.206       
2048        256       int64     sum       b         11.187200         0.183         0.320       
4096        512       int64     sum       b         15.232000         0.269         0.471       
8192        1024      int64     sum       b         17.635199         0.465         0.813       
16384       2048      int64     sum       b         21.779200         0.752         1.316       
32768       4096      int64     sum       b         80.070400         0.409         0.716       
65536       8192      int64     sum       b         156.150401        0.420         0.734       
131072      16384     int64     sum       b         310.191989        0.423         0.739       
262144      32768     int64     sum       b         617.305613        0.425         0.743       
524288      65536     int64     sum       b         1230.128002       0.426         0.746       
1048576     131072    int64     sum       b         2459.014320       0.426         0.746       
2097152     262144    int64     sum       b         4909.974289       0.427         0.747       
4194304     524288    int64     sum       b         9817.795563       0.427         0.748       
8388608     1048576   int64     sum       b         19631.861877      0.427         0.748       
16777216    2097152   int64     sum       b         40538.812256      0.414         0.724       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      b         13.692801         0.001         0.001       
16          2         int64     prod      b         6.217600          0.003         0.005       
32          4         int64     prod      b         6.259200          0.005         0.009       
64          8         int64     prod      b         6.243200          0.010         0.018       
128         16        int64     prod      b         6.211200          0.021         0.036       
256         32        int64     prod      b         6.278400          0.041         0.071       
512         64        int64     prod      b         7.008000          0.073         0.128       
1024        128       int64     prod      b         8.729600          0.117         0.205       
2048        256       int64     prod      b         10.316800         0.199         0.347       
4096        512       int64     prod      b         15.260801         0.268         0.470       
8192        1024      int64     prod      b         17.715199         0.462         0.809       
16384       2048      int64     prod      b         22.662400         0.723         1.265       
32768       4096      int64     prod      b         79.926401         0.410         0.717       
65536       8192      int64     prod      b         156.979203        0.417         0.731       
131072      16384     int64     prod      b         311.840010        0.420         0.736       
262144      32768     int64     prod      b         619.836807        0.423         0.740       
524288      65536     int64     prod      b         1235.039997       0.425         0.743       
1048576     131072    int64     prod      b         2469.577599       0.425         0.743       
2097152     262144    int64     prod      b         4932.847977       0.425         0.744       
4194304     524288    int64     prod      b         9863.005066       0.425         0.744       
8388608     1048576   int64     prod      b         19718.354797      0.425         0.744       
16777216    2097152   int64     prod      b         40724.752808      0.412         0.721       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       b         13.862400         0.001         0.001       
16          2         int64     and       b         7.052800          0.002         0.004       
32          4         int64     and       b         6.896000          0.005         0.008       
64          8         int64     and       b         6.681600          0.010         0.017       
128         16        int64     and       b         7.027200          0.018         0.032       
256         32        int64     and       b         7.238400          0.035         0.062       
512         64        int64     and       b         7.616000          0.067         0.118       
1024        128       int64     and       b         8.691200          0.118         0.206       
2048        256       int64     and       b         10.371200         0.197         0.346       
4096        512       int64     and       b         15.216000         0.269         0.471       
8192        1024      int64     and       b         21.667200         0.378         0.662       
16384       2048      int64     and       b         24.752000         0.662         1.158       
32768       4096      int64     and       b         81.551999         0.402         0.703       
65536       8192      int64     and       b         156.368005        0.419         0.733       
131072      16384     int64     and       b         309.286404        0.424         0.742       
262144      32768     int64     and       b         612.480021        0.428         0.749       
524288      65536     int64     and       b         1220.284843       0.430         0.752       
1048576     131072    int64     and       b         2440.195274       0.430         0.752       
2097152     262144    int64     and       b         4871.513748       0.430         0.753       
4194304     524288    int64     and       b         9740.799713       0.431         0.754       
8388608     1048576   int64     and       b         19473.887634      0.431         0.754       
16777216    2097152   int64     and       b         40233.969116      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        b         13.641600         0.001         0.001       
16          2         int64     or        b         6.201600          0.003         0.005       
32          4         int64     or        b         6.230400          0.005         0.009       
64          8         int64     or        b         6.256000          0.010         0.018       
128         16        int64     or        b         6.275200          0.020         0.036       
256         32        int64     or        b         6.233600          0.041         0.072       
512         64        int64     or        b         6.976000          0.073         0.128       
1024        128       int64     or        b         8.688000          0.118         0.206       
2048        256       int64     or        b         10.329600         0.198         0.347       
4096        512       int64     or        b         15.187199         0.270         0.472       
8192        1024      int64     or        b         17.686400         0.463         0.811       
16384       2048      int64     or        b         21.827200         0.751         1.314       
32768       4096      int64     or        b         79.177600         0.414         0.724       
65536       8192      int64     or        b         155.276799        0.422         0.739       
131072      16384     int64     or        b         306.886411        0.427         0.747       
262144      32768     int64     or        b         611.609602        0.429         0.750       
524288      65536     int64     or        b         1218.617630       0.430         0.753       
1048576     131072    int64     or        b         2435.190392       0.431         0.754       
2097152     262144    int64     or        b         4867.356873       0.431         0.754       
4194304     524288    int64     or        b         9730.163574       0.431         0.754       
8388608     1048576   int64     or        b         19453.190613      0.431         0.755       
16777216    2097152   int64     or        b         40192.886353      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       b         13.558400         0.001         0.001       
16          2         int64     xor       b         6.220800          0.003         0.005       
32          4         int64     xor       b         7.062400          0.005         0.008       
64          8         int64     xor       b         6.227200          0.010         0.018       
128         16        int64     xor       b         6.160000          0.021         0.036       
256         32        int64     xor       b         6.272000          0.041         0.071       
512         64        int64     xor       b         6.995200          0.073         0.128       
1024        128       int64     xor       b         8.662400          0.118         0.207       
2048        256       int64     xor       b         10.307200         0.199         0.348       
4096        512       int64     xor       b         15.267199         0.268         0.470       
8192        1024      int64     xor       b         17.660800         0.464         0.812       
16384       2048      int64     xor       b         21.836799         0.750         1.313       
32768       4096      int64     xor       b         79.136002         0.414         0.725       
65536       8192      int64     xor       b         155.299199        0.422         0.738       
131072      16384     int64     xor       b         306.902409        0.427         0.747       
262144      32768     int64     xor       b         611.638403        0.429         0.750       
524288      65536     int64     xor       b         1217.798424       0.431         0.753       
1048576     131072    int64     xor       b         2437.622452       0.430         0.753       
2097152     262144    int64     xor       b         4871.424103       0.431         0.753       
4194304     524288    int64     xor       b         9735.910034       0.431         0.754       
8388608     1048576   int64     xor       b         19461.386108      0.431         0.754       
16777216    2097152   int64     xor       b         40217.529297      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       b         13.609600         0.001         0.001       
16          2         int64     min       b         6.272000          0.003         0.004       
32          4         int64     min       b         6.259200          0.005         0.009       
64          8         int64     min       b         6.262400          0.010         0.018       
128         16        int64     min       b         6.233600          0.021         0.036       
256         32        int64     min       b         6.211200          0.041         0.072       
512         64        int64     min       b         6.969600          0.073         0.129       
1024        128       int64     min       b         8.700800          0.118         0.206       
2048        256       int64     min       b         11.152000         0.184         0.321       
4096        512       int64     min       b         15.190400         0.270         0.472       
8192        1024      int64     min       b         17.648000         0.464         0.812       
16384       2048      int64     min       b         21.814400         0.751         1.314       
32768       4096      int64     min       b         79.891199         0.410         0.718       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
65536       8192      int64     min       b         156.915200        0.418         0.731       
131072      16384     int64     min       b         310.947204        0.422         0.738       
262144      32768     int64     min       b         619.856024        0.423         0.740       
524288      65536     int64     min       b         1234.230423       0.425         0.743       
1048576     131072    int64     min       b         2467.094421       0.425         0.744       
2097152     262144    int64     min       b         4929.817581       0.425         0.744       
4194304     524288    int64     min       b         9855.510712       0.426         0.745       
8388608     1048576   int64     min       b         19704.771423      0.426         0.745       
16777216    2097152   int64     min       b         40705.786133      0.412         0.721       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       b         13.616000         0.001         0.001       
16          2         int64     max       b         6.201600          0.003         0.005       
32          4         int64     max       b         6.204800          0.005         0.009       
64          8         int64     max       b         6.249600          0.010         0.018       
128         16        int64     max       b         6.217600          0.021         0.036       
256         32        int64     max       b         6.272000          0.041         0.071       
512         64        int64     max       b         7.049600          0.073         0.127       
1024        128       int64     max       b         8.720000          0.117         0.206       
2048        256       int64     max       b         11.110400         0.184         0.323       
4096        512       int64     max       b         15.244800         0.269         0.470       
8192        1024      int64     max       b         17.708801         0.463         0.810       
16384       2048      int64     max       b         21.795200         0.752         1.316       
32768       4096      int64     max       b         79.948801         0.410         0.717       
65536       8192      int64     max       b         156.940806        0.418         0.731       
131072      16384     int64     max       b         310.979199        0.421         0.738       
262144      32768     int64     max       b         619.801617        0.423         0.740       
524288      65536     int64     max       b         1234.188843       0.425         0.743       
1048576     131072    int64     max       b         2467.152023       0.425         0.744       
2097152     262144    int64     max       b         4929.632187       0.425         0.744       
4194304     524288    int64     max       b         9857.913971       0.425         0.745       
8388608     1048576   int64     max       b         19708.822632      0.426         0.745       
16777216    2097152   int64     max       b         40712.423706      0.412         0.721       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
