Runtime options after parsing command line arguments 
min_size: 4, max_size: 16777216, step_factor: 2, iterations: 50, warmup iterations: 20, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 0 device name: NVIDIA H200 bus id: 25 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 16777216, step_factor: 2, iterations: 50, warmup iterations: 20, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#shmem_get_bw_uni
size(B)     scope     BW (GB/sec)     
4           None      0.001854        
8           None      0.003795        
16          None      0.007569        
32          None      0.015138        
64          None      0.030377        
128         None      0.060809        
256         None      0.013576        
512         None      0.027469        
1024        None      0.053868        
2048        None      0.108309        
4096        None      0.216019        
8192        None      0.429098        
16384       None      0.860823        
32768       None      1.743157        
65536       None      3.456306        
131072      None      6.512338        
262144      None      12.838515       
524288      None      23.848618       
1048576     None      36.349113       
2097152     None      39.553864       
4194304     None      40.714695       
8388608     None      41.290840       
16777216    None      41.564308       
