Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 50, warmup iterations: 20, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
Size(Bytes) 		 BWGB/sec
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 50, warmup iterations: 20, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
#shmem_st_bw
size(B)     scope     BW (GB/sec)     
4           None      0.003043        
8           None      0.005852        
16          None      0.011526        
32          None      0.023180        
64          None      0.046318        
128         None      0.092166        
256         None      0.185443        
512         None      0.366972        
1024        None      0.735971        
2048        None      1.464531        
4096        None      2.938476        
8192        None      5.815538        
16384       None      11.479821       
32768       None      21.945992       
65536       None      43.279793       
131072      None      77.050415       
262144      None      126.889717      
524288      None      183.965851      
1048576     None      238.486160      
2097152     None      279.733643      
4194304     None      308.201660      
8388608     None      324.122772      
16777216    None      333.881836      
33554432    None      332.712250      
