# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: alltoall_perf
# nThread 1 nGpus 1 minBytes 128 maxBytes 1073741824 step: 2(factor) warmup iters: 50 iters: 100 agg iters: 1 validation: 0 graph: 10 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid  98155 on h200-bar-202-127 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid  98156 on h200-bar-202-127 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid  98157 on h200-bar-202-127 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid  98158 on h200-bar-202-127 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid  98159 on h200-bar-202-127 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid  98160 on h200-bar-202-127 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid  98161 on h200-bar-202-127 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid  98162 on h200-bar-202-127 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 1136751 on h200-bar-202-129 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 1136752 on h200-bar-202-129 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 1136753 on h200-bar-202-129 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 1136754 on h200-bar-202-129 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 1136755 on h200-bar-202-129 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 1136756 on h200-bar-202-129 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 1136757 on h200-bar-202-129 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 1136758 on h200-bar-202-129 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float    none      -1     0.02    0.00    0.00    N/A     0.00    0.00    0.00    N/A
         256             4     float    none      -1    31.43    0.01    0.01    N/A    30.96    0.01    0.01    N/A
         512             8     float    none      -1    30.90    0.02    0.02    N/A    31.04    0.02    0.02    N/A
        1024            16     float    none      -1    31.07    0.03    0.03    N/A    30.98    0.03    0.03    N/A
        2048            32     float    none      -1    30.90    0.07    0.06    N/A    30.90    0.07    0.06    N/A
        4096            64     float    none      -1    31.02    0.13    0.12    N/A    30.93    0.13    0.12    N/A
        8192           128     float    none      -1    31.08    0.26    0.25    N/A    30.88    0.27    0.25    N/A
       16384           256     float    none      -1    32.10    0.51    0.48    N/A    31.81    0.52    0.48    N/A
       32768           512     float    none      -1    32.89    1.00    0.93    N/A    32.94    0.99    0.93    N/A
       65536          1024     float    none      -1    32.65    2.01    1.88    N/A    32.53    2.01    1.89    N/A
      131072          2048     float    none      -1    35.45    3.70    3.47    N/A    35.37    3.71    3.47    N/A
      262144          4096     float    none      -1    40.97    6.40    6.00    N/A    40.59    6.46    6.05    N/A
      524288          8192     float    none      -1    50.11   10.46    9.81    N/A    49.55   10.58    9.92    N/A
     1048576         16384     float    none      -1    64.61   16.23   15.21    N/A    65.80   15.94   14.94    N/A
     2097152         32768     float    none      -1    94.30   22.24   20.85    N/A    92.41   22.69   21.27    N/A
     4194304         65536     float    none      -1   108.46   38.67   36.26    N/A   108.67   38.60   36.19    N/A
     8388608        131072     float    none      -1   160.91   52.13   48.87    N/A   155.06   54.10   50.72    N/A
    16777216        262144     float    none      -1   264.27   63.49   59.52    N/A   263.34   63.71   59.73    N/A
    33554432        524288     float    none      -1   442.34   75.86   71.12    N/A   442.39   75.85   71.11    N/A
    67108864       1048576     float    none      -1   796.04   84.30   79.03    N/A   794.17   84.50   79.22    N/A
   134217728       2097152     float    none      -1  1499.44   89.51   83.92    N/A  1500.79   89.43   83.84    N/A
   268435456       4194304     float    none      -1  2901.72   92.51   86.73    N/A  2902.34   92.49   86.71    N/A
   536870912       8388608     float    none      -1  5693.61   94.29   88.40    N/A  5692.55   94.31   88.42    N/A
  1073741824      16777216     float    none      -1  11266.3   95.31   89.35    N/A  11266.2   95.31   89.35    N/A
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 29.3134 
#
# Collective test concluded: alltoall_perf
#

