Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 0 device name: NVIDIA H200 bus id: 25 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#shmem_p_bw
size(B)     scope     BW (GB/sec)     
4           None      0.001136        
8           None      0.002488        
16          None      0.004912        
32          None      0.009588        
64          None      0.012384        
128         None      0.014055        
256         None      0.017821        
512         None      0.019279        
1024        None      0.019565        
2048        None      0.020542        
4096        None      0.020668        
8192        None      0.020783        
16384       None      0.020785        
32768       None      0.020821        
65536       None      0.020850        
131072      None      0.020811        
262144      None      0.020770        
524288      None      0.020719        
1048576     None      0.020749        
2097152     None      0.020752        
4194304     None      0.020701        
8388608     None      0.020758        
16777216    None      0.020767        
33554432    None      0.020766        
