Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
32768       8192      int32     max       b         104.499197        0.314         0.549       
65536       16384     int32     max       b         206.073594        0.318         0.557       
131072      32768     int32     max       b         407.756805        0.321         0.563       
262144      65536     int32     max       b         809.152031        0.324         0.567       
524288      131072    int32     max       b         1613.254356       0.325         0.569       
1048576     262144    int32     max       b         3220.844650       0.326         0.570       
2097152     524288    int32     max       b         6431.974030       0.326         0.571       
4194304     1048576   int32     max       b         12870.988464      0.326         0.570       
8388608     2097152   int32     max       b         25714.605713      0.326         0.571       
16777216    4194304   int32     max       b         53434.399414      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       b         14.604799         0.001         0.001       
16          2         int64     sum       b         7.884800          0.002         0.004       
32          4         int64     sum       b         7.948800          0.004         0.007       
64          8         int64     sum       b         7.865600          0.008         0.014       
128         16        int64     sum       b         7.801600          0.016         0.029       
256         32        int64     sum       b         8.857600          0.029         0.051       
512         64        int64     sum       b         7.744000          0.066         0.116       
1024        128       int64     sum       b         9.683200          0.106         0.185       
2048        256       int64     sum       b         11.148800         0.184         0.321       
4096        512       int64     sum       b         16.159999         0.253         0.444       
8192        1024      int64     sum       b         19.116800         0.429         0.750       
16384       2048      int64     sum       b         22.534400         0.727         1.272       
32768       4096      int64     sum       b         79.929602         0.410         0.717       
65536       8192      int64     sum       b         157.043195        0.417         0.730       
131072      16384     int64     sum       b         309.004807        0.424         0.742       
262144      32768     int64     sum       b         613.964796        0.427         0.747       
524288      65536     int64     sum       b         1225.247955       0.428         0.749       
1048576     131072    int64     sum       b         2447.545624       0.428         0.750       
2097152     262144    int64     sum       b         4877.126312       0.430         0.752       
4194304     524288    int64     sum       b         9764.717102       0.430         0.752       
8388608     1048576   int64     sum       b         19503.526306      0.430         0.753       
16777216    2097152   int64     sum       b         40469.662476      0.415         0.725       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      b         14.700800         0.001         0.001       
16          2         int64     prod      b         7.955200          0.002         0.004       
32          4         int64     prod      b         7.955200          0.004         0.007       
64          8         int64     prod      b         7.878400          0.008         0.014       
128         16        int64     prod      b         7.897600          0.016         0.028       
256         32        int64     prod      b         7.923200          0.032         0.057       
512         64        int64     prod      b         7.718400          0.066         0.116       
1024        128       int64     prod      b         9.420800          0.109         0.190       
2048        256       int64     prod      b         11.065600         0.185         0.324       
4096        512       int64     prod      b         16.230400         0.252         0.442       
8192        1024      int64     prod      b         19.347200         0.423         0.741       
16384       2048      int64     prod      b         22.553600         0.726         1.271       
32768       4096      int64     prod      b         81.375998         0.403         0.705       
65536       8192      int64     prod      b         156.953597        0.418         0.731       
131072      16384     int64     prod      b         311.014390        0.421         0.738       
262144      32768     int64     prod      b         617.446423        0.425         0.743       
524288      65536     int64     prod      b         1231.744003       0.426         0.745       
1048576     131072    int64     prod      b         2456.339264       0.427         0.747       
2097152     262144    int64     prod      b         4903.590393       0.428         0.748       
4194304     524288    int64     prod      b         9809.094238       0.428         0.748       
8388608     1048576   int64     prod      b         19595.269775      0.428         0.749       
16777216    2097152   int64     prod      b         40640.267944      0.413         0.722       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       b         14.316800         0.001         0.001       
16          2         int64     and       b         7.846400          0.002         0.004       
32          4         int64     and       b         7.961600          0.004         0.007       
64          8         int64     and       b         8.000000          0.008         0.014       
128         16        int64     and       b         7.814400          0.016         0.029       
256         32        int64     and       b         7.961600          0.032         0.056       
512         64        int64     and       b         7.795200          0.066         0.115       
1024        128       int64     and       b         9.664000          0.106         0.185       
2048        256       int64     and       b         11.168000         0.183         0.321       
4096        512       int64     and       b         16.044800         0.255         0.447       
8192        1024      int64     and       b         17.593600         0.466         0.815       
16384       2048      int64     and       b         22.483200         0.729         1.275       
32768       4096      int64     and       b         79.852802         0.410         0.718       
65536       8192      int64     and       b         155.334401        0.422         0.738       
131072      16384     int64     and       b         306.118393        0.428         0.749       
262144      32768     int64     and       b         611.199999        0.429         0.751       
524288      65536     int64     and       b         1215.110397       0.431         0.755       
1048576     131072    int64     and       b         2426.092720       0.432         0.756       
2097152     262144    int64     and       b         4846.099091       0.433         0.757       
4194304     524288    int64     and       b         9687.487793       0.433         0.758       
8388608     1048576   int64     and       b         19350.892639      0.433         0.759       
16777216    2097152   int64     and       b         40157.925415      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        b         14.476800         0.001         0.001       
16          2         int64     or        b         7.948800          0.002         0.004       
32          4         int64     or        b         7.795200          0.004         0.007       
64          8         int64     or        b         7.904000          0.008         0.014       
128         16        int64     or        b         6.515200          0.020         0.034       
256         32        int64     or        b         7.897600          0.032         0.057       
512         64        int64     or        b         7.737600          0.066         0.116       
1024        128       int64     or        b         10.118400         0.101         0.177       
2048        256       int64     or        b         11.232000         0.182         0.319       
4096        512       int64     or        b         16.032000         0.255         0.447       
8192        1024      int64     or        b         19.206400         0.427         0.746       
16384       2048      int64     or        b         22.489600         0.729         1.275       
32768       4096      int64     or        b         79.910398         0.410         0.718       
65536       8192      int64     or        b         155.372798        0.422         0.738       
131072      16384     int64     or        b         307.584000        0.426         0.746       
262144      32768     int64     or        b         609.196806        0.430         0.753       
524288      65536     int64     or        b         1215.238380       0.431         0.755       
1048576     131072    int64     or        b         2424.614334       0.432         0.757       
2097152     262144    int64     or        b         4844.281769       0.433         0.758       
4194304     524288    int64     or        b         9690.943909       0.433         0.757       
8388608     1048576   int64     or        b         19354.386902      0.433         0.758       
16777216    2097152   int64     or        b         40180.026245      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       b         14.457600         0.001         0.001       
16          2         int64     xor       b         7.859200          0.002         0.004       
32          4         int64     xor       b         7.756800          0.004         0.007       
64          8         int64     xor       b         7.769600          0.008         0.014       
128         16        int64     xor       b         7.872000          0.016         0.028       
256         32        int64     xor       b         7.897600          0.032         0.057       
512         64        int64     xor       b         7.795200          0.066         0.115       
1024        128       int64     xor       b         9.318400          0.110         0.192       
2048        256       int64     xor       b         11.020800         0.186         0.325       
4096        512       int64     xor       b         15.974399         0.256         0.449       
8192        1024      int64     xor       b         19.174400         0.427         0.748       
16384       2048      int64     xor       b         22.623999         0.724         1.267       
32768       4096      int64     xor       b         80.403203         0.408         0.713       
65536       8192      int64     xor       b         155.276799        0.422         0.739       
131072      16384     int64     xor       b         305.971193        0.428         0.750       
262144      32768     int64     xor       b         609.075212        0.430         0.753       
524288      65536     int64     xor       b         1215.193558       0.431         0.755       
1048576     131072    int64     xor       b         2422.732735       0.433         0.757       
2097152     262144    int64     xor       b         4841.088104       0.433         0.758       
4194304     524288    int64     xor       b         9677.734375       0.433         0.758       
8388608     1048576   int64     xor       b         19334.381104      0.434         0.759       
16777216    2097152   int64     xor       b         40138.745117      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       b         14.528000         0.001         0.001       
16          2         int64     min       b         7.801600          0.002         0.004       
32          4         int64     min       b         7.801600          0.004         0.007       
64          8         int64     min       b         7.846400          0.008         0.014       
128         16        int64     min       b         7.769600          0.016         0.029       
256         32        int64     min       b         7.801600          0.033         0.057       
512         64        int64     min       b         7.718400          0.066         0.116       
1024        128       int64     min       b         9.491200          0.108         0.189       
2048        256       int64     min       b         11.084800         0.185         0.323       
4096        512       int64     min       b         16.019200         0.256         0.447       
8192        1024      int64     min       b         19.321600         0.424         0.742       
16384       2048      int64     min       b         24.160001         0.678         1.187       
32768       4096      int64     min       b         81.548798         0.402         0.703       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
65536       8192      int64     min       b         158.585596        0.413         0.723       
131072      16384     int64     min       b         310.931206        0.422         0.738       
262144      32768     int64     min       b         618.835211        0.424         0.741       
524288      65536     int64     min       b         1230.124760       0.426         0.746       
1048576     131072    int64     min       b         2455.564880       0.427         0.747       
2097152     262144    int64     min       b         4900.191879       0.428         0.749       
4194304     524288    int64     min       b         9802.349091       0.428         0.749       
8388608     1048576   int64     min       b         19581.715393      0.428         0.750       
16777216    2097152   int64     min       b         40620.928955      0.413         0.723       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       b         14.380801         0.001         0.001       
16          2         int64     max       b         7.980800          0.002         0.004       
32          4         int64     max       b         7.692800          0.004         0.007       
64          8         int64     max       b         7.878400          0.008         0.014       
128         16        int64     max       b         7.916800          0.016         0.028       
256         32        int64     max       b         7.872000          0.033         0.057       
512         64        int64     max       b         7.884800          0.065         0.114       
1024        128       int64     max       b         9.497600          0.108         0.189       
2048        256       int64     max       b         10.944000         0.187         0.327       
4096        512       int64     max       b         16.403200         0.250         0.437       
8192        1024      int64     max       b         19.168000         0.427         0.748       
16384       2048      int64     max       b         22.566400         0.726         1.271       
32768       4096      int64     max       b         81.459200         0.402         0.704       
65536       8192      int64     max       b         156.876802        0.418         0.731       
131072      16384     int64     max       b         310.892797        0.422         0.738       
262144      32768     int64     max       b         617.299223        0.425         0.743       
524288      65536     int64     max       b         1229.951954       0.426         0.746       
1048576     131072    int64     max       b         2457.132721       0.427         0.747       
2097152     262144    int64     max       b         4900.083160       0.428         0.749       
4194304     524288    int64     max       b         9805.657959       0.428         0.749       
8388608     1048576   int64     max       b         19591.609192      0.428         0.749       
16777216    2097152   int64     max       b         40641.735840      0.413         0.722       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
