# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: alltoall_perf
# nThread 1 nGpus 1 minBytes 128 maxBytes 1073741824 step: 2(factor) warmup iters: 50 iters: 100 agg iters: 1 validation: 0 graph: 10 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid  91720 on h200-bar-202-127 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid  91721 on h200-bar-202-127 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid  91722 on h200-bar-202-127 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid  91723 on h200-bar-202-127 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid  91724 on h200-bar-202-127 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid  91725 on h200-bar-202-127 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid  91726 on h200-bar-202-127 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid  91727 on h200-bar-202-127 device  7 [0000:e4:00] NVIDIA H200
#  Rank  8 Group  0 Pid 1130424 on h200-bar-202-129 device  0 [0000:19:00] NVIDIA H200
#  Rank  9 Group  0 Pid 1130425 on h200-bar-202-129 device  1 [0000:2d:00] NVIDIA H200
#  Rank 10 Group  0 Pid 1130426 on h200-bar-202-129 device  2 [0000:3f:00] NVIDIA H200
#  Rank 11 Group  0 Pid 1130427 on h200-bar-202-129 device  3 [0000:66:00] NVIDIA H200
#  Rank 12 Group  0 Pid 1130428 on h200-bar-202-129 device  4 [0000:9b:00] NVIDIA H200
#  Rank 13 Group  0 Pid 1130429 on h200-bar-202-129 device  5 [0000:ae:00] NVIDIA H200
#  Rank 14 Group  0 Pid 1130430 on h200-bar-202-129 device  6 [0000:bf:00] NVIDIA H200
#  Rank 15 Group  0 Pid 1130431 on h200-bar-202-129 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float    none      -1     0.03    0.00    0.00    N/A     0.00    0.00    0.00    N/A
         256             4     float    none      -1    30.83    0.01    0.01    N/A    30.40    0.01    0.01    N/A
         512             8     float    none      -1    30.31    0.02    0.02    N/A    30.22    0.02    0.02    N/A
        1024            16     float    none      -1    30.28    0.03    0.03    N/A    30.41    0.03    0.03    N/A
        2048            32     float    none      -1    30.44    0.07    0.06    N/A    30.56    0.07    0.06    N/A
        4096            64     float    none      -1    30.51    0.13    0.13    N/A    30.44    0.13    0.13    N/A
        8192           128     float    none      -1    30.51    0.27    0.25    N/A    30.55    0.27    0.25    N/A
       16384           256     float    none      -1    31.04    0.53    0.49    N/A    31.08    0.53    0.49    N/A
       32768           512     float    none      -1    32.63    1.00    0.94    N/A    32.75    1.00    0.94    N/A
       65536          1024     float    none      -1    32.57    2.01    1.89    N/A    32.47    2.02    1.89    N/A
      131072          2048     float    none      -1    35.30    3.71    3.48    N/A    35.08    3.74    3.50    N/A
      262144          4096     float    none      -1    40.90    6.41    6.01    N/A    40.57    6.46    6.06    N/A
      524288          8192     float    none      -1    50.02   10.48    9.83    N/A    49.87   10.51    9.86    N/A
     1048576         16384     float    none      -1    65.58   15.99   14.99    N/A    65.05   16.12   15.11    N/A
     2097152         32768     float    none      -1    94.19   22.26   20.87    N/A    93.99   22.31   20.92    N/A
     4194304         65536     float    none      -1   108.57   38.63   36.22    N/A   108.90   38.51   36.11    N/A
     8388608        131072     float    none      -1   157.95   53.11   49.79    N/A   154.68   54.23   50.84    N/A
    16777216        262144     float    none      -1   263.39   63.70   59.72    N/A   262.59   63.89   59.90    N/A
    33554432        524288     float    none      -1   443.16   75.72   70.98    N/A   441.19   76.05   71.30    N/A
    67108864       1048576     float    none      -1   796.08   84.30   79.03    N/A   792.64   84.67   79.37    N/A
   134217728       2097152     float    none      -1  1499.44   89.51   83.92    N/A  1497.44   89.63   84.03    N/A
   268435456       4194304     float    none      -1  2903.26   92.46   86.68    N/A  2901.02   92.53   86.75    N/A
   536870912       8388608     float    none      -1  5692.40   94.31   88.42    N/A  5693.66   94.29   88.40    N/A
  1073741824      16777216     float    none      -1  11271.3   95.26   89.31    N/A  11266.2   95.31   89.35    N/A
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 29.3412 
#
# Collective test concluded: alltoall_perf
#

