Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          16        int32     min       b         60.294402         0.001         0.001       
128         32        int32     min       b         60.592002         0.002         0.002       
256         64        int32     min       b         59.907198         0.004         0.004       
512         128       int32     min       b         60.371202         0.008         0.008       
1024        256       int32     min       b         60.912001         0.017         0.016       
2048        512       int32     min       b         60.879999         0.034         0.032       
4096        1024      int32     min       b         60.291201         0.068         0.064       
8192        2048      int32     min       b         60.259199         0.136         0.127       
16384       4096      int32     min       b         60.377598         0.271         0.254       
32768       8192      int32     min       b         60.025603         0.546         0.512       
65536       16384     int32     min       b         59.683198         1.098         1.029       
131072      32768     int32     min       b         60.416001         2.169         2.034       
262144      65536     int32     min       b         60.671997         4.321         4.051       
524288      131072    int32     min       b         60.393602         8.681         8.139       
1048576     262144    int32     min       b         60.307199         17.387        16.301      
2097152     524288    int32     min       b         60.390401         34.727        32.556      
4194304     1048576   int32     min       b         60.310400         69.545        65.199      
8388608     2097152   int32     min       b         60.383999         138.921       130.238     
16777216    4194304   int32     min       b         60.780799         276.028       258.776     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          16        int32     max       b         59.935999         0.001         0.001       
128         32        int32     max       b         60.332799         0.002         0.002       
256         64        int32     max       b         59.686399         0.004         0.004       
512         128       int32     max       b         59.929597         0.009         0.008       
1024        256       int32     max       b         59.945601         0.017         0.016       
2048        512       int32     max       b         60.207999         0.034         0.032       
4096        1024      int32     max       b         59.699202         0.069         0.064       
8192        2048      int32     max       b         59.308797         0.138         0.129       
16384       4096      int32     max       b         59.504002         0.275         0.258       
32768       8192      int32     max       b         59.792000         0.548         0.514       
65536       16384     int32     max       b         60.255998         1.088         1.020       
131072      32768     int32     max       b         60.083199         2.182         2.045       
262144      65536     int32     max       b         59.657598         4.394         4.120       
524288      131072    int32     max       b         60.137600         8.718         8.173       
1048576     262144    int32     max       b         60.294402         17.391        16.304      
2097152     524288    int32     max       b         59.961599         34.975        32.789      
4194304     1048576   int32     max       b         60.665601         69.138        64.817      
8388608     2097152   int32     max       b         60.233599         139.268       130.564     
16777216    4194304   int32     max       b         60.201597         278.684       261.266     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     sum       b         60.057598         0.002         0.002       
256         32        int64     sum       b         59.859198         0.004         0.004       
512         64        int64     sum       b         59.852803         0.009         0.008       
1024        128       int64     sum       b         61.119998         0.017         0.016       
2048        256       int64     sum       b         59.580803         0.034         0.032       
4096        512       int64     sum       b         60.083199         0.068         0.064       
8192        1024      int64     sum       b         59.439999         0.138         0.129       
16384       2048      int64     sum       b         60.867202         0.269         0.252       
32768       4096      int64     sum       b         60.099202         0.545         0.511       
65536       8192      int64     sum       b         59.820801         1.096         1.027       
131072      16384     int64     sum       b         59.420800         2.206         2.068       
262144      32768     int64     sum       b         59.916800         4.375         4.102       
524288      65536     int64     sum       b         59.916800         8.750         8.203       
1048576     131072    int64     sum       b         59.782398         17.540        16.444      
2097152     262144    int64     sum       b         59.731197         35.110        32.915      
4194304     524288    int64     sum       b         60.742402         69.051        64.735      
8388608     1048576   int64     sum       b         59.852803         140.154       131.394     
16777216    2097152   int64     sum       b         59.855998         280.293       262.775     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     prod      b         60.192001         0.002         0.002       
256         32        int64     prod      b         59.776002         0.004         0.004       
512         64        int64     prod      b         59.171200         0.009         0.008       
1024        128       int64     prod      b         59.798402         0.017         0.016       
2048        256       int64     prod      b         59.711999         0.034         0.032       
4096        512       int64     prod      b         60.067201         0.068         0.064       
8192        1024      int64     prod      b         60.067201         0.136         0.128       
16384       2048      int64     prod      b         59.452802         0.276         0.258       
32768       4096      int64     prod      b         59.625602         0.550         0.515       
65536       8192      int64     prod      b         59.574401         1.100         1.031       
131072      16384     int64     prod      b         59.968001         2.186         2.049       
262144      32768     int64     prod      b         59.846401         4.380         4.107       
524288      65536     int64     prod      b         60.112000         8.722         8.177       
1048576     131072    int64     prod      b         59.932798         17.496        16.402      
2097152     262144    int64     prod      b         59.206402         35.421        33.207      
4194304     524288    int64     prod      b         60.108799         69.779        65.417      
8388608     1048576   int64     prod      b         59.955198         139.915       131.170     
16777216    2097152   int64     prod      b         59.631997         281.346       263.762     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     and       b         60.454398         0.002         0.002       
256         32        int64     and       b         60.275197         0.004         0.004       
512         64        int64     and       b         60.243201         0.008         0.008       
1024        128       int64     and       b         59.990400         0.017         0.016       
2048        256       int64     and       b         59.212798         0.035         0.032       
4096        512       int64     and       b         59.939200         0.068         0.064       
8192        1024      int64     and       b         60.992002         0.134         0.126       
16384       2048      int64     and       b         60.211200         0.272         0.255       
32768       4096      int64     and       b         60.310400         0.543         0.509       
65536       8192      int64     and       b         59.603202         1.100         1.031       
131072      16384     int64     and       b         59.715199         2.195         2.058       
262144      32768     int64     and       b         59.961599         4.372         4.099       
524288      65536     int64     and       b         59.894401         8.754         8.206       
1048576     131072    int64     and       b         60.240000         17.407        16.319      
2097152     262144    int64     and       b         60.748798         34.522        32.364      
4194304     524288    int64     and       b         60.374397         69.472        65.130      
8388608     1048576   int64     and       b         59.788799         140.304       131.535     
16777216    2097152   int64     and       b         60.508800         277.269       259.940     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     or        b         59.923202         0.002         0.002       
256         32        int64     or        b         64.457601         0.004         0.004       
512         64        int64     or        b         59.779203         0.009         0.008       
1024        128       int64     or        b         60.192001         0.017         0.016       
2048        256       int64     or        b         60.159999         0.034         0.032       
4096        512       int64     or        b         60.351998         0.068         0.064       
8192        1024      int64     or        b         59.996802         0.137         0.128       
16384       2048      int64     or        b         61.043203         0.268         0.252       
32768       4096      int64     or        b         59.763199         0.548         0.514       
65536       8192      int64     or        b         59.996802         1.092         1.024       
131072      16384     int64     or        b         59.446400         2.205         2.067       
262144      32768     int64     or        b         59.734398         4.388         4.114       
524288      65536     int64     or        b         59.100801         8.871         8.317       
1048576     131072    int64     or        b         60.016000         17.472        16.380      
2097152     262144    int64     or        b         59.878403         35.024        32.835      
4194304     524288    int64     or        b         60.192001         69.682        65.327      
8388608     1048576   int64     or        b         59.667200         140.590       131.803     
16777216    2097152   int64     or        b         59.763199         280.728       263.183     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     xor       b         60.342401         0.002         0.002       
256         32        int64     xor       b         59.609598         0.004         0.004       
512         64        int64     xor       b         60.227197         0.009         0.008       
1024        128       int64     xor       b         59.983999         0.017         0.016       
2048        256       int64     xor       b         59.430403         0.034         0.032       
4096        512       int64     xor       b         60.108799         0.068         0.064       
8192        1024      int64     xor       b         59.555203         0.138         0.129       
16384       2048      int64     xor       b         60.502398         0.271         0.254       
32768       4096      int64     xor       b         60.054398         0.546         0.512       
65536       8192      int64     xor       b         60.297602         1.087         1.019       
131072      16384     int64     xor       b         59.903997         2.188         2.051       
262144      32768     int64     xor       b         61.804801         4.241         3.976       
524288      65536     int64     xor       b         60.227197         8.705         8.161       
1048576     131072    int64     xor       b         59.539199         17.612        16.511      
2097152     262144    int64     xor       b         59.539199         35.223        33.022      
4194304     524288    int64     xor       b         59.740800         70.208        65.820      
8388608     1048576   int64     xor       b         60.979199         137.565       128.967     
16777216    2097152   int64     xor       b         59.881598         280.173       262.662     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     min       b         60.284799         0.002         0.002       
256         32        int64     min       b         59.817600         0.004         0.004       
512         64        int64     min       b         60.883200         0.008         0.008       
1024        128       int64     min       b         60.412800         0.017         0.016       
2048        256       int64     min       b         59.759998         0.034         0.032       
4096        512       int64     min       b         60.604799         0.068         0.063       
8192        1024      int64     min       b         59.776002         0.137         0.128       
16384       2048      int64     min       b         60.207999         0.272         0.255       
32768       4096      int64     min       b         60.467201         0.542         0.508       
65536       8192      int64     min       b         60.073602         1.091         1.023       
131072      16384     int64     min       b         59.875202         2.189         2.052       
262144      32768     int64     min       b         60.272002         4.349         4.078       
524288      65536     int64     min       b         59.648001         8.790         8.240       
1048576     131072    int64     min       b         60.134399         17.437        16.347      
2097152     262144    int64     min       b         60.329598         34.762        32.589      
4194304     524288    int64     min       b         59.552002         70.431        66.029      
8388608     1048576   int64     min       b         61.014402         137.486       128.893     
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 8 mype_node: 0 device name: NVIDIA H200 bus id: 25 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 9 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
16777216    2097152   int64     min       b         62.140799         269.987       253.113     
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         16        int64     max       b         60.134399         0.002         0.002       
256         32        int64     max       b         60.179198         0.004         0.004       
512         64        int64     max       b         59.481603         0.009         0.008       
1024        128       int64     max       b         60.460800         0.017         0.016       
2048        256       int64     max       b         60.451198         0.034         0.032       
4096        512       int64     max       b         60.092801         0.068         0.064       
8192        1024      int64     max       b         60.188800         0.136         0.128       
16384       2048      int64     max       b         60.799998         0.269         0.253       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 10 mype_node: 2 device name: NVIDIA H200 bus id: 63 
32768       4096      int64     max       b         60.691202         0.540         0.506       
65536       8192      int64     max       b         59.833598         1.095         1.027       
131072      16384     int64     max       b         62.009603         2.114         1.982       
262144      32768     int64     max       b         61.382401         4.271         4.004       
524288      65536     int64     max       b         60.137600         8.718         8.173       
1048576     131072    int64     max       b         60.255998         17.402        16.314      
2097152     262144    int64     max       b         60.076803         34.908        32.726      
4194304     524288    int64     max       b         59.910399         70.010        65.634      
8388608     1048576   int64     max       b         60.156798         139.446       130.730     
16777216    2097152   int64     max       b         60.230398         278.551       261.141     
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 15 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 12 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 13 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 14 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 11 mype_node: 3 device name: NVIDIA H200 bus id: 102 
