Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
262144      65536     int32     xor       b         808.691216        0.324         0.567       
524288      131072    int32     xor       b         1611.699295       0.325         0.569       
1048576     262144    int32     xor       b         3222.208023       0.325         0.569       
2097152     524288    int32     xor       b         6426.783752       0.326         0.571       
4194304     1048576   int32     xor       b         12867.277527      0.326         0.570       
8388608     2097152   int32     xor       b         25711.550903      0.326         0.571       
16777216    4194304   int32     xor       b         53363.940430      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         15.788800         0.000         0.000       
8           2         int32     min       b         7.622400          0.001         0.002       
16          4         int32     min       b         7.571200          0.002         0.004       
32          8         int32     min       b         7.462400          0.004         0.008       
64          16        int32     min       b         7.590400          0.008         0.015       
128         32        int32     min       b         7.590400          0.017         0.030       
256         64        int32     min       b         7.481600          0.034         0.060       
512         128       int32     min       b         7.584000          0.068         0.118       
1024        256       int32     min       b         9.075200          0.113         0.197       
2048        512       int32     min       b         12.556800         0.163         0.285       
4096        1024      int32     min       b         17.523199         0.234         0.409       
8192        2048      int32     min       b         22.265600         0.368         0.644       
16384       4096      int32     min       b         56.511998         0.290         0.507       
32768       8192      int32     min       b         105.939198        0.309         0.541       
65536       16384     int32     min       b         205.830407        0.318         0.557       
131072      32768     int32     min       b         407.456017        0.322         0.563       
262144      65536     int32     min       b         808.691216        0.324         0.567       
524288      131072    int32     min       b         1614.860725       0.325         0.568       
1048576     262144    int32     min       b         3215.481567       0.326         0.571       
2097152     524288    int32     min       b         6431.756592       0.326         0.571       
4194304     1048576   int32     min       b         12857.656860      0.326         0.571       
8388608     2097152   int32     min       b         25728.881836      0.326         0.571       
16777216    4194304   int32     min       b         53346.997070      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       b         14.297600         0.000         0.000       
8           2         int32     max       b         9.344000          0.001         0.001       
16          4         int32     max       b         7.622400          0.002         0.004       
32          8         int32     max       b         7.558400          0.004         0.007       
64          16        int32     max       b         7.507200          0.009         0.015       
128         32        int32     max       b         7.654400          0.017         0.029       
256         64        int32     max       b         7.577600          0.034         0.059       
512         128       int32     max       b         7.635200          0.067         0.117       
1024        256       int32     max       b         9.203200          0.111         0.195       
2048        512       int32     max       b         12.281600         0.167         0.292       
4096        1024      int32     max       b         19.078401         0.215         0.376       
8192        2048      int32     max       b         22.521600         0.364         0.637       
16384       4096      int32     max       b         56.755197         0.289         0.505       
32768       8192      int32     max       b         104.204798        0.314         0.550       
65536       16384     int32     max       b         205.862403        0.318         0.557       
131072      32768     int32     max       b         407.385588        0.322         0.563       
262144      65536     int32     max       b         808.729553        0.324         0.567       
524288      131072    int32     max       b         1611.436844       0.325         0.569       
1048576     262144    int32     max       b         3220.409775       0.326         0.570       
2097152     524288    int32     max       b         6436.659241       0.326         0.570       
4194304     1048576   int32     max       b         12869.177246      0.326         0.570       
8388608     2097152   int32     max       b         25714.111328      0.326         0.571       
16777216    4194304   int32     max       b         53408.081055      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       b         14.137600         0.001         0.001       
16          2         int64     sum       b         7.782400          0.002         0.004       
32          4         int64     sum       b         7.705600          0.004         0.007       
64          8         int64     sum       b         7.731200          0.008         0.014       
128         16        int64     sum       b         7.449600          0.017         0.030       
256         32        int64     sum       b         7.494400          0.034         0.060       
512         64        int64     sum       b         7.660800          0.067         0.117       
1024        128       int64     sum       b         9.344000          0.110         0.192       
2048        256       int64     sum       b         12.588800         0.163         0.285       
4096        512       int64     sum       b         15.680000         0.261         0.457       
8192        1024      int64     sum       b         18.886399         0.434         0.759       
16384       2048      int64     sum       b         23.840000         0.687         1.203       
32768       4096      int64     sum       b         81.305599         0.403         0.705       
65536       8192      int64     sum       b         156.672001        0.418         0.732       
131072      16384     int64     sum       b         308.972812        0.424         0.742       
262144      32768     int64     sum       b         615.654421        0.426         0.745       
524288      65536     int64     sum       b         1224.915218       0.428         0.749       
1048576     131072    int64     sum       b         2447.212791       0.428         0.750       
2097152     262144    int64     sum       b         4880.147171       0.430         0.752       
4194304     524288    int64     sum       b         9763.104248       0.430         0.752       
8388608     1048576   int64     sum       b         19503.213501      0.430         0.753       
16777216    2097152   int64     sum       b         40457.131958      0.415         0.726       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      b         14.233600         0.001         0.001       
16          2         int64     prod      b         7.814400          0.002         0.004       
32          4         int64     prod      b         7.430400          0.004         0.008       
64          8         int64     prod      b         7.603200          0.008         0.015       
128         16        int64     prod      b         7.724800          0.017         0.029       
256         32        int64     prod      b         7.686400          0.033         0.058       
512         64        int64     prod      b         7.552000          0.068         0.119       
1024        128       int64     prod      b         9.273600          0.110         0.193       
2048        256       int64     prod      b         12.364800         0.166         0.290       
4096        512       int64     prod      b         15.833600         0.259         0.453       
8192        1024      int64     prod      b         19.065601         0.430         0.752       
16384       2048      int64     prod      b         23.782399         0.689         1.206       
32768       4096      int64     prod      b         81.209600         0.403         0.706       
65536       8192      int64     prod      b         158.252800        0.414         0.725       
131072      16384     int64     prod      b         310.784006        0.422         0.738       
262144      32768     int64     prod      b         617.248011        0.425         0.743       
524288      65536     int64     prod      b         1231.494427       0.426         0.745       
1048576     131072    int64     prod      b         2455.238342       0.427         0.747       
2097152     262144    int64     prod      b         4901.465607       0.428         0.749       
4194304     524288    int64     prod      b         9805.235291       0.428         0.749       
8388608     1048576   int64     prod      b         19593.101501      0.428         0.749       
16777216    2097152   int64     prod      b         40635.864258      0.413         0.723       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       b         14.246400         0.001         0.001       
16          2         int64     and       b         7.782400          0.002         0.004       
32          4         int64     and       b         7.692800          0.004         0.007       
64          8         int64     and       b         7.584000          0.008         0.015       
128         16        int64     and       b         7.596800          0.017         0.029       
256         32        int64     and       b         7.577600          0.034         0.059       
512         64        int64     and       b         7.558400          0.068         0.119       
1024        128       int64     and       b         9.209600          0.111         0.195       
2048        256       int64     and       b         12.633599         0.162         0.284       
4096        512       int64     and       b         15.692800         0.261         0.457       
8192        1024      int64     and       b         19.027200         0.431         0.753       
16384       2048      int64     and       b         22.265600         0.736         1.288       
32768       4096      int64     and       b         79.539198         0.412         0.721       
65536       8192      int64     and       b         155.027199        0.423         0.740       
131072      16384     int64     and       b         307.283211        0.427         0.746       
262144      32768     int64     and       b         612.063980        0.428         0.750       
524288      65536     int64     and       b         1213.395214       0.432         0.756       
1048576     131072    int64     and       b         2427.468872       0.432         0.756       
2097152     262144    int64     and       b         4840.895844       0.433         0.758       
4194304     524288    int64     and       b         9690.470123       0.433         0.757       
8388608     1048576   int64     and       b         19348.818970      0.434         0.759       
16777216    2097152   int64     and       b         40153.228760      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        b         14.214399         0.001         0.001       
16          2         int64     or        b         7.648000          0.002         0.004       
32          4         int64     or        b         7.462400          0.004         0.008       
64          8         int64     or        b         7.596800          0.008         0.015       
128         16        int64     or        b         7.481600          0.017         0.030       
256         32        int64     or        b         7.532800          0.034         0.059       
512         64        int64     or        b         7.603200          0.067         0.118       
1024        128       int64     or        b         9.196800          0.111         0.195       
2048        256       int64     or        b         12.409600         0.165         0.289       
4096        512       int64     or        b         15.648000         0.262         0.458       
8192        1024      int64     or        b         19.008000         0.431         0.754       
16384       2048      int64     or        b         22.265600         0.736         1.288       
32768       4096      int64     or        b         79.615998         0.412         0.720       
65536       8192      int64     or        b         155.123198        0.422         0.739       
131072      16384     int64     or        b         307.308793        0.427         0.746       
262144      32768     int64     or        b         608.928013        0.431         0.753       
524288      65536     int64     or        b         1215.078354       0.431         0.755       
1048576     131072    int64     or        b         2424.217606       0.433         0.757       
2097152     262144    int64     or        b         4845.798492       0.433         0.757       
4194304     524288    int64     or        b         9685.574341       0.433         0.758       
8388608     1048576   int64     or        b         19353.733826      0.433         0.759       
16777216    2097152   int64     or        b         40156.146240      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       b         14.809600         0.001         0.001       
16          2         int64     xor       b         7.724800          0.002         0.004       
32          4         int64     xor       b         7.564800          0.004         0.007       
64          8         int64     xor       b         7.564800          0.008         0.015       
128         16        int64     xor       b         7.558400          0.017         0.030       
256         32        int64     xor       b         7.635200          0.034         0.059       
512         64        int64     xor       b         7.635200          0.067         0.117       
1024        128       int64     xor       b         9.209600          0.111         0.195       
2048        256       int64     xor       b         10.822400         0.189         0.331       
4096        512       int64     xor       b         15.795200         0.259         0.454       
8192        1024      int64     xor       b         19.084799         0.429         0.751       
16384       2048      int64     xor       b         22.380801         0.732         1.281       
32768       4096      int64     xor       b         79.513597         0.412         0.721       
65536       8192      int64     xor       b         155.091202        0.423         0.739       
131072      16384     int64     xor       b         307.417607        0.426         0.746       
262144      32768     int64     xor       b         610.585594        0.429         0.751       
524288      65536     int64     xor       b         1215.001583       0.432         0.755       
1048576     131072    int64     xor       b         2424.134445       0.433         0.757       
2097152     262144    int64     xor       b         4835.980988       0.434         0.759       
4194304     524288    int64     xor       b         9682.265472       0.433         0.758       
8388608     1048576   int64     xor       b         19335.679626      0.434         0.759       
16777216    2097152   int64     xor       b         40138.137817      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       b         14.399999         0.001         0.001       
16          2         int64     min       b         7.673600          0.002         0.004       
32          4         int64     min       b         7.443200          0.004         0.008       
64          8         int64     min       b         7.558400          0.008         0.015       
128         16        int64     min       b         7.596800          0.017         0.029       
256         32        int64     min       b         7.475200          0.034         0.060       
512         64        int64     min       b         7.628800          0.067         0.117       
1024        128       int64     min       b         9.235200          0.111         0.194       
2048        256       int64     min       b         10.931200         0.187         0.328       
4096        512       int64     min       b         15.808000         0.259         0.453       
8192        1024      int64     min       b         18.911999         0.433         0.758       
16384       2048      int64     min       b         23.980799         0.683         1.196       
32768       4096      int64     min       b         81.273597         0.403         0.706       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
65536       8192      int64     min       b         158.252800        0.414         0.725       
131072      16384     int64     min       b         310.547209        0.422         0.739       
262144      32768     int64     min       b         617.171192        0.425         0.743       
524288      65536     int64     min       b         1229.747200       0.426         0.746       
1048576     131072    int64     min       b         2455.353546       0.427         0.747       
2097152     262144    int64     min       b         4901.433563       0.428         0.749       
4194304     524288    int64     min       b         9798.271942       0.428         0.749       
8388608     1048576   int64     min       b         19586.592102      0.428         0.749       
16777216    2097152   int64     min       b         40639.251709      0.413         0.722       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       b         14.080000         0.001         0.001       
16          2         int64     max       b         7.686400          0.002         0.004       
32          4         int64     max       b         7.539200          0.004         0.007       
64          8         int64     max       b         7.916800          0.008         0.014       
128         16        int64     max       b         7.494400          0.017         0.030       
256         32        int64     max       b         7.526400          0.034         0.060       
512         64        int64     max       b         7.590400          0.067         0.118       
1024        128       int64     max       b         9.177600          0.112         0.195       
2048        256       int64     max       b         12.518400         0.164         0.286       
4096        512       int64     max       b         15.801600         0.259         0.454       
8192        1024      int64     max       b         19.046400         0.430         0.753       
16384       2048      int64     max       b         22.412799         0.731         1.279       
32768       4096      int64     max       b         81.388801         0.403         0.705       
65536       8192      int64     max       b         158.361602        0.414         0.724       
131072      16384     int64     max       b         310.668802        0.422         0.738       
262144      32768     int64     max       b         616.908789        0.425         0.744       
524288      65536     int64     max       b         1229.817581       0.426         0.746       
1048576     131072    int64     max       b         2455.353546       0.427         0.747       
2097152     262144    int64     max       b         4898.220825       0.428         0.749       
4194304     524288    int64     max       b         9805.324554       0.428         0.749       
8388608     1048576   int64     max       b         19589.804077      0.428         0.749       
16777216    2097152   int64     max       b         40625.210571      0.413         0.723       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
