# nccl-tests version 2.18.3 nccl-headers=23004 nccl-library=23004
# Collective test starting: reduce_scatter_perf
# nThread 1 nGpus 8 minBytes 4 maxBytes 33554432 step: 2(factor) warmup iters: 20 iters: 50 agg iters: 1 validation: 1 graph: 0 unalign: 0
#
# Using devices
#  Rank  0 Group  0 Pid 1986322 on h200-bar-201-239 device  0 [0000:19:00] NVIDIA H200
#  Rank  1 Group  0 Pid 1986322 on h200-bar-201-239 device  1 [0000:2d:00] NVIDIA H200
#  Rank  2 Group  0 Pid 1986322 on h200-bar-201-239 device  2 [0000:3f:00] NVIDIA H200
#  Rank  3 Group  0 Pid 1986322 on h200-bar-201-239 device  3 [0000:66:00] NVIDIA H200
#  Rank  4 Group  0 Pid 1986322 on h200-bar-201-239 device  4 [0000:9b:00] NVIDIA H200
#  Rank  5 Group  0 Pid 1986322 on h200-bar-201-239 device  5 [0000:ae:00] NVIDIA H200
#  Rank  6 Group  0 Pid 1986322 on h200-bar-201-239 device  6 [0000:bf:00] NVIDIA H200
#  Rank  7 Group  0 Pid 1986322 on h200-bar-201-239 device  7 [0000:e4:00] NVIDIA H200
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     float     sum      -1     0.73    0.00    0.00       0     0.72    0.00    0.00       0
           0             0     float     sum      -1     0.72    0.00    0.00       0     0.80    0.00    0.00       0
           0             0     float     sum      -1     0.72    0.00    0.00       0     0.73    0.00    0.00       0
           0             0     float     sum      -1     0.72    0.00    0.00       0     0.74    0.00    0.00       0
           0             0     float     sum      -1     0.73    0.00    0.00       0     0.72    0.00    0.00       0
         128             4     float     sum      -1    34.62    0.00    0.00       0    34.37    0.00    0.00       0
         256             8     float     sum      -1    34.50    0.01    0.01       0    34.14    0.01    0.01       0
         512            16     float     sum      -1    34.31    0.01    0.01       0    34.47    0.01    0.01       0
        1024            32     float     sum      -1    34.33    0.03    0.03       0    34.20    0.03    0.03       0
        2048            64     float     sum      -1    34.36    0.06    0.05       0    34.44    0.06    0.05       0
        4096           128     float     sum      -1    34.56    0.12    0.10       0    34.21    0.12    0.10       0
        8192           256     float     sum      -1    33.83    0.24    0.21       0    32.80    0.25    0.22       0
       16384           512     float     sum      -1    33.63    0.49    0.43       0    33.68    0.49    0.43       0
       32768          1024     float     sum      -1    33.96    0.96    0.84       0    33.79    0.97    0.85       0
       65536          2048     float     sum      -1    35.24    1.86    1.63       0    35.26    1.86    1.63       0
      131072          4096     float     sum      -1    36.47    3.59    3.14       0    36.37    3.60    3.15       0
      262144          8192     float     sum      -1    37.02    7.08    6.20       0    37.07    7.07    6.19       0
      524288         16384     float     sum      -1    38.96   13.46   11.78       0    38.64   13.57   11.87       0
     1048576         32768     float     sum      -1    39.81   26.34   23.05       0    39.67   26.43   23.13       0
     2097152         65536     float     sum      -1    39.93   52.52   45.96       0    42.24   49.65   43.44       0
     4194304        131072     float     sum      -1    42.94   97.67   85.46       0    45.73   91.73   80.26       0
     8388608        262144     float     sum      -1    45.80  183.16  160.26       0    45.24  185.44  162.26       0
    16777216        524288     float     sum      -1    68.19  246.05  215.29       0    67.90  247.08  216.20       0
    33554432       1048576     float     sum      -1   112.97  297.02  259.90       0   112.19  299.09  261.70       0
# Out of bounds values : 0 OK
# Avg bus bandwidth    : 33.8724 
#
# Collective test concluded: reduce_scatter_perf
#

