Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
128         32        int32     and       t         51.801598         0.002         0.005       
256         64        int32     and       t         63.379198         0.004         0.008       
512         128       int32     and       t         82.809597         0.006         0.012       
1024        256       int32     and       t         127.174401        0.008         0.015       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        t         40.332800         0.000         0.000       
8           2         int32     or        t         48.767999         0.000         0.000       
16          4         int32     or        t         500.857592        0.000         0.000       
32          8         int32     or        t         43.590400         0.001         0.001       
64          16        int32     or        t         45.196801         0.001         0.003       
128         32        int32     or        t         51.801598         0.002         0.005       
256         64        int32     or        t         61.555201         0.004         0.008       
512         128       int32     or        t         82.976002         0.006         0.012       
1024        256       int32     or        t         123.756802        0.008         0.016       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       t         45.177600         0.000         0.000       
8           2         int32     xor       t         43.564799         0.000         0.000       
16          4         int32     xor       t         42.060801         0.000         0.001       
32          8         int32     xor       t         41.984001         0.001         0.001       
64          16        int32     xor       t         45.222399         0.001         0.003       
128         32        int32     xor       t         51.942402         0.002         0.005       
256         64        int32     xor       t         61.695999         0.004         0.008       
512         128       int32     xor       t         82.924801         0.006         0.012       
1024        256       int32     xor       t         123.929596        0.008         0.015       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       t         41.926399         0.000         0.000       
8           2         int32     min       t         43.654400         0.000         0.000       
16          4         int32     min       t         40.339199         0.000         0.001       
32          8         int32     min       t         42.233601         0.001         0.001       
64          16        int32     min       t         46.086401         0.001         0.003       
128         32        int32     min       t         50.150400         0.003         0.005       
256         64        int32     min       t         61.625600         0.004         0.008       
512         128       int32     min       t         79.910398         0.006         0.012       
1024        256       int32     min       t         123.878396        0.008         0.015       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       t         45.267200         0.000         0.000       
8           2         int32     max       t         42.022401         0.000         0.000       
16          4         int32     max       t         43.532801         0.000         0.001       
32          8         int32     max       t         43.577600         0.001         0.001       
64          16        int32     max       t         46.880001         0.001         0.003       
128         32        int32     max       t         50.291198         0.003         0.005       
256         64        int32     max       t         61.574399         0.004         0.008       
512         128       int32     max       t         82.873601         0.006         0.012       
1024        256       int32     max       t         122.246397        0.008         0.016       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       t         41.619200         0.000         0.000       
16          2         int64     sum       t         40.262401         0.000         0.001       
32          4         int64     sum       t         41.830400         0.001         0.001       
64          8         int64     sum       t         45.222399         0.001         0.003       
128         16        int64     sum       t         47.289601         0.003         0.005       
256         32        int64     sum       t         55.065602         0.005         0.009       
512         64        int64     sum       t         69.670397         0.007         0.014       
1024        128       int64     sum       t         99.270397         0.010         0.019       
2048        256       int64     sum       t         158.233595        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      t         45.260799         0.000         0.000       
16          2         int64     prod      t         40.320000         0.000         0.001       
32          4         int64     prod      t         42.080000         0.001         0.001       
64          8         int64     prod      t         43.500799         0.001         0.003       
128         16        int64     prod      t         48.576000         0.003         0.005       
256         32        int64     prod      t         55.033600         0.005         0.009       
512         64        int64     prod      t         71.481597         0.007         0.013       
1024        128       int64     prod      t         102.553594        0.010         0.019       
2048        256       int64     prod      t         164.812803        0.012         0.023       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       t         43.443200         0.000         0.000       
16          2         int64     and       t         43.795201         0.000         0.001       
32          4         int64     and       t         41.971201         0.001         0.001       
64          8         int64     and       t         46.790400         0.001         0.003       
128         16        int64     and       t         46.912000         0.003         0.005       
256         32        int64     and       t         55.071998         0.005         0.009       
512         64        int64     and       t         69.900799         0.007         0.014       
1024        128       int64     and       t         97.792000         0.010         0.020       
2048        256       int64     and       t         154.988801        0.013         0.025       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        t         45.081601         0.000         0.000       
16          2         int64     or        t         43.692800         0.000         0.001       
32          4         int64     or        t         42.003199         0.001         0.001       
64          8         int64     or        t         43.551999         0.001         0.003       
128         16        int64     or        t         46.892801         0.003         0.005       
256         32        int64     or        t         55.103999         0.005         0.009       
512         64        int64     or        t         69.984001         0.007         0.014       
1024        128       int64     or        t         99.398398         0.010         0.019       
2048        256       int64     or        t         156.620800        0.013         0.025       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       t         43.404800         0.000         0.000       
16          2         int64     xor       t         40.390399         0.000         0.001       
32          4         int64     xor       t         42.003199         0.001         0.001       
64          8         int64     xor       t         43.788800         0.001         0.003       
128         16        int64     xor       t         48.480001         0.003         0.005       
256         32        int64     xor       t         55.168003         0.005         0.009       
512         64        int64     xor       t         71.430397         0.007         0.013       
1024        128       int64     xor       t         97.734398         0.010         0.020       
2048        256       int64     xor       t         156.665599        0.013         0.025       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       t         45.184001         0.000         0.000       
16          2         int64     min       t         41.926399         0.000         0.001       
32          4         int64     min       t         43.596801         0.001         0.001       
64          8         int64     min       t         48.569599         0.001         0.002       
128         16        int64     min       t         48.627201         0.003         0.005       
256         32        int64     min       t         54.905599         0.005         0.009       
512         64        int64     min       t         70.163202         0.007         0.014       
1024        128       int64     min       t         100.870395        0.010         0.019       
2048        256       int64     min       t         163.353598        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       t         43.475199         0.000         0.000       
16          2         int64     max       t         42.022401         0.000         0.001       
32          4         int64     max       t         43.500799         0.001         0.001       
64          8         int64     max       t         43.551999         0.001         0.003       
128         16        int64     max       t         48.447999         0.003         0.005       
256         32        int64     max       t         56.070399         0.005         0.009       
512         64        int64     max       t         71.417600         0.007         0.013       
1024        128       int64     max       t         99.212801         0.010         0.019       
2048        256       int64     max       t         163.174403        0.013         0.024       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       w         43.641600         0.000         0.000       
8           2         int32     sum       w         41.900799         0.000         0.000       
16          4         int32     sum       w         43.622401         0.000         0.001       
32          8         int32     sum       w         41.920000         0.001         0.001       
64          16        int32     sum       w         43.577600         0.001         0.003       
128         32        int32     sum       w         43.622401         0.003         0.006       
256         64        int32     sum       w         43.699199         0.006         0.011       
512         128       int32     sum       w         46.924800         0.011         0.020       
1024        256       int32     sum       w         50.233603         0.020         0.038       
2048        512       int32     sum       w         61.574399         0.033         0.062       
4096        1024      int32     sum       w         81.452799         0.050         0.094       
8192        2048      int32     sum       w         120.550394        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      w         45.228800         0.000         0.000       
8           2         int32     prod      w         41.894400         0.000         0.000       
16          4         int32     prod      w         41.964799         0.000         0.001       
32          8         int32     prod      w         41.926399         0.001         0.001       
64          16        int32     prod      w         48.588800         0.001         0.002       
128         32        int32     prod      w         42.003199         0.003         0.006       
256         64        int32     prod      w         43.686399         0.006         0.011       
512         128       int32     prod      w         46.982399         0.011         0.020       
1024        256       int32     prod      w         52.012801         0.020         0.037       
2048        512       int32     prod      w         59.955198         0.034         0.064       
4096        1024      int32     prod      w         81.203198         0.050         0.095       
8192        2048      int32     prod      w         119.008005        0.069         0.129       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       w         45.280001         0.000         0.000       
8           2         int32     and       w         41.958401         0.000         0.000       
16          4         int32     and       w         42.048001         0.000         0.001       
32          8         int32     and       w         41.868800         0.001         0.001       
64          16        int32     and       w         43.603200         0.001         0.003       
128         32        int32     and       w         42.041600         0.003         0.006       
256         64        int32     and       w         45.363200         0.006         0.011       
512         128       int32     and       w         45.209599         0.011         0.021       
1024        256       int32     and       w         51.820803         0.020         0.037       
2048        512       int32     and       w         61.555201         0.033         0.062       
4096        1024      int32     and       w         81.356800         0.050         0.094       
8192        2048      int32     and       w         120.486403        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        w         43.769601         0.000         0.000       
8           2         int32     or        w         43.564799         0.000         0.000       
16          4         int32     or        w         43.820801         0.000         0.001       
32          8         int32     or        w         43.603200         0.001         0.001       
64          16        int32     or        w         43.673599         0.001         0.003       
128         32        int32     or        w         43.571201         0.003         0.006       
256         64        int32     or        w         45.260799         0.006         0.011       
512         128       int32     or        w         45.228800         0.011         0.021       
1024        256       int32     or        w         51.884800         0.020         0.037       
2048        512       int32     or        w         59.993601         0.034         0.064       
4096        1024      int32     or        w         81.356800         0.050         0.094       
8192        2048      int32     or        w         120.499206        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       w         45.107201         0.000         0.000       
8           2         int32     xor       w         42.048001         0.000         0.000       
16          4         int32     xor       w         43.584001         0.000         0.001       
32          8         int32     xor       w         42.137599         0.001         0.001       
64          16        int32     xor       w         43.487999         0.001         0.003       
128         32        int32     xor       w         43.686399         0.003         0.005       
256         64        int32     xor       w         45.420799         0.006         0.011       
512         128       int32     xor       w         45.094401         0.011         0.021       
1024        256       int32     xor       w         51.641601         0.020         0.037       
2048        512       int32     xor       w         59.859198         0.034         0.064       
4096        1024      int32     xor       w         81.395203         0.050         0.094       
8192        2048      int32     xor       w         120.505595        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       w         43.641600         0.000         0.000       
8           2         int32     min       w         42.182401         0.000         0.000       
16          4         int32     min       w         43.532801         0.000         0.001       
32          8         int32     min       w         43.577600         0.001         0.001       
64          16        int32     min       w         42.048001         0.002         0.003       
128         32        int32     min       w         43.577600         0.003         0.006       
256         64        int32     min       w         43.641600         0.006         0.011       
512         128       int32     min       w         46.854401         0.011         0.020       
1024        256       int32     min       w         51.999998         0.020         0.037       
2048        512       int32     min       w         60.083199         0.034         0.064       
4096        1024      int32     min       w         81.363201         0.050         0.094       
8192        2048      int32     min       w         123.884797        0.066         0.124       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     max       w         45.139199         0.000         0.000       
8           2         int32     max       w         41.971201         0.000         0.000       
16          4         int32     max       w         45.260799         0.000         0.001       
32          8         int32     max       w         43.487999         0.001         0.001       
64          16        int32     max       w         43.667200         0.001         0.003       
128         32        int32     max       w         42.169601         0.003         0.006       
256         64        int32     max       w         45.350400         0.006         0.011       
512         128       int32     max       w         46.816000         0.011         0.021       
1024        256       int32     max       w         50.176001         0.020         0.038       
2048        512       int32     max       w         59.865600         0.034         0.064       
4096        1024      int32     max       w         79.788798         0.051         0.096       
8192        2048      int32     max       w         120.582402        0.068         0.127       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       w         43.487999         0.000         0.000       
16          2         int64     sum       w         43.526399         0.000         0.001       
32          4         int64     sum       w         43.641600         0.001         0.001       
64          8         int64     sum       w         43.590400         0.001         0.003       
128         16        int64     sum       w         42.144001         0.003         0.006       
256         32        int64     sum       w         43.430400         0.006         0.011       
512         64        int64     sum       w         43.526399         0.012         0.022       
1024        128       int64     sum       w         46.892801         0.022         0.041       
2048        256       int64     sum       w         51.910400         0.039         0.074       
4096        512       int64     sum       w         61.753601         0.066         0.124       
8192        1024      int64     sum       w         81.184000         0.101         0.189       
16384       2048      int64     sum       w         122.143996        0.134         0.252       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      w         46.867201         0.000         0.000       
16          2         int64     prod      w         42.073601         0.000         0.001       
32          4         int64     prod      w         43.737599         0.001         0.001       
64          8         int64     prod      w         41.964799         0.002         0.003       
128         16        int64     prod      w         43.513599         0.003         0.006       
256         32        int64     prod      w         43.520001         0.006         0.011       
512         64        int64     prod      w         45.395201         0.011         0.021       
1024        128       int64     prod      w         47.084799         0.022         0.041       
2048        256       int64     prod      w         51.724797         0.040         0.074       
4096        512       int64     prod      w         61.670399         0.066         0.125       
8192        1024      int64     prod      w         81.273597         0.101         0.189       
16384       2048      int64     prod      w         120.659196        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       w         43.545601         0.000         0.000       
16          2         int64     and       w         41.817600         0.000         0.001       
32          4         int64     and       w         45.305601         0.001         0.001       
64          8         int64     and       w         41.951999         0.002         0.003       
128         16        int64     and       w         43.564799         0.003         0.006       
256         32        int64     and       w         40.288001         0.006         0.012       
512         64        int64     and       w         45.216000         0.011         0.021       
1024        128       int64     and       w         45.184001         0.023         0.042       
2048        256       int64     and       w         51.795202         0.040         0.074       
4096        512       int64     and       w         61.734402         0.066         0.124       
8192        1024      int64     and       w         79.731202         0.103         0.193       
16384       2048      int64     and       w         120.595205        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        w         43.500799         0.000         0.000       
16          2         int64     or        w         42.092800         0.000         0.001       
32          4         int64     or        w         43.596801         0.001         0.001       
64          8         int64     or        w         41.804799         0.002         0.003       
128         16        int64     or        w         42.137599         0.003         0.006       
256         32        int64     or        w         43.526399         0.006         0.011       
512         64        int64     or        w         45.401600         0.011         0.021       
1024        128       int64     or        w         46.860799         0.022         0.041       
2048        256       int64     or        w         50.163198         0.041         0.077       
4096        512       int64     or        w         61.484802         0.067         0.125       
8192        1024      int64     or        w         79.622400         0.103         0.193       
16384       2048      int64     or        w         118.924797        0.138         0.258       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       w         41.990399         0.000         0.000       
16          2         int64     xor       w         42.099199         0.000         0.001       
32          4         int64     xor       w         41.894400         0.001         0.001       
64          8         int64     xor       w         43.468800         0.001         0.003       
128         16        int64     xor       w         43.577600         0.003         0.006       
256         32        int64     xor       w         42.060801         0.006         0.011       
512         64        int64     xor       w         41.887999         0.012         0.023       
1024        128       int64     xor       w         46.847999         0.022         0.041       
2048        256       int64     xor       w         51.852798         0.039         0.074       
4096        512       int64     xor       w         61.580801         0.067         0.125       
8192        1024      int64     xor       w         82.963198         0.099         0.185       
16384       2048      int64     xor       w         120.569599        0.136         0.255       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       w         43.244800         0.000         0.000       
16          2         int64     min       w         42.003199         0.000         0.001       
32          4         int64     min       w         43.577600         0.001         0.001       
64          8         int64     min       w         43.699199         0.001         0.003       
128         16        int64     min       w         43.616000         0.003         0.006       
256         32        int64     min       w         41.964799         0.006         0.011       
512         64        int64     min       w         43.699199         0.012         0.022       
1024        128       int64     min       w         45.356801         0.023         0.042       
2048        256       int64     min       w         51.955199         0.039         0.074       
4096        512       int64     min       w         61.625600         0.066         0.125       
8192        1024      int64     min       w         83.001602         0.099         0.185       
16384       2048      int64     min       w         123.865604        0.132         0.248       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       w         42.022401         0.000         0.000       
16          2         int64     max       w         43.680000         0.000         0.001       
32          4         int64     max       w         41.971201         0.001         0.001       
64          8         int64     max       w         43.635201         0.001         0.003       
128         16        int64     max       w         42.137599         0.003         0.006       
256         32        int64     max       w         42.073601         0.006         0.011       
512         64        int64     max       w         43.692800         0.012         0.022       
1024        128       int64     max       w         45.120001         0.023         0.043       
2048        256       int64     max       w         53.408003         0.038         0.072       
4096        512       int64     max       w         62.342399         0.066         0.123       
8192        1024      int64     max       w         81.427199         0.101         0.189       
16384       2048      int64     max       w         125.504005        0.131         0.245       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     sum       b         46.771199         0.000         0.000       
8           2         int32     sum       b         17.542399         0.000         0.001       
16          4         int32     sum       b         19.155200         0.001         0.002       
32          8         int32     sum       b         19.667201         0.002         0.003       
64          16        int32     sum       b         20.691200         0.003         0.006       
128         32        int32     sum       b         23.942401         0.005         0.010       
256         64        int32     sum       b         25.657600         0.010         0.019       
512         128       int32     sum       b         35.532799         0.014         0.027       
1024        256       int32     sum       b         53.427202         0.019         0.036       
2048        512       int32     sum       b         89.484799         0.023         0.043       
4096        1024      int32     sum       b         46.816000         0.087         0.164       
8192        2048      int32     sum       b         51.852798         0.158         0.296       
16384       4096      int32     sum       b         622.016001        0.026         0.049       
32768       8192      int32     sum       b         1141.574383       0.029         0.054       
65536       16384     int32     sum       b         2268.595123       0.029         0.054       
131072      32768     int32     sum       b         4559.174347       0.029         0.054       
262144      65536     int32     sum       b         9125.433350       0.029         0.054       
524288      131072    int32     sum       b         18133.433533      0.029         0.054       
1048576     262144    int32     sum       b         36222.937012      0.029         0.054       
2097152     524288    int32     sum       b         72369.012451      0.029         0.054       
4194304     1048576   int32     sum       b         145334.436035     0.029         0.054       
8388608     2097152   int32     sum       b         289521.118164     0.029         0.054       
16777216    4194304   int32     sum       b         581178.369141     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         43.884799         0.000         0.000       
8           2         int32     prod      b         19.078401         0.000         0.001       
16          4         int32     prod      b         19.417600         0.001         0.002       
32          8         int32     prod      b         19.014400         0.002         0.003       
64          16        int32     prod      b         19.052801         0.003         0.006       
128         32        int32     prod      b         20.563200         0.006         0.012       
256         64        int32     prod      b         20.889600         0.012         0.023       
512         128       int32     prod      b         20.569600         0.025         0.047       
1024        256       int32     prod      b         22.246400         0.046         0.086       
2048        512       int32     prod      b         24.153601         0.085         0.159       
4096        1024      int32     prod      b         46.694401         0.088         0.164       
8192        2048      int32     prod      b         51.750398         0.158         0.297       
16384       4096      int32     prod      b         621.907187        0.026         0.049       
32768       8192      int32     prod      b         1133.254433       0.029         0.054       
65536       16384     int32     prod      b         2262.041664       0.029         0.054       
131072      32768     int32     prod      b         4518.137741       0.029         0.054       
262144      65536     int32     prod      b         9043.264008       0.029         0.054       
524288      131072    int32     prod      b         18044.805908      0.029         0.054       
1048576     262144    int32     prod      b         37461.715698      0.028         0.052       
2097152     524288    int32     prod      b         72204.473877      0.029         0.054       
4194304     1048576   int32     prod      b         144501.391602     0.029         0.054       
8388608     2097152   int32     prod      b         290716.162109     0.029         0.054       
16777216    4194304   int32     prod      b         579047.802734     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         43.955201         0.000         0.000       
8           2         int32     and       b         19.072001         0.000         0.001       
16          4         int32     and       b         19.040000         0.001         0.002       
32          8         int32     and       b         19.129600         0.002         0.003       
64          16        int32     and       b         19.027200         0.003         0.006       
128         32        int32     and       b         17.420800         0.007         0.014       
256         64        int32     and       b         19.040000         0.013         0.025       
512         128       int32     and       b         18.963200         0.027         0.051       
1024        256       int32     and       b         22.220799         0.046         0.086       
2048        512       int32     and       b         23.820800         0.086         0.161       
4096        1024      int32     and       b         48.524800         0.084         0.158       
8192        2048      int32     and       b         51.699197         0.158         0.297       
16384       4096      int32     and       b         620.300817        0.026         0.050       
32768       8192      int32     and       b         1133.049583       0.029         0.054       
65536       16384     int32     and       b         2257.145691       0.029         0.054       
131072      32768     int32     and       b         4516.608047       0.029         0.054       
262144      65536     int32     and       b         9030.515289       0.029         0.054       
524288      131072    int32     and       b         18030.009460      0.029         0.055       
1048576     262144    int32     and       b         36075.347900      0.029         0.054       
2097152     524288    int32     and       b         72425.103760      0.029         0.054       
4194304     1048576   int32     and       b         144205.432129     0.029         0.055       
8388608     2097152   int32     and       b         288582.421875     0.029         0.055       
16777216    4194304   int32     and       b         579128.759766     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         45.324799         0.000         0.000       
8           2         int32     or        b         19.251201         0.000         0.001       
16          4         int32     or        b         18.988800         0.001         0.002       
32          8         int32     or        b         18.976000         0.002         0.003       
64          16        int32     or        b         18.854401         0.003         0.006       
128         32        int32     or        b         18.976000         0.007         0.013       
256         64        int32     or        b         18.924800         0.014         0.025       
512         128       int32     or        b         19.449601         0.026         0.049       
1024        256       int32     or        b         22.291200         0.046         0.086       
2048        512       int32     or        b         23.859200         0.086         0.161       
4096        1024      int32     or        b         48.409599         0.085         0.159       
8192        2048      int32     or        b         53.478402         0.153         0.287       
16384       4096      int32     or        b         618.649578        0.026         0.050       
32768       8192      int32     or        b         1129.830360       0.029         0.054       
65536       16384     int32     or        b         2258.636856       0.029         0.054       
131072      32768     int32     or        b         4508.415985       0.029         0.055       
262144      65536     int32     or        b         9025.542450       0.029         0.054       
524288      131072    int32     or        b         18015.545654      0.029         0.055       
1048576     262144    int32     or        b         36042.642212      0.029         0.055       
2097152     524288    int32     or        b         73452.868652      0.029         0.054       
4194304     1048576   int32     or        b         144223.120117     0.029         0.055       
8388608     2097152   int32     or        b         288916.943359     0.029         0.054       
16777216    4194304   int32     or        b         581669.775391     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     xor       b         45.395201         0.000         0.000       
8           2         int32     xor       b         19.084799         0.000         0.001       
16          4         int32     xor       b         19.225600         0.001         0.002       
32          8         int32     xor       b         19.097599         0.002         0.003       
64          16        int32     xor       b         18.969600         0.003         0.006       
128         32        int32     xor       b         18.892799         0.007         0.013       
256         64        int32     xor       b         18.963200         0.013         0.025       
512         128       int32     xor       b         20.627201         0.025         0.047       
1024        256       int32     xor       b         23.916800         0.043         0.080       
2048        512       int32     xor       b         23.859200         0.086         0.161       
4096        1024      int32     xor       b         50.067198         0.082         0.153       
8192        2048      int32     xor       b         56.556797         0.145         0.272       
16384       4096      int32     xor       b         622.086382        0.026         0.049       
32768       8192      int32     xor       b         1133.183956       0.029         0.054       
65536       16384     int32     xor       b         2260.435295       0.029         0.054       
131072      32768     int32     xor       b         4523.001480       0.029         0.054       
262144      65536     int32     xor       b         9025.414276       0.029         0.054       
524288      131072    int32     xor       b         18082.681274      0.029         0.054       
1048576     262144    int32     xor       b         36065.701294      0.029         0.055       
2097152     524288    int32     xor       b         72108.959961      0.029         0.055       
4194304     1048576   int32     xor       b         144666.833496     0.029         0.054       
8388608     2097152   int32     xor       b         288622.412109     0.029         0.054       
16777216    4194304   int32     xor       b         579679.296875     0.029         0.054       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     min       b         45.446399         0.000         0.000       
8           2         int32     min       b         17.580800         0.000         0.001       
16          4         int32     min       b         18.924800         0.001         0.002       
32          8         int32     min       b         19.020800         0.002         0.003       
64          16        int32     min       b         18.924800         0.003         0.006       
128         32        int32     min       b         19.116800         0.007         0.013       
256         64        int32     min       b         19.014400         0.013         0.025       
512         128       int32     min       b         20.646399         0.025         0.046       
1024        256       int32     min       b         22.182401         0.046         0.087       
srun: forcing job termination
srun: forcing job termination
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
srun: got SIGCONT
slurmstepd: error: *** STEP 1427577.145 ON h200-bar-200-075 CANCELLED AT 2026-05-05T16:08:43 ***
2048        512       int32   srun: error: h200-bar-200-075: tasks 0-7: Killed
srun: error: h200-bar-201-239: tasks 8-15: Killed
srun: Force Terminated StepId=1427577.145
