Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
32768       8192      int32     max       b         4.550400          7.201         6.301       
65536       16384     int32     max       b         4.889600          13.403        11.728      
131072      32768     int32     max       b         4.515200          29.029        25.400      
262144      65536     int32     max       b         4.531200          57.853        50.621      
524288      131072    int32     max       b         4.649600          112.760       98.665      
1048576     262144    int32     max       b         4.604800          227.714       199.249     
2097152     524288    int32     max       b         4.553600          460.548       402.980     
4194304     1048576   int32     max       b         4.531200          925.650       809.944     
8388608     2097152   int32     max       b         4.534400          1849.993      1618.744    
16777216    4194304   int32     max       b         4.624000          3628.291      3174.754    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     sum       b         4.598400          0.014         0.012       
128         16        int64     sum       b         4.608000          0.028         0.024       
256         32        int64     sum       b         4.444800          0.058         0.050       
512         64        int64     sum       b         4.582400          0.112         0.098       
1024        128       int64     sum       b         4.624000          0.221         0.194       
2048        256       int64     sum       b         4.508800          0.454         0.397       
4096        512       int64     sum       b         4.521600          0.906         0.793       
8192        1024      int64     sum       b         4.470400          1.832         1.603       
16384       2048      int64     sum       b         4.579200          3.578         3.131       
32768       4096      int64     sum       b         4.835200          6.777         5.930       
65536       8192      int64     sum       b         4.492800          14.587        12.764      
131072      16384     int64     sum       b         4.592000          28.544        24.976      
262144      32768     int64     sum       b         4.489600          58.389        51.091      
524288      65536     int64     sum       b         4.614400          113.620       99.417      
1048576     131072    int64     sum       b         4.614400          227.240       198.835     
2097152     262144    int64     sum       b         4.540800          461.846       404.116     
4194304     524288    int64     sum       b         4.502400          931.571       815.124     
8388608     1048576   int64     sum       b         4.473600          1875.136      1640.744    
16777216    2097152   int64     sum       b         4.537600          3697.377      3235.205    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     prod      b         10.105600         0.006         0.006       
128         16        int64     prod      b         10.083200         0.013         0.011       
256         32        int64     prod      b         10.092800         0.025         0.022       
512         64        int64     prod      b         10.073600         0.051         0.044       
1024        128       int64     prod      b         10.396800         0.098         0.086       
2048        256       int64     prod      b         10.108800         0.203         0.177       
4096        512       int64     prod      b         9.945600          0.412         0.360       
8192        1024      int64     prod      b         10.246400         0.800         0.700       
16384       2048      int64     prod      b         10.032000         1.633         1.429       
32768       4096      int64     prod      b         10.150400         3.228         2.825       
65536       8192      int64     prod      b         10.156800         6.452         5.646       
131072      16384     int64     prod      b         10.028800         13.070        11.436      
262144      32768     int64     prod      b         10.054400         26.073        22.813      
524288      65536     int64     prod      b         10.048000         52.178        45.656      
1048576     131072    int64     prod      b         10.140800         103.402       90.476      
2097152     262144    int64     prod      b         10.121600         207.196       181.296     
4194304     524288    int64     prod      b         10.025600         418.359       366.064     
8388608     1048576   int64     prod      b         10.028800         836.452       731.895     
16777216    2097152   int64     prod      b         10.057600         1668.113      1459.599    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     and       b         4.582400          0.014         0.012       
128         16        int64     and       b         4.553600          0.028         0.025       
256         32        int64     and       b         4.470400          0.057         0.050       
512         64        int64     and       b         4.540800          0.113         0.099       
1024        128       int64     and       b         4.489600          0.228         0.200       
2048        256       int64     and       b         4.528000          0.452         0.396       
4096        512       int64     and       b         4.444800          0.922         0.806       
8192        1024      int64     and       b         4.457600          1.838         1.608       
16384       2048      int64     and       b         4.470400          3.665         3.207       
32768       4096      int64     and       b         4.518400          7.252         6.346       
65536       8192      int64     and       b         4.556800          14.382        12.584      
131072      16384     int64     and       b         4.505600          29.091        25.455      
262144      32768     int64     and       b         4.460800          58.766        51.420      
524288      65536     int64     and       b         4.502400          116.446       101.891     
1048576     131072    int64     and       b         4.537600          231.086       202.200     
2097152     262144    int64     and       b         4.598400          456.061       399.054     
4194304     524288    int64     and       b         4.476800          936.898       819.786     
8388608     1048576   int64     and       b         4.380800          1914.858      1675.500    
16777216    2097152   int64     and       b         4.473600          3750.272      3281.488    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     or        b         4.512000          0.014         0.012       
128         16        int64     or        b         4.473600          0.029         0.025       
256         32        int64     or        b         4.483200          0.057         0.050       
512         64        int64     or        b         4.467200          0.115         0.100       
1024        128       int64     or        b         4.441600          0.231         0.202       
2048        256       int64     or        b         4.566400          0.448         0.392       
4096        512       int64     or        b         4.544000          0.901         0.789       
8192        1024      int64     or        b         4.515200          1.814         1.588       
16384       2048      int64     or        b         4.492800          3.647         3.191       
32768       4096      int64     or        b         4.425600          7.404         6.479       
65536       8192      int64     or        b         4.505600          14.545        12.727      
131072      16384     int64     or        b         4.550400          28.805        25.204      
262144      32768     int64     or        b         4.496000          58.306        51.018      
524288      65536     int64     or        b         4.473600          117.196       102.546     
1048576     131072    int64     or        b         4.524800          231.740       202.772     
2097152     262144    int64     or        b         4.547200          461.196       403.547     
4194304     524288    int64     or        b         4.531200          925.650       809.944     
8388608     1048576   int64     or        b         4.816000          1741.821      1524.093    
16777216    2097152   int64     or        b         4.672000          3591.014      3142.137    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     xor       b         4.787200          0.013         0.012       
128         16        int64     xor       b         4.777600          0.027         0.023       
256         32        int64     xor       b         4.697600          0.054         0.048       
512         64        int64     xor       b         4.694400          0.109         0.095       
1024        128       int64     xor       b         4.640000          0.221         0.193       
2048        256       int64     xor       b         4.678400          0.438         0.383       
4096        512       int64     xor       b         4.835200          0.847         0.741       
8192        1024      int64     xor       b         4.672000          1.753         1.534       
16384       2048      int64     xor       b         4.672000          3.507         3.068       
32768       4096      int64     xor       b         5.452800          6.009         5.258       
65536       8192      int64     xor       b         4.473600          14.649        12.818      
131072      16384     int64     xor       b         4.934400          26.563        23.243      
262144      32768     int64     xor       b         4.480000          58.514        51.200      
524288      65536     int64     xor       b         4.460800          117.532       102.841     
1048576     131072    int64     xor       b         4.467200          234.728       205.387     
2097152     262144    int64     xor       b         4.396800          476.972       417.351     
4194304     524288    int64     xor       b         4.464000          939.584       822.136     
8388608     1048576   int64     xor       b         4.441600          1888.646      1652.565    
16777216    2097152   int64     xor       b         4.441600          3777.291      3305.130    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     min       b         4.464000          0.014         0.013       
128         16        int64     min       b         4.640000          0.028         0.024       
256         32        int64     min       b         4.476800          0.057         0.050       
512         64        int64     min       b         4.464000          0.115         0.100       
1024        128       int64     min       b         4.419200          0.232         0.203       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
2048        256       int64     min       b         4.464000          0.459         0.401       
4096        512       int64     min       b         4.457600          0.919         0.804       
8192        1024      int64     min       b         4.412800          1.856         1.624       
16384       2048      int64     min       b         4.476800          3.660         3.202       
32768       4096      int64     min       b         4.457600          7.351         6.432       
65536       8192      int64     min       b         4.505600          14.545        12.727      
131072      16384     int64     min       b         4.595200          28.524        24.958      
262144      32768     int64     min       b         4.483200          58.473        51.163      
524288      65536     int64     min       b         4.473600          117.196       102.546     
1048576     131072    int64     min       b         4.480000          234.057       204.800     
2097152     262144    int64     min       b         4.425600          473.868       414.635     
4194304     524288    int64     min       b         4.444800          943.643       825.688     
8388608     1048576   int64     min       b         4.393600          1909.279      1670.619    
16777216    2097152   int64     min       b         4.480000          3744.914      3276.800    
#device_reducescatter
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
64          8         int64     max       b         4.435200          0.014         0.013       
128         16        int64     max       b         4.492800          0.028         0.025       
256         32        int64     max       b         4.412800          0.058         0.051       
512         64        int64     max       b         5.276800          0.097         0.085       
1024        128       int64     max       b         4.486400          0.228         0.200       
2048        256       int64     max       b         4.713600          0.434         0.380       
4096        512       int64     max       b         4.518400          0.907         0.793       
8192        1024      int64     max       b         4.454400          1.839         1.609       
16384       2048      int64     max       b         4.460800          3.673         3.214       
32768       4096      int64     max       b         4.441600          7.378         6.455       
65536       8192      int64     max       b         4.419200          14.830        12.976      
131072      16384     int64     max       b         4.592000          28.544        24.976      
262144      32768     int64     max       b         4.467200          58.682        51.347      
524288      65536     int64     max       b         4.419200          118.639       103.809     
1048576     131072    int64     max       b         4.425600          236.934       207.317     
2097152     262144    int64     max       b         4.460800          470.129       411.363     
4194304     524288    int64     max       b         4.451200          942.286       824.500     
8388608     1048576   int64     max       b         4.470400          1876.478      1641.918    
16777216    2097152   int64     max       b         4.473600          3750.272      3281.488    
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
