Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
32768       8192      int32     max       b         106.201601        0.309         0.540       
65536       16384     int32     max       b         205.983996        0.318         0.557       
131072      32768     int32     max       b         409.203196        0.320         0.561       
262144      65536     int32     max       b         814.175987        0.322         0.563       
524288      131072    int32     max       b         1623.353577       0.323         0.565       
1048576     262144    int32     max       b         3237.548828       0.324         0.567       
2097152     524288    int32     max       b         6468.230438       0.324         0.567       
4194304     1048576   int32     max       b         12936.755371      0.324         0.567       
8388608     2097152   int32     max       b         25861.361694      0.324         0.568       
16777216    4194304   int32     max       b         53510.992432      0.314         0.549       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     sum       b         14.598399         0.001         0.001       
16          2         int64     sum       b         7.840000          0.002         0.004       
32          4         int64     sum       b         7.904000          0.004         0.007       
64          8         int64     sum       b         7.987200          0.008         0.014       
128         16        int64     sum       b         6.272000          0.020         0.036       
256         32        int64     sum       b         7.808000          0.033         0.057       
512         64        int64     sum       b         7.692800          0.067         0.116       
1024        128       int64     sum       b         8.473600          0.121         0.211       
2048        256       int64     sum       b         11.187200         0.183         0.320       
4096        512       int64     sum       b         16.134401         0.254         0.444       
8192        1024      int64     sum       b         17.612800         0.465         0.814       
16384       2048      int64     sum       b         22.732800         0.721         1.261       
32768       4096      int64     sum       b         81.548798         0.402         0.703       
65536       8192      int64     sum       b         157.094395        0.417         0.730       
131072      16384     int64     sum       b         310.950398        0.422         0.738       
262144      32768     int64     sum       b         620.601606        0.422         0.739       
524288      65536     int64     sum       b         1231.916809       0.426         0.745       
1048576     131072    int64     sum       b         2455.673599       0.427         0.747       
2097152     262144    int64     sum       b         4903.276825       0.428         0.748       
4194304     524288    int64     sum       b         9815.411377       0.427         0.748       
8388608     1048576   int64     sum       b         19616.613770      0.428         0.748       
16777216    2097152   int64     sum       b         40501.620483      0.414         0.725       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     prod      b         14.803199         0.001         0.001       
16          2         int64     prod      b         7.801600          0.002         0.004       
32          4         int64     prod      b         7.916800          0.004         0.007       
64          8         int64     prod      b         6.355200          0.010         0.018       
128         16        int64     prod      b         7.916800          0.016         0.028       
256         32        int64     prod      b         7.872000          0.033         0.057       
512         64        int64     prod      b         7.833600          0.065         0.114       
1024        128       int64     prod      b         9.388800          0.109         0.191       
2048        256       int64     prod      b         11.155200         0.184         0.321       
4096        512       int64     prod      b         16.012800         0.256         0.448       
8192        1024      int64     prod      b         19.411200         0.422         0.739       
16384       2048      int64     prod      b         22.534400         0.727         1.272       
32768       4096      int64     prod      b         81.388801         0.403         0.705       
65536       8192      int64     prod      b         158.508801        0.413         0.724       
131072      16384     int64     prod      b         313.529611        0.418         0.732       
262144      32768     int64     prod      b         620.768023        0.422         0.739       
524288      65536     int64     prod      b         1238.368034       0.423         0.741       
1048576     131072    int64     prod      b         2467.129517       0.425         0.744       
2097152     262144    int64     prod      b         4929.695892       0.425         0.744       
4194304     524288    int64     prod      b         9858.329773       0.425         0.745       
8388608     1048576   int64     prod      b         19706.707764      0.426         0.745       
16777216    2097152   int64     prod      b         40734.533691      0.412         0.721       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     and       b         14.752001         0.001         0.001       
16          2         int64     and       b         7.916800          0.002         0.004       
32          4         int64     and       b         8.025600          0.004         0.007       
64          8         int64     and       b         8.019200          0.008         0.014       
128         16        int64     and       b         7.808000          0.016         0.029       
256         32        int64     and       b         6.393600          0.040         0.070       
512         64        int64     and       b         8.115200          0.063         0.110       
1024        128       int64     and       b         9.548800          0.107         0.188       
2048        256       int64     and       b         11.136000         0.184         0.322       
4096        512       int64     and       b         16.019200         0.256         0.447       
8192        1024      int64     and       b         20.985600         0.390         0.683       
16384       2048      int64     and       b         22.515200         0.728         1.273       
32768       4096      int64     and       b         79.942399         0.410         0.717       
65536       8192      int64     and       b         156.934404        0.418         0.731       
131072      16384     int64     and       b         309.350395        0.424         0.741       
262144      32768     int64     and       b         614.099216        0.427         0.747       
524288      65536     int64     and       b         1221.779156       0.429         0.751       
1048576     131072    int64     and       b         2437.631989       0.430         0.753       
2097152     262144    int64     and       b         4867.334366       0.431         0.754       
4194304     524288    int64     and       b         9728.633881       0.431         0.754       
8388608     1048576   int64     and       b         19452.499390      0.431         0.755       
16777216    2097152   int64     and       b         40234.246826      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     or        b         14.560001         0.001         0.001       
16          2         int64     or        b         7.910400          0.002         0.004       
32          4         int64     or        b         7.763200          0.004         0.007       
64          8         int64     or        b         7.756800          0.008         0.014       
128         16        int64     or        b         7.782400          0.016         0.029       
256         32        int64     or        b         7.846400          0.033         0.057       
512         64        int64     or        b         7.782400          0.066         0.115       
1024        128       int64     or        b         9.414400          0.109         0.190       
2048        256       int64     or        b         11.161600         0.183         0.321       
4096        512       int64     or        b         16.121601         0.254         0.445       
8192        1024      int64     or        b         17.529599         0.467         0.818       
16384       2048      int64     or        b         22.649600         0.723         1.266       
32768       4096      int64     or        b         79.961598         0.410         0.717       
65536       8192      int64     or        b         157.068801        0.417         0.730       
131072      16384     int64     or        b         309.164810        0.424         0.742       
262144      32768     int64     or        b         614.022398        0.427         0.747       
524288      65536     int64     or        b         1223.379230       0.429         0.750       
1048576     131072    int64     or        b         2439.315224       0.430         0.752       
2097152     262144    int64     or        b         4865.715027       0.431         0.754       
4194304     524288    int64     or        b         9733.574677       0.431         0.754       
8388608     1048576   int64     or        b         19452.665710      0.431         0.755       
16777216    2097152   int64     or        b         40230.950928      0.417         0.730       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     xor       b         14.591999         0.001         0.001       
16          2         int64     xor       b         7.916800          0.002         0.004       
32          4         int64     xor       b         7.820800          0.004         0.007       
64          8         int64     xor       b         7.846400          0.008         0.014       
128         16        int64     xor       b         7.718400          0.017         0.029       
256         32        int64     xor       b         7.923200          0.032         0.057       
512         64        int64     xor       b         7.769600          0.066         0.115       
1024        128       int64     xor       b         9.376000          0.109         0.191       
2048        256       int64     xor       b         11.033600         0.186         0.325       
4096        512       int64     xor       b         15.955199         0.257         0.449       
8192        1024      int64     xor       b         19.289599         0.425         0.743       
16384       2048      int64     xor       b         22.457600         0.730         1.277       
32768       4096      int64     xor       b         79.820800         0.411         0.718       
65536       8192      int64     xor       b         155.398405        0.422         0.738       
131072      16384     int64     xor       b         309.337592        0.424         0.742       
262144      32768     int64     xor       b         612.460804        0.428         0.749       
524288      65536     int64     xor       b         1221.798420       0.429         0.751       
1048576     131072    int64     xor       b         2436.031914       0.430         0.753       
2097152     262144    int64     xor       b         4861.049652       0.431         0.755       
4194304     524288    int64     xor       b         9718.879700       0.432         0.755       
8388608     1048576   int64     xor       b         19429.670715      0.432         0.756       
16777216    2097152   int64     xor       b         40176.858521      0.418         0.731       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     min       b         14.566401         0.001         0.001       
16          2         int64     min       b         7.872000          0.002         0.004       
32          4         int64     min       b         7.782400          0.004         0.007       
64          8         int64     min       b         7.756800          0.008         0.014       
128         16        int64     min       b         7.750400          0.017         0.029       
256         32        int64     min       b         7.852800          0.033         0.057       
512         64        int64     min       b         7.827200          0.065         0.114       
1024        128       int64     min       b         9.523200          0.108         0.188       
2048        256       int64     min       b         11.769600         0.174         0.305       
4096        512       int64     min       b         15.923201         0.257         0.450       
8192        1024      int64     min       b         17.651200         0.464         0.812       
16384       2048      int64     min       b         22.604799         0.725         1.268       
32768       4096      int64     min       b         81.555200         0.402         0.703       
65536       8192      int64     min       b         158.681595        0.413         0.723       
131072      16384     int64     min       b         312.467194        0.419         0.734       
262144      32768     int64     min       b         620.607996        0.422         0.739       
524288      65536     int64     min       b         1238.323212       0.423         0.741       
1048576     131072    int64     min       b         2465.529633       0.425         0.744       
2097152     262144    int64     min       b         4922.899246       0.426         0.745       
4194304     524288    int64     min       b         9846.374512       0.426         0.745       
8388608     1048576   int64     min       b         19676.882935      0.426         0.746       
16777216    2097152   int64     min       b         40650.994873      0.413         0.722       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
8           1         int64     max       b         14.547201         0.001         0.001       
16          2         int64     max       b         7.942400          0.002         0.004       
32          4         int64     max       b         7.846400          0.004         0.007       
64          8         int64     max       b         7.808000          0.008         0.014       
128         16        int64     max       b         7.814400          0.016         0.029       
256         32        int64     max       b         7.756800          0.033         0.058       
512         64        int64     max       b         7.782400          0.066         0.115       
1024        128       int64     max       b         9.478400          0.108         0.189       
2048        256       int64     max       b         11.449600         0.179         0.313       
4096        512       int64     max       b         15.936001         0.257         0.450       
8192        1024      int64     max       b         19.219200         0.426         0.746       
16384       2048      int64     max       b         22.649600         0.723         1.266       
32768       4096      int64     max       b         81.497598         0.402         0.704       
65536       8192      int64     max       b         158.656001        0.413         0.723       
131072      16384     int64     max       b         312.537599        0.419         0.734       
262144      32768     int64     max       b         620.582390        0.422         0.739       
524288      65536     int64     max       b         1238.156796       0.423         0.741       
1048576     131072    int64     max       b         2467.110443       0.425         0.744       
2097152     262144    int64     max       b         4927.923203       0.426         0.745       
4194304     524288    int64     max       b         9846.419525       0.426         0.745       
8388608     1048576   int64     max       b         19683.097839      0.426         0.746       
16777216    2097152   int64     max       b         40676.333618      0.412         0.722       
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 5 mype_node: 5 device name: NVIDIA H200 bus id: 174 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 4 mype_node: 4 device name: NVIDIA H200 bus id: 155 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 1 mype_node: 1 device name: NVIDIA H200 bus id: 45 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 7 mype_node: 7 device name: NVIDIA H200 bus id: 228 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 6 mype_node: 6 device name: NVIDIA H200 bus id: 191 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 3 mype_node: 3 device name: NVIDIA H200 bus id: 102 
Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 5, warmup iterations: 2, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
mype: 2 mype_node: 2 device name: NVIDIA H200 bus id: 63 
