Runtime options after parsing command line arguments 
min_size: 4, max_size: 33554432, step_factor: 2, iterations: 10, warmup iterations: 5, number of ctas: 32, threads per cta: 256 stride: 1, datatype: int, reduce_op: sum, threadgroup_scope: all_scopes, atomic_op: inc, dir: write, report_msgrate: 0, bidirectional: 0, putget_issue :on_stream, use_graph: 0, use_mmap: 0, mem_handle_type: 0, use_egm: 0
Note: Above is full list of options, any given test will use only a subset of these variables.
NVSHMEM v3.3.9
mype: 0 mype_node: 0 device name: NVIDIA H200 bus id: 25 
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
2097152     524288    int32     sum       b         6447.647858       0.325         0.569       
4194304     1048576   int32     sum       b         12894.860840      0.325         0.569       
8388608     2097152   int32     sum       b         25787.432861      0.325         0.569       
16777216    4194304   int32     sum       b         53364.312744      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     prod      b         13.660800         0.000         0.001       
8           2         int32     prod      b         6.243200          0.001         0.002       
16          4         int32     prod      b         6.313600          0.003         0.004       
32          8         int32     prod      b         6.380800          0.005         0.009       
64          16        int32     prod      b         6.342400          0.010         0.018       
128         32        int32     prod      b         6.227200          0.021         0.036       
256         64        int32     prod      b         6.211200          0.041         0.072       
512         128       int32     prod      b         6.227200          0.082         0.144       
1024        256       int32     prod      b         7.942400          0.129         0.226       
2048        512       int32     prod      b         11.228800         0.182         0.319       
4096        1024      int32     prod      b         16.947199         0.242         0.423       
8192        2048      int32     prod      b         20.998400         0.390         0.683       
16384       4096      int32     prod      b         56.224000         0.291         0.510       
32768       8192      int32     prod      b         103.782403        0.316         0.553       
65536       16384     int32     prod      b         205.532789        0.319         0.558       
131072      32768     int32     prod      b         407.686377        0.322         0.563       
262144      65536     int32     prod      b         810.748768        0.323         0.566       
524288      131072    int32     prod      b         1618.457603       0.324         0.567       
1048576     262144    int32     prod      b         3232.412720       0.324         0.568       
2097152     524288    int32     prod      b         6456.745911       0.325         0.568       
4194304     1048576   int32     prod      b         12904.716492      0.325         0.569       
8388608     2097152   int32     prod      b         25814.154053      0.325         0.569       
16777216    4194304   int32     prod      b         53392.327881      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     and       b         13.728000         0.000         0.001       
8           2         int32     and       b         6.374400          0.001         0.002       
16          4         int32     and       b         6.300800          0.003         0.004       
32          8         int32     and       b         6.246400          0.005         0.009       
64          16        int32     and       b         6.278400          0.010         0.018       
128         32        int32     and       b         6.304000          0.020         0.036       
256         64        int32     and       b         6.300800          0.041         0.071       
512         128       int32     and       b         6.291200          0.081         0.142       
1024        256       int32     and       b         7.862400          0.130         0.228       
2048        512       int32     and       b         11.187200         0.183         0.320       
4096        1024      int32     and       b         16.937600         0.242         0.423       
8192        2048      int32     and       b         21.084800         0.389         0.680       
16384       4096      int32     and       b         56.188798         0.292         0.510       
32768       8192      int32     and       b         103.689599        0.316         0.553       
65536       16384     int32     and       b         205.311990        0.319         0.559       
131072      32768     int32     and       b         408.569622        0.321         0.561       
262144      65536     int32     and       b         809.920025        0.324         0.566       
524288      131072    int32     and       b         1616.086388       0.324         0.568       
1048576     262144    int32     and       b         3227.331161       0.325         0.569       
2097152     524288    int32     and       b         6449.388885       0.325         0.569       
4194304     1048576   int32     and       b         12900.512695      0.325         0.569       
8388608     2097152   int32     and       b         25790.255737      0.325         0.569       
16777216    4194304   int32     and       b         53373.925781      0.314         0.550       
#device_reduction
size(B)     count     type      redop     scope     latency(us)       algbw(GB/s)   busbw(GB/s) 
4           1         int32     or        b         14.374401         0.000         0.000       
8           2         int32     or        b         6.496000          0.001         0.002       
16          4         int32     or        b         6.432000          0.002         0.004       
32          8         int32     or        b         6.364800          0.005         0.009       
64          16        int32     or        b         6.380800          0.010         0.018       
128         32        int32     or        b         6.368000          0.020         0.035       
256         64        int32     or        b         6.422400          0.040         0.070       
512         128       int32     or        b         6.400000          0.080         0.140       
1024        256       int32     or        b         8.035200          0.127         0.223       
2048        512       int32     or        b         11.347200         0.180         0.316       
4096        1024      int32     or        b         16.969600         0.241         0.422       
8192        2048      int32     or        b         21.129601         0.388         0.678       
